Facility Name,Location Address,Location Address2,City,State,Zip Code,County,Region,Phone Number,Owner Name,Owner Type,Activity Desc,Activity Number,Active,East Coordinate,North Coordinate,Accuracy Code,Waste Types,Regulatory Status,Authorization Number,Authorization Issue Date,Expiration Date,Location
Vanbro Corporation,1900 South Avenue,,Staten Island,NY,10314,Richmond,2,7186981100,Vanbro Corporation,Private,C&D processing - registration,[43W12],Yes,568163,4494809,4.3 - Utilization of Digital Orthophoto Quads,Asphalt;Concrete;Soil (Clean);Rock,Registration,?43W12,,,"{'human_address': '{""address"":""1900 South Avenue"",""city"":""Staten Island"",""state"":""NY"",""zip"":""10314""}', 'latitude': '40.601074', 'longitude': '-74.194456', 'needs_recoding': False}"
Blacktop Maintenance Corp,27 Commerce Street,,Poughkeepsie,NY,12603,Dutchess,3,8454718700,Blacktop Maintenance Corp,Private,C&D processing - registration,[14W03],Yes,595261,4615369,,Concrete;Asphalt;Brick;Rock,Registration,?14W03,,,"{'human_address': '{""address"":""27 Commerce Street"",""city"":""Poughkeepsie"",""state"":""NY"",""zip"":""12603""}', 'latitude': '41.684652', 'longitude': '-73.854913', 'needs_recoding': False}"
Duffy Layton Contracting,12 Hunns Lake Road,,Stanfordville,NY,12581,Dutchess,3,8458687427,Myron Layton,Private,C&D processing - registration,[14W05],Yes,607959,4636371,4.3 - Utilization of Digital Orthophoto Quads,Wood (Pallets & Crates);Wood (Clean);Wood (Brush/ Branches/ Trees/ Stumps);Wood (Chips);Wood (Unadulterated),Registration,?14W05,2002-03-08T00:00:00,,"{'human_address': '{""address"":""12 Hunns Lake Road"",""city"":""Stanfordville"",""state"":""NY"",""zip"":""12581""}', 'latitude': '41.871966', 'longitude': '-73.699228', 'needs_recoding': False}"
Liberta Bros Inc,607 Lake Road,,Pine Plains,NY,12567,Dutchess,3,5183987024,Len Liberta,Private,C&D processing - registration,[14W02],Yes,609804,4648616,1 - No accuracy stated,Wood (Chips);Wood (Unadulterated),Registration,?14W02,1999-09-03T00:00:00,,"{'human_address': '{""address"":""607 Lake Road"",""city"":""Pine Plains"",""state"":""NY"",""zip"":""12567""}', 'latitude': '41.984517', 'longitude': '-73.673011', 'needs_recoding': False}"
Soil Tech LLC,501 Salt Point Turnpike,,Poughkeepsie,NY,12603,Dutchess,3,8454543730,PLT LLC,Private,C&D processing - registration,[14W10],Yes,592804,4621113,1 - No accuracy stated,Concrete;Brick;Asphalt;Rock;Soil (Clean),Registration,?14W10,,,"{'human_address': '{""address"":""501 Salt Point Turnpike"",""city"":""Poughkeepsie"",""state"":""NY"",""zip"":""12603""}', 'latitude': '41.736478', 'longitude': '-73.8839', 'needs_recoding': False}"
Sun Up Properties,238-242 New Hackensack Road,,Wappingers Falls,NY,12590,Dutchess,3,8454621800,Sun Up Properties LLC,Private,C&D processing - registration,[14W07],Yes,592637,4608394,4.3 - Utilization of Digital Orthophoto Quads,Asphalt;Concrete;Soil (Clean);Rock,Registration,?14W07,2004-09-24T00:00:00,,"{'human_address': '{""address"":""238-242 New Hackensack Road"",""city"":""Wappingers Falls"",""state"":""NY"",""zip"":""12590""}', 'latitude': '41.623694', 'longitude': '-73.882528', 'needs_recoding': False}"
Thalle Fishkill,172 Rt. 9,,Fishkill,NY,12524,Dutchess,3,8458965156,Thalle Industries Inc,Private,C&D processing - registration,[14W09],Yes,591684,4585186,,,Registration,?14W,,,"{'human_address': '{""address"":""172 Rt. 9"",""city"":""Fishkill"",""state"":""NY"",""zip"":""12524""}', 'latitude': '41.499926', 'longitude': '-73.902049', 'needs_recoding': False}"
Argenio Brothers Inc,14 Argenio Drive,,New Windsor,NY,12553,Orange,3,8455615102,Argenio Brothers Inc,Private,C&D processing - registration,[36W06],Yes,580619,4593439,4.3 - Utilization of Digital Orthophoto Quads,Asphalt;Brick;Concrete;Rock,Registration,?36W06,2004-02-19T00:00:00,,"{'human_address': '{""address"":""14 Argenio Drive"",""city"":""New Windsor"",""state"":""NY"",""zip"":""12553""}', 'latitude': '41.488838', 'longitude': '-74.032115', 'needs_recoding': False}"
Conag Placement Services CD Processor,12 Ruscitti Road,,New Windsor,NY,12550,Orange,3,8455620640,Robert A. Nannini,Private,C&D processing - registration,[36W12],Yes,580834,4593075,,Rock,Registration,?36W12,2008-09-22T00:00:00,,"{'human_address': '{""address"":""12 Ruscitti Road"",""city"":""New Windsor"",""state"":""NY"",""zip"":""12550""}', 'latitude': '41.485318', 'longitude': '-74.032226', 'needs_recoding': False}"
E Tetz & Sons Phillipsburg Facility,63 Cemetery Road,,Middletown,NY,10940,Orange,3,8453444486,E. Tetz & Sons Inc,Private,C&D processing - registration,[36W11],Yes,553257,4587095,1 - No accuracy stated,Asphalt;Concrete,Registration,?36W11,2007-03-27T00:00:00,,"{'human_address': '{""address"":""63 Cemetery Road"",""city"":""Middletown"",""state"":""NY"",""zip"":""10940""}', 'latitude': '41.434183', 'longitude': '-74.359265', 'needs_recoding': False}"
Maybrook Asphalt,215 Montgomery Road,,Montgomery,NY,12549,Orange,3,8454573158,Tilcon New York; Inc,Private,C&D processing - registration,[36W07],Yes,565785,4595156,,,,?,,,"{'human_address': '{""address"":""215 Montgomery Road"",""city"":""Montgomery"",""state"":""NY"",""zip"":""12549""}', 'latitude': '41.50576', 'longitude': '-74.211368', 'needs_recoding': False}"
McNeilly Wood Products Inc,120 Neelytown Road,,Campbell Hall,NY,10916,Orange,3,8454579651,McNeilly Wood Products,Private,C&D processing - registration,[36W05],Yes,562502,4591452,,Metals (Ferrous);Metals (Non-Ferrous);Paper / Cardboard;Wood (Unadulterated),Registration,?36W05,,,"{'human_address': '{""address"":""120 Neelytown Road"",""city"":""Campbell Hall"",""state"":""NY"",""zip"":""10916""}', 'latitude': '41.473512', 'longitude': '-74.250526', 'needs_recoding': False}"
Wessels Farms,94 Bull Road,,Otisville,NY,10963,Orange,3,8453865681,Mike Wessels,Private,C&D processing - registration,[36W15],Yes,540265,4592087,1 - No accuracy stated,Wood (Brush/ Branches/ Trees/ Stumps);Wood (Chips);Wood (Unadulterated),Registration,?36W15,2011-09-19T00:00:00,,"{'human_address': '{""address"":""94 Bull Road"",""city"":""Otisville"",""state"":""NY"",""zip"":""10963""}', 'latitude': '41.477946', 'longitude': '-74.519548', 'needs_recoding': False}"
Mikes Blue Wheel Service,160 Bryant Pond Road,,Mahopac,NY,10541,Putnam,3,8455283889,Michael A. Maiuzzo,Private,C&D processing - registration,[40W07],Yes,600401,4581024,1 - No accuracy stated,Wood (Brush/ Branches/ Trees/ Stumps);Wood (Unadulterated Pallets);Wood (Unadulterated);Wood (Chips),Registration,?40W07,2005-08-03T00:00:00,,"{'human_address': '{""address"":""160 Bryant Pond Road"",""city"":""Mahopac"",""state"":""NY"",""zip"":""10541""}', 'latitude': '41.374079', 'longitude': '-73.798706', 'needs_recoding': False}"
Peckham Materials Corp - Patterson Blacktop,1181 Rt. 6,,Carmel,NY,10512,Putnam,3,8456283425,Peckham Industries Corp.,Private,C&D processing - registration,[40W08],Yes,608071,4583789,1 - No accuracy stated,Rock;Brick;Asphalt;Soil (Clean);Construction & Demolition Debris,Registration,?40W08,,,"{'human_address': '{""address"":""1181 Rt. 6"",""city"":""Carmel"",""state"":""NY"",""zip"":""10512""}', 'latitude': '41.398001', 'longitude': '-73.707796', 'needs_recoding': False}"
RNV Green Processing & Supply Corp,1 Lane Gate Road,,Cold Spring,NY,10516,Putnam,3,8452654161,Ricky Ventura,Private,C&D processing - registration,[40W06],Yes,590515,4587162,1 - No accuracy stated,,Registration,?40W06,2011-11-29T00:00:00,,"{'human_address': '{""address"":""1 Lane Gate Road"",""city"":""Cold Spring"",""state"":""NY"",""zip"":""10516""}', 'latitude': '41.429958', 'longitude': '-73.917734', 'needs_recoding': False}"
MRO Pump & Tank,15 Fisher Avenue,,Nanuet,NY,10954,Rockland,3,8456248197,Michael Olna,Private,C&D processing - registration,[40W11],Yes,582545,4549472,1 - No accuracy stated,,Registration,?40W11,,,"{'human_address': '{""address"":""15 Fisher Avenue"",""city"":""Nanuet"",""state"":""NY"",""zip"":""10954""}', 'latitude': '41.092325', 'longitude': '-74.016916', 'needs_recoding': False}"
Jose Lema Industries Recycling Facility,246 Gale Rd,,Mongaup Valley,NY,12762,Sullivan,3,8455835000,Jose Lema,,C&D processing - registration,[53W01],Yes,518936,4614355,,,Registration,?53W01,1998-11-30T00:00:00,,"{'human_address': '{""address"":""246 Gale Rd"",""city"":""Mongaup Valley"",""state"":""NY"",""zip"":""12762""}', 'latitude': '41.681024', 'longitude': '-74.772244', 'needs_recoding': False}"
Callanan Industries Inc  - East Kingston Facility,677 Flatbush Road; Route 32,,East Kingston,NY,12401,Ulster,3,8453395494,Callanan Industries Inc,Private,C&D processing - registration,[56W03],Yes,585049,4645253,,Asphalt,Registration,?56W03,,,"{'human_address': '{""address"":""677 Flatbush Road; Route 32"",""city"":""East Kingston"",""state"":""NY"",""zip"":""12401""}', 'latitude': '41.955129', 'longitude': '-73.97468', 'needs_recoding': False}"
J Karolys & Son,1446 State Route 212,,Saugerties,NY,12477,Ulster,3,8452474777,Joseph Karolys,Private,C&D processing - registration,[56W05],Yes,577924,4656945,,Soil (Clean);Rock;Concrete;Brick;Asphalt;Wood (Brush/ Branches/ Trees/ Stumps),Registration,?56W05,2016-07-29T00:00:00,,"{'human_address': '{""address"":""1446 State Route 212"",""city"":""Saugerties"",""state"":""NY"",""zip"":""12477""}', 'latitude': '42.061135', 'longitude': '-74.057401', 'needs_recoding': False}"
AMEC Materials LLC,8 Bates Lane,,North Castle,NY,10504,Westchester,3,2036423530,AMEC Materials LLC,Private,C&D processing - registration,[60W34],Yes,613965,4555411,,,Registration,?,,,"{'human_address': '{""address"":""8 Bates Lane"",""city"":""North Castle"",""state"":""NY"",""zip"":""10504""}', 'latitude': '41.140932', 'longitude': '-73.641544', 'needs_recoding': False}"
Brookfield Resource Management Inc.(Montrose),2114 Albany Post Road,,Montrose,NY,10548,Westchester,3,9149301626,Brookfield Resource Management Inc,Private,C&D processing - registration,[60W33],Yes,589876,4566890,,,Registration,?,,,"{'human_address': '{""address"":""2114 Albany Post Road"",""city"":""Montrose"",""state"":""NY"",""zip"":""10548""}', 'latitude': '41.248551', 'longitude': '-73.929091', 'needs_recoding': False}"
Dakota Supply Corp,167 Albany Post Road,,Montrose,NY,10548,Westchester,3,9147378756,Bilotta Realty of Westchester Inc,Private,C&D processing - registration,[60W27],Yes,589980,4566492,,Asphalt;Brick;Concrete;Construction & Demolition Debris;Rock;Soil (Clean);Metal (Structural),Registration,?60W27,2012-01-03T00:00:00,,
Edison Avenue Recycle & Materials Supply Corp,41 Edison Avenue,,Mount Vernon,NY,10550,Westchester,3,9146659240,Edison Avenue Recycle & Materials Supply Corp,Private,C&D processing - registration,[60W18],Yes,599010,4527375,4.3 - Utilization of Digital Orthophoto Quads,Concrete;Asphalt,Registration,?60W18,2004-04-23T00:00:00,,"{'human_address': '{""address"":""41 Edison Avenue"",""city"":""Mount Vernon"",""state"":""NY"",""zip"":""10550""}', 'latitude': '40.890961', 'longitude': '-73.825005', 'needs_recoding': False}"
Lawton Adams Construction Corp,260 Route 100 Po Box 309,,Somers,NY,10589,Westchester,3,9142323275,Lawton Adams,Private,C&D processing - registration,[60W11],Yes,609353,4574094,,Asphalt;Wood (Brush/ Branches/ Trees/ Stumps);Concrete;Soil (Clean),Registration,?60W11,,,"{'human_address': '{""address"":""260 Route 100 Po Box 309"",""city"":""Somers"",""state"":""NY"",""zip"":""10589""}', 'latitude': '41.310554', 'longitude': '-73.693965', 'needs_recoding': False}"
Metro Green LLC,100A Oak Street,,Mount Vernon,NY,10550,Westchester,3,9146631800,Angelo Maiorano,Private,C&D processing - registration,[60W26],Yes,597057,4529958,1 - No accuracy stated,Concrete;Paper / Cardboard;Rock;Soil (Clean);Wood (Unadulterated),Registration,?60W26,,,"{'human_address': '{""address"":""100A Oak Street"",""city"":""Mount Vernon"",""state"":""NY"",""zip"":""10550""}', 'latitude': '40.914462', 'longitude': '-73.847654', 'needs_recoding': False}"
Mount Vernon Recycling Corp,113 Edison Avenue,,Mount Vernon,NY,10550,Westchester,3,9146670000,Mount Vernon Recycling Corp,Private,C&D processing - registration,[60W06],Yes,599103,4527629,,Concrete;Soil (Clean),Registration,?60W06,,,"{'human_address': '{""address"":""113 Edison Avenue"",""city"":""Mount Vernon"",""state"":""NY"",""zip"":""10550""}', 'latitude': '40.893723', 'longitude': '-73.82379', 'needs_recoding': False}"
NY Materials LLC (29 Edison Ave),29 Edison Ave,,Mount Vernon,NY,10550,Westchester,3,9146644400,Dario Amicucci,Private,C&D processing - registration,[60W21],Yes,599003,4527363,,,Registration,?60W21,,,"{'human_address': '{""address"":""29 Edison Ave"",""city"":""Mount Vernon"",""state"":""NY"",""zip"":""10550""}', 'latitude': '40.891267', 'longitude': '-73.824898', 'needs_recoding': False}"
NY Materials LLC (49 Edison Ave),49 Edison Ave,,Mount Vernon,NY,10550,Westchester,3,9146644400,Dario Amicucci,Private,C&D processing - registration,[60W29],Yes,599052,4527524,,,Registration,?60W29,,,"{'human_address': '{""address"":""49 Edison Ave"",""city"":""Mount Vernon"",""state"":""NY"",""zip"":""10550""}', 'latitude': '40.891798', 'longitude': '-73.824726', 'needs_recoding': False}"
Peckham Materials - Bedford Hills,Harris road,,Bedford Hills,NY,10507,Westchester,3,9142413779,Peckham Materials Corp,Private,C&D processing - registration,[60W12],Yes,612083,4564308,,Concrete;Asphalt;Rock;Brick;Soil (Clean),Registration,?60W12,,,
All Recycling Inc,279 South William Street,,Newburgh,NY,12550,Orange,3,8455620216,All Recycling Inc,,RHRF - exempt (non-VDF),[36M00],Yes,581737,4594358,,,,?,,,"{'human_address': '{""address"":""279 South William Street"",""city"":""Newburgh"",""state"":""NY"",""zip"":""12550""}', 'latitude': '41.496736', 'longitude': '-74.02082', 'needs_recoding': False}"
Peckham Materials - Port Chester,1 Purdy Avenue,,Port Chester,NY,10573,Westchester,3,9143930509,Peckham Materials Corp,Private,C&D processing - registration,[60W13],Yes,612701,4539147,,,Registration,?60W13,,,"{'human_address': '{""address"":""1 Purdy Avenue"",""city"":""Port Chester"",""state"":""NY"",""zip"":""10573""}', 'latitude': '40.995644', 'longitude': '-73.659985', 'needs_recoding': False}"
Pro Asphalt LLC,800 Canal Street,7 Edison Avenue,Mount Vernon,NY,10550,Westchester,3,9146993370,Pro Asphalt LLC,Private,C&D processing - registration,[60W35],Yes,599262,4527987,,,Registration,?,,,"{'human_address': '{""address"":""800 Canal Street"",""city"":""Mount Vernon"",""state"":""NY"",""zip"":""10550""}', 'latitude': '40.896824', 'longitude': '-73.822137', 'needs_recoding': False}"
Syracusa Sand and Gravel,1389 Malone Road,,Victor,NY,14564,Ontario,8,5859247146,Owner,,C&D processing - registration,[35W09],Yes,299893,4760194,,,Registration,?35W09,,,"{'human_address': '{""address"":""1389 Malone Road"",""city"":""Victor"",""state"":""NY"",""zip"":""14564""}', 'latitude': '42.967349', 'longitude': '-77.453629', 'needs_recoding': False}"
RCA Asphalt,7 Edison Avenue,,Mount Vernon,NY,10550,Westchester,3,9146993370,RCA Asphalt LLC,Private,C&D processing - registration,[60W17],Yes,598985,4527267,4.3 - Utilization of Digital Orthophoto Quads,,Registration,?60W17,2004-04-09T00:00:00,,"{'human_address': '{""address"":""7 Edison Avenue"",""city"":""Mount Vernon"",""state"":""NY"",""zip"":""10550""}', 'latitude': '40.890419', 'longitude': '-73.8252', 'needs_recoding': False}"
Thalle Industries Inc Elmsford Facility,South Warehouse Lane,,Greenburgh,NY,10607,Westchester,3,9147623415,Thalle Industries Inc.,Private,C&D processing - registration,[60W15],Yes,597430,4548661,,Asphalt;Brick;Concrete;Soil (Clean);Rock,Registration,?60W15,2002-11-26T00:00:00,,
BBC Aggregate Recycling,100 S. Port Rd; Port of Albany,,Albany,NY,12202,Albany,4,5184342747,William Biers,Private,C&D processing - registration,[01W03],Yes,601380,4720511,,Asphalt;Concrete;Brick,Registration,?01W03,,,"{'human_address': '{""address"":""100 S. Port Rd; Port of Albany"",""city"":""Albany"",""state"":""NY"",""zip"":""12202""}', 'latitude': '42.618252', 'longitude': '-73.763909', 'needs_recoding': False}"
Bonded Concrete,255 Watervliet Shaker Road,,Watervliet,NY,12189,Albany,4,5182712518,Bonded Concrete,Private,C&D processing - registration,[01W04],Yes,600001,4734391,,Concrete;Construction & Demolition Debris,Registration,?01W04,,,"{'human_address': '{""address"":""255 Watervliet Shaker Road"",""city"":""Watervliet"",""state"":""NY"",""zip"":""12189""}', 'latitude': '42.722754', 'longitude': '-73.721885', 'needs_recoding': False}"
Bubonia Holding Corp,18 West Albany Drive,,Colonie,NY,12205,Albany,4,5184388900,Stephen J. Bubonia,Private,C&D processing - registration,[01W33],Yes,600465,4726765,4.2 - Utilization of GIS and existing spatial data,Asphalt;Concrete;Wood (Brush/ Branches/ Trees/ Stumps);Wood (Unadulterated);Brick,Registration,?01W33,,,"{'human_address': '{""address"":""18 West Albany Drive"",""city"":""Colonie"",""state"":""NY"",""zip"":""12205""}', 'latitude': '42.686222', 'longitude': '-73.773559', 'needs_recoding': False}"
Callanan - Ravena Facility,Route 9W,,Coeymans,NY,12143,Albany,4,5183742222,Callanan Industries; Inc,Private,C&D processing - registration,[01W50],Yes,596874,4706204,4.2 - Utilization of GIS and existing spatial data,Asphalt,Registration,?01W50,,,
Callanan Watervliet Asphalt Plant,100 Crabapple Lane,,Watervliet,NY,12189,Albany,4,5183742222,Callanan Industries Inc,,C&D processing - registration,[01W11],Yes,609203,4730050,4.3 - Utilization of Digital Orthophoto Quads,Asphalt,,?,,,"{'human_address': '{""address"":""100 Crabapple Lane"",""city"":""Watervliet"",""state"":""NY"",""zip"":""12189""}', 'latitude': '42.742547', 'longitude': '-73.710565', 'needs_recoding': False}"
Coeymans Recycling Center LLC,40 Riverview Drive,,Coeymans,NY,12045,Albany,4,5187562164,Carver Laraway,Private,C&D processing - registration,[01W31],Yes,598993,4703810,4.1 - Address Matching,Concrete,Registration,?01W31,2012-01-18T00:00:00,,
Constantine Construction & Farm  Inc,566 Albany Shaker Road,,Loudonville,NY,12211,Albany,4,5184588294,Constantine Construction & Farm; Inc.,Private,C&D processing - registration,[01W15],Yes,599461,4730053,4.2 - Utilization of GIS and existing spatial data,Concrete,Registration,?01W15,2011-04-20T00:00:00,,"{'human_address': '{""address"":""566 Albany Shaker Road"",""city"":""Loudonville"",""state"":""NY"",""zip"":""12211""}', 'latitude': '42.716955', 'longitude': '-73.785873', 'needs_recoding': False}"
Gallivan Corning Hill Properties,River Road & Retreat House Road,,Glenmont,NY,12077,Albany,4,5182716100,Sean M Gallivan,Private,C&D processing - registration,[01W06],Yes,601044,4718354,4.2 - Utilization of GIS and existing spatial data,,Registration,?01W06,2013-04-01T00:00:00,,"{'human_address': '{""address"":""River Road &amp; Retreat House Road"",""city"":""Glenmont"",""state"":""NY"",""zip"":""12077""}', 'latitude': '42.609645', 'longitude': '-73.768415', 'needs_recoding': False}"
