Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
Mexico,Web,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,16161.97,407,0.40745404
Mexico,Web,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2013,Q1 2013,30249.6,345,0.46395985
Mexico,Web,Sports Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,37011.1,370,0.28831351
Mexico,Web,Sports Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,26499.2,208,0.2733124
Mexico,Web,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,37137.56,214,0.45764665
Mexico,Web,Sports Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,21560.7,280,0.48053635
Mexico,Web,Sports Store,Personal Accessories,Binoculars,Opera Vision,2013,Q1 2013,3080,28,0.54381818
Mexico,Web,Sports Store,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,2880,18,0.534875
Mexico,Web,Sports Store,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,37389.72,1178,0.36988028
Mexico,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS Extreme,2013,Q1 2013,144846.88,424,0.48343188
Mexico,Web,Sports Store,Personal Accessories,Navigation,Trail Scout,2013,Q1 2013,9758,41,0.35336134
Mexico,Web,Sports Store,Personal Accessories,Navigation,Astro Pilot,2013,Q1 2013,25375,175,0.37592473
Mexico,Web,Sports Store,Personal Accessories,Navigation,Sky Pilot,2013,Q1 2013,14678,41,0.33872326
Mexico,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,0,70,
Mexico,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,3325,475,0.66714286
Mexico,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q1 2013,23914.38,3522,0.64359352
Mexico,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,1620,324,0.61
Mexico,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,2000,400,0.608
Mexico,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,0,70,
Mexico,Web,Sports Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q1 2013,2576,112,0.60869565
Mexico,Web,Sports Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q1 2013,3150,90,0.59885714
Mexico,Web,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,816,136,0.52833333
Mexico,Web,Sports Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,70,
Mexico,Web,Sports Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,732,122,0.54
Mexico,Web,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,30887,67,0.52060738
Mexico,Web,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,59425.6,80,0.45368999
Mexico,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,70943.88,84,0.50270552
Mexico,Web,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,242458.85,205,0.49705692
Mexico,Web,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,33408,60,0.38649425
Mexico,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,102046.67,79,0.52776509
Mexico,Web,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,27667.15,325,0.51603255
Mexico,Web,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,0,80,
Mexico,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0,173,
Mexico,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,0,173,
Mexico,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,53981.08,250,0.63088919
Mexico,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q1 2013,25352.82,1098,0.31009095
Mexico,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q1 2013,92760.85,665,0.38346835
Mexico,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,77406,285,0.38637703
Mexico,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q1 2013,40659.28,1327,0.51044386
Mexico,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,9421.7,355,0.33006782
Mexico,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q1 2013,1757,251,0.73142857
Mexico,Sales visit,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q1 2013,3220,92,0.59885714
Mexico,Sales visit,Department Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,432,72,0.52833333
Mexico,Sales visit,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,12745.2,1235,0.72868217
Mexico,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,13286.52,1326,0.47704591
Mexico,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q1 2013,23110.12,991,0.31689537
Mexico,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,7055.1,2010,0.75783476
Mexico,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q1 2013,116013.47,1829,0.26880025
Mexico,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q1 2013,61996.16,4936,0.59315287
Mexico,Sales visit,Sports Store,Camping Equipment,Tents,Star Dome,2013,Q1 2013,101409.4,164,0.35958599
Mexico,Sales visit,Sports Store,Camping Equipment,Tents,Star Gazer 2,2013,Q1 2013,186462.1,337,0.2904934
Mexico,Sales visit,Sports Store,Camping Equipment,Tents,Star Gazer 6,2013,Q1 2013,42675.66,54,0.37997444
Mexico,Sales visit,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q1 2013,23381.99,593,0.49885874
Mexico,Sales visit,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q1 2013,8524.95,483,0.52124646
Mexico,Sales visit,Sports Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q1 2013,56371.44,772,0.2810189
Mexico,Sales visit,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,203383.46,726,0.4050885
Mexico,Sales visit,Sports Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q1 2013,46576.61,667,0.41028211
Mexico,Sales visit,Sports Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q1 2013,11257.66,778,0.53351762
Mexico,Sales visit,Sports Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q1 2013,32119.88,2023,0.52762899
Mexico,Sales visit,Sports Store,Camping Equipment,Lanterns,Firefly 2,2013,Q1 2013,17352.54,647,0.37844892
Mexico,Sales visit,Sports Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,11805.44,401,0.38858696
Mexico,Sales visit,Sports Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q1 2013,13661.15,433,0.36608558
Mexico,Sales visit,Sports Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q1 2013,9972.7,155,0.36851104
Mexico,Sales visit,Sports Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q1 2013,67854.7,2515,0.52594514
Mexico,Sales visit,Sports Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,7049.95,205,0.5457982
Mexico,Sales visit,Sports Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,6993.4,146,0.3736952
Mexico,Sales visit,Sports Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q1 2013,9745.16,102,0.52899696
Mexico,Sales visit,Sports Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,13329.99,225,0.55860807
Mexico,Sales visit,Sports Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,33464,284,0.50030122
Mexico,Sales visit,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,15248.64,384,0.40745404
Mexico,Sales visit,Sports Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,34010.2,340,0.28831351
Mexico,Sales visit,Sports Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,41528.91,601,0.42112615
Mexico,Sales visit,Sports Store,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,33168.3,1045,0.36988028
Mexico,Sales visit,Sports Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q1 2013,14750.82,161,0.42152368
Mexico,Sales visit,Sports Store,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,41029.3,370,0.33772207
Mexico,Sales visit,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,2878.79,913,0.41962074
Mexico,Sales visit,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,10103.8,2496,0.54298383
Mexico,Sales visit,Sports Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,434,
Mexico,Sales visit,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,27660,60,0.52060738
Mexico,Sales visit,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,208500.5,249,0.47881708
Mexico,Sales visit,Sports Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,55165.99,109,0.4511865
Mexico,Sales visit,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,72633.02,86,0.50270552
Mexico,Sales visit,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,91517.6,80,0.5130117
Mexico,Sales visit,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,125314.8,199,0.45753893
Mexico,Sales visit,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,104630.13,81,0.52776509
Mexico,Sales visit,Sports Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,89989.12,104,0.51345229
Mexico,Sales visit,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,5325,60,0.53577465
Mexico,Sales visit,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,55083.6,401,0.34104888
Mexico,Sales visit,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,11155.92,1132,0.71588179
Mexico,Sales visit,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,17140.97,1430,0.4994449
Mexico,Sales visit,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,11184.3,51,0.63657091
Mexico,Sales visit,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,11169.25,1075,0.7545717
Brazil,Web,Golf Shop,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,2163.72,52,0.51934631
Brazil,Web,Golf Shop,Personal Accessories,Watches,Infinity,2013,Q1 2013,10973,45,0.45061879
Brazil,Web,Golf Shop,Personal Accessories,Watches,Sam,2013,Q1 2013,5747.2,128,0.38396437
Brazil,Web,Golf Shop,Personal Accessories,Watches,TX,2013,Q1 2013,15160,82,0.45028232
Brazil,Web,Golf Shop,Personal Accessories,Watches,Legend,2013,Q1 2013,9457,35,0.44589193
Brazil,Web,Golf Shop,Personal Accessories,Watches,Kodiak,2013,Q1 2013,5654.1,47,0.43657523
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,1113.12,18,0.57713454
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2013,Q1 2013,7695,114,0.4517037
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Capri,2013,Q1 2013,1761.8,46,0.34203655
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,9192.4,343,0.31831187
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Dante,2013,Q1 2013,11707.95,267,0.34777651
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,16704.35,829,0.40223295
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,5740,82,0.43842857
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,10240,128,0.495875
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,603.6,12,0.39582505
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2013,Q1 2013,23256,765,0.31571895
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,9153,226,0.39753086
Brazil,Web,Golf Shop,Personal Accessories,Eyewear,Retro,2013,Q1 2013,10211.95,163,0.4499601
Brazil,Web,Golf Shop,Personal Accessories,Knives,Pocket Gizmo,2013,Q1 2013,12745.2,988,0.63312933
Brazil,Web,Golf Shop,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,7559.04,93,0.50787402
Brazil,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,12960,81,0.53265355
Brazil,Web,Golf Shop,Personal Accessories,Navigation,Astro Pilot,2013,Q1 2013,9135,63,0.37544828
Brazil,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q1 2013,21172,5360,0.46582278
Brazil,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,6523.02,651,0.47704591
Brazil,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q1 2013,12686.08,544,0.31689537
Brazil,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,7514.72,2784,0.68509805
Brazil,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q1 2013,49919.41,787,0.26880025
Brazil,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q1 2013,15717.32,1226,0.60140406
Brazil,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q1 2013,7619.55,395,0.48159668
Brazil,Web,Department Store,Camping Equipment,Tents,Star Lite,2013,Q1 2013,114276.5,325,0.28900518
Brazil,Web,Department Store,Camping Equipment,Tents,Star Gazer 2,2013,Q1 2013,118959.5,215,0.2904934
Brazil,Web,Department Store,Camping Equipment,Tents,Star Gazer 3,2013,Q1 2013,66452.36,94,0.35779557
Brazil,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q1 2013,25289.28,32,0.37997444
Brazil,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q1 2013,42966.18,502,0.29898353
Brazil,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q1 2013,153518.9,1072,0.39947459
Brazil,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q1 2013,82540.49,797,0.49258419
Brazil,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q1 2013,12589.44,316,0.50401606
Brazil,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q1 2013,4747.85,269,0.52124646
Brazil,Web,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q1 2013,33808.26,463,0.2810189
Brazil,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,190761.79,686,0.40067264
Brazil,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q1 2013,70464,200,0.39449932
Brazil,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q1 2013,23870.16,771,0.51550388
Brazil,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q1 2013,76254.36,1092,0.41028211
Brazil,Web,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q1 2013,17635.8,1105,0.53007519
Brazil,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q1 2013,9661.61,353,0.39093898
Brazil,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,5063.68,172,0.38858696
Brazil,Web,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,15685.14,591,0.33006782
Brazil,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q1 2013,26710.2,781,0.45204678
Brazil,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q1 2013,1825.25,35,0.44870566
Brazil,Web,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q1 2013,5340.22,83,0.36851104
Brazil,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q1 2013,54047.69,2381,0.48951657
Brazil,Web,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,2421.21,69,0.55485893
Brazil,Web,Department Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,22850.12,470,0.38293541
Brazil,Web,Department Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,2413.38,58,0.51934631
Brazil,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,15575.07,196,0.50921569
Brazil,Web,Department Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q1 2013,5684.58,58,0.54086318
Brazil,Web,Department Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,26728,112,0.45469695
Brazil,Web,Department Store,Personal Accessories,Watches,Lux,2013,Q1 2013,4130.8,23,0.47282851
Brazil,Web,Department Store,Personal Accessories,Watches,TX,2013,Q1 2013,22760,122,0.45405272
Brazil,Web,Department Store,Personal Accessories,Watches,Legend,2013,Q1 2013,20192.4,78,0.43800143
Brazil,Web,Department Store,Personal Accessories,Watches,Kodiak,2013,Q1 2013,6383.6,50,0.47029889
Brazil,Web,Department Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,40546.6,668,0.56918213
Brazil,Web,Department Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,19001.4,179,0.53190239
Brazil,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,38321.29,322,0.50525256
Brazil,Web,Department Store,Personal Accessories,Eyewear,Polar Wave,2013,Q1 2013,4781,50,0.56996444
Brazil,Web,Department Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,13155,300,0.34777651
Brazil,Web,Department Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,4867.35,111,0.34777651
Brazil,Web,Department Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,20794.8,1032,0.39907958
Brazil,Web,Department Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,28083.85,436,0.4029622
Brazil,Web,Department Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,33256,408,0.49375511
Brazil,Web,Department Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,8701.9,173,0.39582505
Brazil,Web,Department Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,65227.5,2139,0.32068943
Brazil,Web,Department Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,1863,46,0.43530864
Brazil,Web,Department Store,Personal Accessories,Eyewear,Retro,2013,Q1 2013,47739.3,762,0.44878454
Brazil,Web,Department Store,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,10801.12,272,0.40745404
Brazil,Web,Department Store,Personal Accessories,Knives,Bear Survival Edge,2013,Q1 2013,16659.2,190,0.46395985
Brazil,Web,Department Store,Personal Accessories,Knives,Max Gizmo,2013,Q1 2013,1809,45,0.53606965
Brazil,Web,Department Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,17605.28,176,0.28831351
Brazil,Web,Department Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,26881.4,211,0.2733124
Brazil,Web,Department Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,19956.87,311,0.37665576
Brazil,Web,Department Store,Personal Accessories,Binoculars,Opera Vision,2013,Q1 2013,1540,14,0.54
Brazil,Web,Department Store,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,19833.6,119,0.48490592
Brazil,Web,Department Store,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,21134.13,659,0.3763642
Brazil,Web,Department Store,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,27944.28,252,0.33772207
Brazil,Web,Department Store,Personal Accessories,Navigation,Trail Scout,2013,Q1 2013,12614,53,0.35336134
Brazil,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,4910.17,1128,0.57959908
Brazil,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q1 2013,2527,361,0.73142857
Brazil,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,1960,280,0.66714286
Brazil,Web,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,1565,313,0.61
Brazil,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,2350,470,0.608
Brazil,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q1 2013,1305,261,0.642
Brazil,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,5340,1379,0.52225655
Brazil,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q1 2013,1482,247,0.54
Brazil,Web,Department Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q1 2013,1035,45,0.60869565
Brazil,Web,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q1 2013,1820,52,0.59885714
Brazil,Web,Department Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,210,35,0.52833333
Brazil,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,219.66,353,-2.08549577
Brazil,Web,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,714,119,0.54
