"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Dipolog","Dipolog","8.5883","123.3409","Philippines","PH","PHL","Zamboanga del Norte","admin","","1608664300"
"Dumaguete City","Dumaguete City","9.3070","123.3074","Philippines","PH","PHL","Negros Oriental","admin","","1608682936"
"General Santos","General Santos","6.1108","125.1747","Philippines","PH","PHL","General Santos","admin","950530","1608171585"
"Iba","Iba","15.3276","119.9780","Philippines","PH","PHL","Zambales","admin","","1608986957"
"Ilagan","Ilagan","17.1485","121.8892","Philippines","PH","PHL","Isabela","admin","","1608190610"
"Iligan","Iligan","8.1712","124.2154","Philippines","PH","PHL","Iligan","admin","464599","1608000268"
"Iloilo","Iloilo","10.7050","122.5450","Philippines","PH","PHL","Iloilo","admin","387681","1608875987"
"Ipil","Ipil","7.7844","122.5861","Philippines","PH","PHL","Zamboanga Sibugay","admin","","1608307222"
"Jolo","Jolo","6.0522","121.0022","Philippines","PH","PHL","Sulu","admin","","1608685440"
"Jordan","Jordan","10.6584","122.5963","Philippines","PH","PHL","Guimaras","admin","","1608769914"
"Kabugao","Kabugao","18.0231","121.1840","Philippines","PH","PHL","Apayao","admin","","1608841504"
"Kalibo","Kalibo","11.7086","122.3648","Philippines","PH","PHL","Aklan","admin","","1608268539"
"Kidapawan","Kidapawan","7.0083","125.0894","Philippines","PH","PHL","Cotabato","admin","","1608883158"
"Lagawe","Lagawe","16.8000","121.1192","Philippines","PH","PHL","Ifugao","admin","","1608396110"
"La Trinidad","La Trinidad","16.4556","120.5903","Philippines","PH","PHL","Benguet","admin","","1608000107"
"Lapu-Lapu City","Lapu-Lapu City","10.3103","123.9494","Philippines","PH","PHL","Lapu-Lapu","admin","","1608430676"
"Legazpi","Legazpi","13.1700","123.7500","Philippines","PH","PHL","Albay","admin","320081","1608693683"
"Lingayen","Lingayen","16.0218","120.2319","Philippines","PH","PHL","Pangasinan","admin","","1608464071"
"Lucena","Lucena","13.9348","121.6127","Philippines","PH","PHL","Lucena","admin","","1608000461"
"Maasin","Maasin","10.1336","124.8447","Philippines","PH","PHL","Southern Leyte","admin","","1608244406"
"Malabon","Malabon","14.6691","120.9720","Philippines","PH","PHL","Malabon","admin","","1608045841"
"Mambajao","Mambajao","9.2504","124.7156","Philippines","PH","PHL","Camiguin","admin","","1608281273"
"Mamburao","Mamburao","13.2233","120.5960","Philippines","PH","PHL","Occidental Mindoro","admin","","1608912012"
"Mandaluyong City","Mandaluyong City","14.5832","121.0409","Philippines","PH","PHL","Mandaluyong","admin","","1608166320"
"Marikina City","Marikina City","14.6414","121.1118","Philippines","PH","PHL","Marikina","admin","","1608000077"
"Masbate","Masbate","12.3687","123.6225","Philippines","PH","PHL","Masbate","admin","","1608802236"
"Muntinlupa City","Muntinlupa City","14.4135","121.0263","Philippines","PH","PHL","Muntinlupa","admin","","1608473406"
"Nabunturan","Nabunturan","7.6029","125.9629","Philippines","PH","PHL","Compostela Valley","admin","","1608879246"
"Naga","Naga","13.6192","123.1814","Philippines","PH","PHL","Naga","admin","741635","1608775993"
"Naval","Naval","11.5612","124.3952","Philippines","PH","PHL","Biliran","admin","","1608929611"
"Navotas","Navotas","14.6477","120.9591","Philippines","PH","PHL","Navotas","admin","","1608538447"
"Olongapo","Olongapo","14.8296","120.2828","Philippines","PH","PHL","Olongapo","admin","304388","1608001640"
"Ormac","Ormac","11.0643","124.6075","Philippines","PH","PHL","Ormoc","admin","167584","1608269612"
"Oroquieta","Oroquieta","8.4859","123.8048","Philippines","PH","PHL","Misamis Occidental","admin","","1608239509"
"Pagadian","Pagadian","7.8530","123.5070","Philippines","PH","PHL","Zamboanga del Sur","admin","159590","1608329397"
"Palayan City","Palayan City","15.5415","121.0848","Philippines","PH","PHL","Nueva Ecija","admin","","1608192136"
"Pasay City","Pasay City","14.5504","121.0000","Philippines","PH","PHL","Pasay","admin","403064","1608448280"
"Pili","Pili","13.7177","123.7448","Philippines","PH","PHL","Camarines Sur","admin","","1608825988"
"Prosperidad","Prosperidad","8.5800","125.8964","Philippines","PH","PHL","Agusan del Sur","admin","","1608461552"
"Puerto Princesa","Puerto Princesa","9.7543","118.7444","Philippines","PH","PHL","Puerto Princesa","admin","157144","1608455700"
"Quezon City","Quezon City","14.6504","121.0300","Philippines","PH","PHL","Quezon","admin","2761720","1608974097"
"Romblon","Romblon","12.5751","122.2708","Philippines","PH","PHL","Romblon","admin","","1608428749"
"San Fernando","San Fernando","16.6186","120.3194","Philippines","PH","PHL","La Union","admin","","1608635527"
"San Fernando","San Fernando","15.0343","120.6844","Philippines","PH","PHL","Pampanga","admin","","1608862124"
"San Jose","San Jose","10.1800","125.5683","Philippines","PH","PHL","Dinagat Islands","admin","","1608435522"
"San Juan","San Juan","14.6000","121.0333","Philippines","PH","PHL","San Juan","admin","","1608817515"
"Santa Cruz","Santa Cruz","14.1167","121.2833","Philippines","PH","PHL","Laguna","admin","","1608131481"
"Santiago","Santiago","16.6881","121.5472","Philippines","PH","PHL","Santiago","admin","","1608477470"
"Shariff Aguak","Shariff Aguak","6.8647","124.4417","Philippines","PH","PHL","Maguindanao","admin","","1608346338"
"Siquijor","Siquijor","9.2142","123.5150","Philippines","PH","PHL","Siquijor","admin","","1608692949"
"Sorsogon","Sorsogon","12.9708","124.0053","Philippines","PH","PHL","Sorsogon","admin","","1608265953"
"Surigao","Surigao","9.7843","125.4888","Philippines","PH","PHL","Surigao del Norte","admin","87832","1608611556"
"Tabuk","Tabuk","17.4084","121.2785","Philippines","PH","PHL","Kalinga","admin","","1608980358"
"Tacloban","Tacloban","11.2504","125.0000","Philippines","PH","PHL","Tacloban","admin","280006","1608710592"
"Taguig City","Taguig City","14.5289","121.0723","Philippines","PH","PHL","Taguig","admin","","1608766695"
"Tagum","Tagum","7.4475","125.8094","Philippines","PH","PHL","Davao del Norte","admin","","1608755366"
"Tandag","Tandag","9.0783","126.1986","Philippines","PH","PHL","Surigao del Sur","admin","","1608155856"
"Tarlac","Tarlac","15.4838","120.5834","Philippines","PH","PHL","Tarlac","admin","183930","1608237027"
"Trece Martires City","Trece Martires City","14.2832","120.8677","Philippines","PH","PHL","Cavite","admin","","1608990723"
"Tubod","Tubod","8.0555","123.7904","Philippines","PH","PHL","Lanao del Norte","admin","","1608442374"
"Tuguegarao","Tuguegarao","17.6131","121.7269","Philippines","PH","PHL","Cagayan","admin","115105","1608110634"
"Valenzuela","Valenzuela","14.6936","120.9656","Philippines","PH","PHL","Valenzuela","admin","","1608492120"
"Vigan","Vigan","17.5747","120.3869","Philippines","PH","PHL","Ilocos Sur","admin","48545","1608368724"
"Virac","Virac","13.5848","124.2374","Philippines","PH","PHL","Catanduanes","admin","","1608265120"
"Zamboanga","Zamboanga","6.9200","122.0800","Philippines","PH","PHL","Zamboanga","admin","773000","1608189351"
"San Jose","San Jose","10.7450","121.9415","Philippines","PH","PHL","Antique","admin","","1608138574"
"Basco","Basco","20.4486","121.9702","Philippines","PH","PHL","Batanes","admin","","1608620601"
"Antipolo","Antipolo","14.5886","121.1757","Philippines","PH","PHL","Rizal","admin","","1608824345"
"Koronadal","Koronadal","6.2541","124.9922","Philippines","PH","PHL","South Cotabato","admin","","1608108139"
"Isulan","Isulan","6.6294","124.6051","Philippines","PH","PHL","Sultan Kudarat","admin","","1608085930"
"Ozamis","Ozamis","8.1462","123.8444","Philippines","PH","PHL","Misamis Occidental","","97806","1608100412"
"Tagum","Tagum","7.3821","125.8017","Philippines","PH","PHL","Davao del Norte","","6726","1608255342"
"Karachi","Karachi","24.8700","66.9900","Pakistan","PK","PAK","Sindh","admin","12130000","1586129469"
"Gilgit","Gilgit","35.9171","74.3000","Pakistan","PK","PAK","Gilgit-Baltistan","minor","216760","1586284242"
"Chaman","Chaman","30.9250","66.4463","Pakistan","PK","PAK","Balochistān","","88568","1586640695"
"Turbat","Turbat","25.9918","63.0718","Pakistan","PK","PAK","Balochistān","","147791","1586017339"
"Islamabad","Islamabad","33.7000","73.1666","Pakistan","PK","PAK","Islāmābād","primary","780000","1586306717"
"Zhob","Zhob","31.3490","69.4386","Pakistan","PK","PAK","Balochistān","minor","88356","1586969046"
"Quetta","Quetta","30.2200","67.0250","Pakistan","PK","PAK","Balochistān","admin","768000","1586556108"
"Hyderabad","Hyderabad","25.3800","68.3750","Pakistan","PK","PAK","Sindh","","1459000","1586427790"
"Mardan","Mardan","34.2000","72.0400","Pakistan","PK","PAK","Khyber Pakhtunkhwa","minor","300424","1586001546"
"Saidu","Saidu","34.7500","72.3500","Pakistan","PK","PAK","Khyber Pakhtunkhwa","minor","1860310","1586619596"
"Jhang","Jhang","31.2804","72.3250","Pakistan","PK","PAK","Punjab","minor","341210","1586288677"
"Kasur","Kasur","31.1254","74.4550","Pakistan","PK","PAK","Punjab","minor","290643","1586858135"
"Lahore","Lahore","31.5600","74.3500","Pakistan","PK","PAK","Punjab","admin","6577000","1586801463"
"Nawabshah","Nawabshah","26.2454","68.4000","Pakistan","PK","PAK","Sindh","minor","229504","1586294005"
"Chiniot","Chiniot","31.7200","72.9800","Pakistan","PK","PAK","Punjab","minor","201781","1586413435"
"Bannu","Bannu","32.9890","70.5986","Pakistan","PK","PAK","Khyber Pakhtunkhwa","minor","622419","1586858934"
"Sadiqabad","Sadiqabad","28.3006","70.1302","Pakistan","PK","PAK","Punjab","","189876","1586378758"
"Sukkur","Sukkur","27.7136","68.8486","Pakistan","PK","PAK","Sindh","minor","417767","1586383591"
"Peshawar","Peshawar","34.0050","71.5350","Pakistan","PK","PAK","Khyber Pakhtunkhwa","admin","1303000","1586851102"
"Bahawalpur","Bahawalpur","29.3900","71.6750","Pakistan","PK","PAK","Punjab","minor","552607","1586038700"
"Sargodha","Sargodha","32.0854","72.6750","Pakistan","PK","PAK","Punjab","minor","542603","1586696588"
"Dera Ismail Khan","Dera Ismail Khan","31.8290","70.8986","Pakistan","PK","PAK","Khyber Pakhtunkhwa","minor","101616","1586008360"
"Kundian","Kundian","32.4522","71.4718","Pakistan","PK","PAK","Punjab","","35406","1586180022"
"Gwadar","Gwadar","25.1390","62.3286","Pakistan","PK","PAK","Balochistān","minor","51901","1586857142"
"Parachinar","Parachinar","33.8992","70.1008","Pakistan","PK","PAK","Federally Administered Tribal Areas","","55685","1586337795"
"Larkana","Larkana","27.5618","68.2068","Pakistan","PK","PAK","Sindh","minor","364033","1586678302"
"Kohat","Kohat","33.6027","71.4327","Pakistan","PK","PAK","Khyber Pakhtunkhwa","minor","343027","1586349992"
"Rahim Yar Khan","Rahim Yar Khan","28.4202","70.2952","Pakistan","PK","PAK","Punjab","","353203","1586136399"
"Mirput Khas","Mirput Khas","25.5318","69.0118","Pakistan","PK","PAK","Sindh","minor","356435","1586156251"
"Dera Ghazi Khan","Dera Ghazi Khan","30.0604","70.6351","Pakistan","PK","PAK","Punjab","minor","236093","1586002238"
"Gujranwala","Gujranwala","32.1604","74.1850","Pakistan","PK","PAK","Punjab","minor","1513000","1586400472"
"Rawalpindi","Rawalpindi","33.6000","73.0400","Pakistan","PK","PAK","Punjab","minor","1858000","1586344001"
"Gujrat","Gujrat","32.5800","74.0800","Pakistan","PK","PAK","Punjab","minor","301506","1586006990"
"Sialkote","Sialkote","32.5200","74.5600","Pakistan","PK","PAK","Punjab","minor","477396","1586141444"
"Mansehra","Mansehra","34.3418","73.1968","Pakistan","PK","PAK","Khyber Pakhtunkhwa","minor","66486","1586902336"
"Abbottabad","Abbottabad","34.1495","73.1995","Pakistan","PK","PAK","Khyber Pakhtunkhwa","minor","1183647","1586788758"
"Multan","Multan","30.2000","71.4550","Pakistan","PK","PAK","Punjab","minor","1522000","1586256291"
"Sheikhu Pura","Sheikhu Pura","31.7200","73.9900","Pakistan","PK","PAK","Punjab","minor","361303","1586291726"
"Sahiwal","Sahiwal","30.6717","73.1118","Pakistan","PK","PAK","Punjab","minor","235695","1586672083"
"Okara","Okara","30.8104","73.4500","Pakistan","PK","PAK","Punjab","minor","223648","1586880900"
"Faisalabad","Faisalabad","31.4100","73.1100","Pakistan","PK","PAK","Punjab","minor","2617000","1586323916"
"Łódź","Lodz","51.7750","19.4514","Poland","PL","POL","Łódzkie","admin","758000","1616832750"
"Lublin","Lublin","51.2504","22.5727","Poland","PL","POL","Lubelskie","admin","360044","1616953501"
"Wrocław","Wroclaw","51.1104","17.0300","Poland","PL","POL","Dolnośląskie","admin","634893","1616108520"
"Białystok","Bialystok","53.1504","23.1700","Poland","PL","POL","Podlaskie","admin","291855","1616443575"
"Poznań","Poznan","52.4058","16.8999","Poland","PL","POL","Wielkopolskie","admin","623997","1616725607"
"Zielona Góra","Zielona Gora","51.9504","15.5000","Poland","PL","POL","Lubuskie","admin","118433","1616050904"
"Bydgoszcz","Bydgoszcz","53.1204","18.0100","Poland","PL","POL","Kujawsko-Pomorskie","admin","366452","1616454014"
"Szczecin","Szczecin","53.4204","14.5300","Poland","PL","POL","Zachodniopomorskie","admin","407811","1616256546"
"Gdańsk","Gdansk","54.3600","18.6400","Poland","PL","POL","Pomorskie","admin","740000","1616406372"
"Olsztyn","Olsztyn","53.8000","20.4800","Poland","PL","POL","Warmińsko-Mazurskie","admin","186670","1616383275"
"Katowice","Katowice","50.2604","19.0200","Poland","PL","POL","Śląskie","admin","2746000","1616798495"
"Rzeszów","Rzeszow","50.0705","22.0000","Poland","PL","POL","Podkarpackie","admin","245686","1616879570"
"Kraków","Krakow","50.0600","19.9600","Poland","PL","POL","Małopolskie","admin","756000","1616172264"
"Opole","Opole","50.6850","17.9313","Poland","PL","POL","Opolskie","admin","131412","1616096837"
"Kielce","Kielce","50.8904","20.6600","Poland","PL","POL","Świętokrzyskie","admin","215733","1616176351"
"Gorzów Wielkopolski","Gorzow Wielkopolski","52.7368","15.2288","Poland","PL","POL","Lubuskie","admin","","1616788025"
"Gdynia","Gdynia","54.5204","18.5300","Poland","PL","POL","Pomorskie","minor","314664","1616385189"
"Grudziądz","Grudziadz","53.4804","18.7500","Poland","PL","POL","Kujawsko-Pomorskie","minor","102443","1616391533"
"Inowrocław","Inowroclaw","52.7799","18.2500","Poland","PL","POL","Kujawsko-Pomorskie","minor","79007","1616606592"
"Gliwice","Gliwice","50.3304","18.6700","Poland","PL","POL","Śląskie","minor","507670","1616311376"
"Bytom","Bytom","50.3500","18.9100","Poland","PL","POL","Śląskie","minor","662247","1616740907"
"Warsaw","Warsaw","52.2500","21.0000","Poland","PL","POL","Mazowieckie","primary","1707000","1616024847"
"Elbląg","Elblag","54.1900","19.4027","Poland","PL","POL","Warmińsko-Mazurskie","minor","127558","1616395994"
"Ełk","Elk","53.8337","22.3500","Poland","PL","POL","Warmińsko-Mazurskie","minor","55769","1616783003"
"Koszalin","Koszalin","54.2000","16.1833","Poland","PL","POL","Zachodniopomorskie","minor","107450","1616258002"
"Saint-Pierre","Saint-Pierre","46.7811","-56.1764","Saint Pierre And Miquelon","PM","SPM","","primary","","1666340272"
"Adamstown","Adamstown","-25.0667","-130.0833","Pitcairn Islands","PN","PCN","","primary","","1612000000"
"Funchal","Funchal","32.6500","-16.8800","Portugal","PT","PRT","Madeira","admin","204767","1620995356"
"Setúbal","Setubal","38.5300","-8.9000","Portugal","PT","PRT","Setúbal","admin","117974","1620174557"
"Lisbon","Lisbon","38.7227","-9.1449","Portugal","PT","PRT","Lisboa","primary","2812000","1620619017"
"Évora","Evora","38.5600","-7.9060","Portugal","PT","PRT","Évora","admin","55620","1620456226"
"Angra do Heroísmo","Angra do Heroismo","38.6504","-27.2167","Portugal","PT","PRT","Azores","","12045","1620152939"
"Santarém","Santarem","39.2310","-8.6820","Portugal","PT","PRT","Santarém","admin","29385","1620315932"
"Horta","Horta","38.5347","-28.6448","Portugal","PT","PRT","Azores","","6611","1620589121"
"Ponta Delgada","Ponta Delgada","37.7483","-25.6666","Portugal","PT","PRT","Azores","admin","61526","1620456537"
"Porto","Porto","41.1500","-8.6200","Portugal","PT","PRT","Porto","admin","1337000","1620356810"
"Faro","Faro","37.0171","-7.9333","Portugal","PT","PRT","Faro","admin","41355","1620330407"
"Vila Real","Vila Real","41.2940","-7.7370","Portugal","PT","PRT","Vila Real","admin","17001","1620292123"
"Aveiro","Aveiro","40.6410","-8.6510","Portugal","PT","PRT","Aveiro","admin","54162","1620555869"
"Guarda","Guarda","40.5410","-7.2620","Portugal","PT","PRT","Guarda","admin","32111","1620174984"
"Viseu","Viseu","40.6570","-7.9100","Portugal","PT","PRT","Viseu","admin","26364","1620291266"
"Bragança","Braganca","41.8080","-6.7550","Portugal","PT","PRT","Bragança","admin","34375","1620281131"
"Viana Do Castelo","Viana Do Castelo","41.6962","-8.8441","Portugal","PT","PRT","Viana do Castelo","admin","15555","1620680440"
"Braga","Braga","41.5550","-8.4213","Portugal","PT","PRT","Braga","admin","826833","1620949401"
"Beja","Beja","38.0140","-7.8630","Portugal","PT","PRT","Beja","admin","35854","1620050458"
"Castelo Branco","Castelo Branco","39.8110","-7.4880","Portugal","PT","PRT","Castelo Branco","admin","33479","1620277400"
"Portalegre","Portalegre","39.2900","-7.4230","Portugal","PT","PRT","Portalegre","admin","15581","1620475518"
"Coimbra","Coimbra","40.2004","-8.4167","Portugal","PT","PRT","Coimbra","admin","106582","1620166724"
"Leiria","Leiria","39.7390","-8.8050","Portugal","PT","PRT","Leiria","admin","45112","1620304777"
"Covilhã","Covilha","40.2833","-7.5000","Portugal","PT","PRT","Castelo Branco","minor","24828","1620284248"
"Portimão","Portimao","37.1337","-8.5333","Portugal","PT","PRT","Faro","minor","61226","1620859274"
