COMPANY NAME,INDUSTRY,ADDRESS,CITY,STATE,ZIP,COUNTY,number,WEBSITE URL,CEO,CONTACT TITLE,NUMBER OF EMPLOYEES,EMPLOYEE SIZE,SALES,SALES RANGE,SIC CODE,SIC DESCRIPTION,NAICS CODE,LATITUDE,LONGITUDE
FelCor Lodging Trust Incorporated Common Stock,Other Business Services,"1056 n ogden dr #1, West Holly",Lee Vining,CA,93541,Mono,512-343-4526,laxlegacylimo.com/,Mehdi Nadifi,,,4-Jan,,Unknown,,"Business Services, NEC",,38.0407579,119.1445964
FelCor Lodging Trust Incorporated Preferred Stock,Other Business Services,426 Lewis Rd. #190,San Jose,CA,95111,Santa Clara,682-632-5981,quantumleapdatarecovery.com/california/data-recovery-in-san-jose-ca/,Amal Monroe,,,4-Jan,,Unknown,,"Business Services, NEC",,37.29733,121.84184
FelCor Lodging Trust Incorporated Dep Shares Representing 1/100 Preferred Series C,Professional Services,5645 Cerritos Avenue,Cypress,CA,90630,Orange,512-343-4528,wcct.com,Kenneth Kim,,,4-Jan,,"$100,000 - $500,000",8731,Commercial Physical and Biological Research,541712,33.810108,118.034029
"FTI Consulting, Inc. Common Stock",Other Business Services,3431 Lancashire Lane,Modesto,CA,95350,Stanislaus,512-343-4529,homereportcardinspections.com,Bob Holmes,President,1,,219000,,7389,"Business Services, NEC",531390,37.687068,120.985563
"Aberdeen Global Income Fund, Inc. Common Stock",Transportation & Shipping,7146 Mirabel Road,Forestville,CA,95436,Sonoma,682-632-5981,rruwater.com,Hal Wood,Owner,9,,2322000,,3713,Truck and Bus Bodies,221310,38.47489,122.1311429
Fidelity MSCI Telecommunication Services Index ETF,Other Business Services,3834 23rd St,San Francisco,CA,94114,San Francisco,512-343-4531,apieceofpeace.com,Margaret Belton,,,4-Jan,,"$100,000 - $500,000",7389,"Business Services, NEC",812199,37.753239,122.1358126
Fidelity Corporate Bond ETF,Legal,20765 Ventura Boulevard # 400,Woodland Hills,CA,91364,Los Angeles,512-343-4532,lmwslaw.com,Robert Sherwin,Partner,75,,12525000,,8111,Legal Services,541110,34.166516,118.585322
First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,Insurance,14466 Chambers Road Ste 130,Tustin,CA,92780,Orange,682-632-5981,insuremegary.com,Gary Bernat,,,4-Jan,,Unknown,,"Insurance Agents, Brokers, and Service",,33.72213,117.80762
Freeport,Professional Services,1142 11th St # 310,Sacramento,CA,95814,Sacramento,512-343-4519,theboveecompany.com,John Bovee,Owner,8,,1680000,,8742,Management Consulting Services,541820,38.578553,121.49267
First Trust Dow Jones STOXX Select Dividend 30 Index Fund,Legal,550 Anton Boulevard # 810,Costa Mesa,CA,92626,Orange,214-808-1322,lawfriend.com,Noel Torgerson,,,4-Jan,,"$100,000 - $500,015",8111,Legal Services,541110,33.69019,117.877
"Fort Dearborn Income Securities, Inc. Common Stock",Professional Services,13276 Moorpark Street Suite 201,Sherman Oaks,CA,91423,Los Angeles,214-808-1323,hadassteincpa.com,Hadas Stein,,4,,1876000,,,"Accounting, Auditing, and Bookkeeping Services",,34.1503,118.422
Fidelity MSCI Consumer Discretionary Index ETF,Advertising & Marketing,8669 Washington Boulevard,Culver City,CA,90232,Los Angeles,214-808-1324,haleymiranda.com,Jed West,Owner,10,,2090000,,7311,Advertising Agencies,541810,34.02997,118.38266
First Trust Morningstar ETF,Professional Services,,San Diego,CA,92121,San Diego,682-632-5981,wilsonarchitecture.com,Timothy Wilson,,1,,207000,,8712,Architectural Services,541310,,
First Trust DJ Select MicroCap ETF,Printing & Publishing,709 South Oxford Avenue,Los Angeles,CA,90005,Los Angeles,214-808-1341,calbook.org,Mary Menzel,Other,,4-Jan,,Unknown,5192,"Books, Periodicals, and Newspapers",813319,34.06004,118.30777
First Trust DJ Internet Index Fund,Professional Services,3329 Capobella,Aliso Viejo,CA,92656,Orange,214-808-1342,yeseverestcs.com,Diane L Smith,,,4-Jan,,Unknown,8742,Management Consulting Services,999990,33.59501,117.7346
"Family Dollar Stores, Inc. Common Stock",Legal,370 South Grand Avenue # 2900,Los Angeles,CA,90071,Los Angeles,214-808-1343,reedsmith.com,Junga Kim,,200,,33400000,,8111,Legal Services,541110,34.052284,118.252003
"Fresh Del Monte Produce, Inc. Common Stock",Legal,570 California St,San Francisco,CA,94104,San Francisco,214-808-1344,ltws.com,Wayne H Gilbert,,4,,668000,,8111,Legal Services,541110,37.792726,122.403231
FactSet Research Systems Inc. Common Stock,Insurance,2255 East Plaza Boulevard # L,National City,CA,91950,San Diego,682-632-5981,farmersagent.com/tbundalian,Teresita Bundalian,Manager,4,,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.67883,117.08198
First Trust Developed Markets ex,Other Business Services,3340 Longview Drive,Sacramento,CA,95821,Sacramento,512-343-4561,local.terminix.com,,,,4-Jan,,Unknown,7342,Disinfecting and Pest Control Services,561710,38.643414,121.386587
First Trust Developed Markets ex US Small Cap AlphaDex Fund,Other Business Services,770 East Nees Avenue Unit 27156,Fresno,CA,93729,,512-343-4562,levelupcareers.com,,,,4-Jan,,"$100,000 - $500,015",7361,Employment Agencies,541612,36.85221,119.77146
FedEx Corporation Common Stock,Other Business Services,616 East Holt Boulevard,Ontario,CA,91764,San Bernardino,512-343-4563,acesmogcheck.com,Smog Ontario,,3,,324000,,,"Business Services, NEC",,34.06336,117.2064047
FirstEnergy Corporation Common Stock,Legal,"7715 Irvine Center Drive, Suite 955",Irvine,CA,92618,Orange,512-343-4564,habbaspilaw.com/city/orange-county/,Samer Habbas,,3,,510000,,,Legal Services,,33.65911,117.2132634
Barclays ETN FI Enhanced Europe 50 ETN,Legal,334 North Main St # B,Fort Bragg,CA,95437,Mendocino,682-632-5981,fortbragglaw.com,Ryan F Perkins,Partner,2,,334000,,8111,Legal Services,541110,39.44482,123.8062
First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,Printing & Publishing,115 S. CITRUS SUITE 204,Covina,CA,91723,Los Angeles,512-343-4521,rochaarts.com,ROCHA ARTS,,,4-Jan,,Unknown,,Miscellaneous Publishing,,34.0873,117.89034
Foresight Energy LP Common Units representing Limited Partner Interests,Real Estate,2190 North Calif Boulevard # 300,Walnut Creek,CA,94596,Contra Costa,682-632-5981,cbre.com,Trevor Thorpe,,,4-Jan,,Unknown,6531,Real Estate Agents and Managers,531210,37.90958,122.06556
First Trust Emerging Markets AlphaDEX Fund,Legal,"9011 Miramar Rd, Ste 220",San Diego,CA,92126,San Diego,214-808-1293,aimeemorris.com,Aimee Morris,,,4-Jan,,Unknown,,Legal Services,,32.8940773,117.465343
First Trust Developed Markets Small Cap AlphaDex Fund,Professional Services,1496 Ford St # 201,Redlands,CA,92373,San Bernardino,214-808-1294,caeap.com,Robert Bruner,President,7,,574000,,8748,"Business Consulting Services, NEC",624190,34.03743,117.480854
First Trust Energy Income and Growth Fund,Professional Services,3493 Buskirk Avenue # 215,Pleasant Hill,CA,94523,Contra Costa,214-808-1237,mazeassociates.com,Tim Kirsch,,38,,3230000,,8721,"Accounting, Auditing, and Bookkeeping Services",541219,37.941534,122.05723
"Phoenix New Media Limited American Depositary Shares, each representing 8 Class A ordinary shares.",Professional Services,28228 Foxlane Drive,Canyon Country,CA,91351,Los Angeles,214-808-1238,svsmusicproductions.com,Scott V Smith,,,4-Jan,,"$50,000 - $100,015",8748,"Business Consulting Services, NEC",541618,34.434389,118.467052
Fidelity MSCI Energy Index ETF,Legal,2240 East Bayshore Road # 200,Palo Alto,CA,94303,San Mateo,214-808-1239,williamclewis.com,William Lewis,Owner,4,,668000,,8111,Legal Services,541110,37.450316,122.123112
First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest,Professional Services,1558 West Grand Avenue,Grover Beach,CA,93433,San Luis Obispo,918-354-8943,cashamerica.com,Dan Hutton,,,4-Jan,,$500.000 - $999.1014,8742,Management Consulting Services,522320,35.1213,120.61249
First Trust Europe AlphaDEX Fund,Professional Services,3540 Mount Diablo Boulevard 12,Lafayette,CA,94549,Contra Costa,918-354-8944,maryfurlong.com,Mary Furlong,,,4-Jan,,"$100,000 - $500,000",8742,Management Consulting Services,541613,37.2127464,122.2244732
"Forum Energy Technologies, Inc. Common Stock",Legal,235 Bush St # 1611,San Francisco,CA,94104,San Francisco,918-354-8945,toothattorney.com,James Davis,,7,,1169000,,8111,Legal Services,541110,37.2228108,122.2323519
SPDR DJ STOXX 50 Etf,Insurance,6280 Greenwich Drive # 250,San Diego,CA,92122,San Diego,214-808-1304,hpis.biz,Wayne Washkowiak,Chief Executive Officer,4,,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.85461,117.18502
First Trust Large Cap Core AlphaDEX,Professional Services,13037 Woodcock Avenue,Sylmar,CA,91342,Los Angeles,214-808-1305,arpnetworks.com,,,,4-Jan,,"$100,000 - $500,000",8712,Architectural Services,541310,34.306072,118.455586
SPDR DJ Euro STOXX 50 Etf,Insurance,3185 Crow Canyon Place # 120,San Ramon,CA,94583,Contra Costa,214-808-1306,farmersagent.com/jcarlson17,Jason Carlson,Owner,,4-Jan,,"$100,000 - $500,000",6411,"Insurance Agents, Brokers, and Service",524210,37.77702,121.972448
FutureFuel Corp.  Common shares,Real Estate,888 Stevens Avenue,Solana Beach,CA,92075,San Diego,214-808-1307,equityapartments.com,James Peterson,Manager,4,,792000,,6513,Operators of Apartment Buildings,531110,32.984021,117.25951
First Trust Enhanced Equity Income Fund,Professional Services,5165 Candlewood St # 9g,Lakewood,CA,90712,Los Angeles,682-632-5982,driverstuwilliams.com,Kyle Driver,,,4-Jan,,"$100,000 - $500,000",8721,"Accounting, Auditing, and Bookkeeping Services",541211,33.853533,118.133016
Flaherty & Crumrine Preferred Securities Income Fund Incorporated,Professional Services,2220 Coy Avenue,Bakersfield,CA,93307,Kern,214-808-1277,krazan.com,Dean Alexander,President,6,,1056000,,8748,"Business Consulting Services, NEC",541711,35.323246,118.99972
"FBL Financial Group, Inc. Common Stock",Other Business Services,6761 Greenleaf Ave,Whittier,CA,90601,Los Angeles,214-808-1278,locksmith-los-alamitos.com,,,,4-Jan,,Unknown,,"Business Services, NEC",,33.9794999,118.0370973
First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund,Real Estate,2816 Camino Del Rio South # 301,San Diego,CA,92108,San Diego,918-354-8977,heffins.com,Shawn Heffernan,Owner,,4-Jan,,Unknown,6512,Operators of Nonresidential Buildings,523930,32.770926,117.134048
First Trust Specialty Finance and Financial Opportunities Fund,Legal,1295 South Victoria Avenue # 125,Ventura,CA,93003,Ventura,918-354-8978,venturadui.com,Steven Powell,Partner,3,,501000,,8111,Legal Services,541110,34.2632,119.21198
First Trust DJ Global Select Dividend,Real Estate,4126 Viaduct Marina,Marina Del Rey,CA,90292,Los Angeles,918-354-8979,oakwood.com,Oakwood Kornblugh,Manager,70,,13860000,,6513,Operators of Apartment Buildings,531210,33.982533,118.461094
Fidelity & Guaranty Life Common Stock,Professional Services,1016 Bridgeway # 431,Sausalito,CA,94965,Marin,918-354-8980,unspoken.com,Steven Lee Ulrich,,2,,460000,,8742,Management Consulting Services,541611,37.23108915,122.1287069
First Trust Germany AlphaDex Fund,Other Business Services,1875 El  Camino Real #55,Burlingame,CA,94010,San Mateo,918-354-8981,abcservicesssf.com,Claudia Giraldo,,,4-Jan,,Unknown,,"Business Services, NEC",,37.23907828,122.1331583
"Ferrellgas Partners, L.P. Common Stock",Printing & Publishing,9815 Baseline Road,Alta Loma,CA,91701,San Bernardino,214-808-1348,dmjsystems.com,DAVID JOHNS,,,4-Jan,,"$100,000 - $500,015",,"Commercial Printing, Lithographic",,34.1227006,117.5903708
First Trust Hong Kong AlphaDex,Professional Services,1745 Highway 89,Tahoe City,CA,96145,Placer,214-808-1349,sierrasheetmetalandheating.com,Jim Casey,Owner,9,,1431000,,8748,"Business Consulting Services, NEC",541330,39.17422,120.15599
Fidelity MSCI Health Care Index ETF,Other Business Services,PO Box 778,Menlo Park,CA,94026,,214-808-1350,happyspacessf.com,Natalia Mulholland,,,4-Jan,,Unknown,,"Business Services, NEC",,37.47843933,122.32
First Horizon National Corporation Common Stock,Other Business Services,10876 Cherry St Ste 201,Los Alamitos,CA,90720,Orange,214-808-1351,medpromedicaltesting.com/,MedPro Testing Services,,,4-Jan,,Unknown,,"Business Services, NEC",,33.804657,118.0686021
First Horizon National Corporation Depositary Shares,Other Business Services,1303 Kifer Rd. Suite 203,Sunnyvale,CA,94086,Santa Clara,214-808-1352,aitech-usa.com,Shanny Wang,,,4-Jan,,Unknown,,"Business Services, NEC",,37.372713,121.990164
First Trust Strategic High Income Fund II First Trust Strategic High Income Fund II Common Shares of Beneficial Interest,Other Business Services,2540 N McCall Ave,Sanger,CA,93657,Fresno,214-808-1353,woodspest.com/,Greg Cook,Owner,,4-Jan,,"$100,000 - $500,000",,Disinfecting and Pest Control Services,,36.7724524,119.611551
Frank's International N.V. Common Stock,Other Business Services,40625 County Center Drive,Temecula,CA,92591,Riverside,918-354-8913,staffmark.com,,,,4-Jan,,"$100,000 - $500,000",7361,Employment Agencies,561311,33.1300814,117.15929
Falah Russell,Professional Services,7092 Orangewood Avenue # 112,Garden Grove,CA,92841,Orange,214-808-1275,hrnetworkinc.com,Audrianne Adams-Lee,Owner,5,,850000,,8742,Management Consulting Services,541612,33.1345944,118.744159
CS FI Enhanced Big Cap Growth ETN,Legal,530 South Figueroa St # 1515,Los Angeles,CA,90071,Los Angeles,682-632-5982,hpdlegal.net,Robert Prata,Manager,5,,835000,,8111,Legal Services,541110,34.052081,118.768932
Fair Isaac Corproation Common Stock,Real Estate,2106 Rose St,Berkeley,CA,94709,Alameda,214-808-1357,gordoncommercial.com,John Gordon,Owner,4,,536000,,6531,Real Estate Agents and Managers,531210,37.88214,122.27044
Fidelity MSCI Industrials Index ETF,Printing & Publishing,21815 Oxnard St # 250,Woodland Hills,CA,91367,Los Angeles,214-808-1358,penton.com,Hershal Sarbin,,,4-Jan,,Unknown,2721,"Periodicals: Publishing, or Publishing and Printing",511120,,
FI Enhanced Gloabl High Yield ETN,Real Estate,4631 Collwood Lane,San Diego,CA,92115,San Diego,214-808-1359,propertysandiego.com,,,,4-Jan,,"$100,000 - $500,000",6512,Operators of Nonresidential Buildings,531312,32.767192,117.084882
FI Enhanced Europe 50 ETN,Other Business Services,348 Washington Boulevard # 360,Marina Del Rey,CA,90292,Los Angeles,214-808-1360,familyentertainment.biz,Kermit Murray,Owner,3,,1038000,,7389,"Business Services, NEC",454390,33.98136,118.46391
First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,Advertising & Marketing,7377 Mannix Court,San Diego,CA,92129,San Diego,214-808-1361,mynextsign.com,Ong Yang,Owner,,4-Jan,,"$100,000 - $500,000",3993,Signs and Advertising Specialties,339950,32.938846,117.163838
Fortress Investment Group LLC Class A Common Stock,Printing & Publishing,2832 West Magnolia Boulevard,Burbank,CA,91505,Los Angeles,214-808-1362,hayescoprinting.com,Dan Sumner,President,5,,715000,,2752,"Commercial Printing, Lithographic",323111,34.17084,118.33882
Barclays ETN FI Enhanced Global High Yield ETN,Real Estate,936 East Hillsdale Boulevard,San Mateo,CA,94404,San Mateo,512-343-4527,waxcenter.com/ca-foster-city,,,,4-Jan,,"$1,000,000 - $2,500,015",6512,Operators of Nonresidential Buildings,531120,37.5561,122.27533
"Federated Investors, Inc. Common Stock",Printing & Publishing,3615 American River Drive # 203,Sacramento,CA,95864,Sacramento,512-343-4528,mazzetti.com,Bill Mazzetti,,10,,2070000,,7363,Help Supply Services,561320,38.569944,121.380934
iShares MSCI Global Energy Producers Fund,Real Estate,P.O. Box 57-2480,Tarzana,CA,91357,,682-632-5982,shcommercialrealestate.com,Susan (Sue) Horowitz,,,4-Jan,,Unknown,,Real Estate Agents and Managers,,33.7917992,118.2315573
ProShares UltraPro Financials,Other Business Services,1027 South Wall Street,Los Angeles,CA,90015,Los Angeles,512-343-4530,musadirect.com,James Bae,,3,,2697000,,,"Business Services, NEC",,34.5275791,118.25355
ProShares UltraPro Short Financials,Other Business Services,93 ilex drive,Newbury Park,CA,91320,Ventura,512-343-4531,ultimizer.net,Monica Vernon,,,4-Jan,,Unknown,,"Business Services, NEC",,34.5451527,118.926957
"Fidelity National Information Services, Inc. Common Stock",Professional Services,4125 Palisades Road,San Diego,CA,92116,San Diego,682-632-5982,freibergs.com,Patti Cipro,Manager,,4-Jan,,$500.000 - $999.1014,8741,Management Services,541618,32.774923,117.555424
"Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests",Other Business Services,2077 Business Center Drive #140,Irvine,CA,92612,Orange,512-343-4533,skylinerecoveryllc.com,keng kasn,,,4-Jan,,Unknown,,"Business Services, NEC",,33.67888,117.577535
PIMCO 3,Legal,119 15th St,West Sacramento,CA,95691,Yolo,512-343-4534,apfss.com,Loriann Calles,Owner,8,,3248000,,8111,Legal Services,517919,38.57136,121.5264
First Trust ISE Water Index Fund,Other Business Services,640 Broadway,San Diego,CA,92101,San Diego,682-632-5982,altaplanning.com,Sherry Ryan,Manager,,4-Jan,,$500.000 - $999.1014,7389,"Business Services, NEC",541410,32.71567,117.15916
"Comfort Systems USA, Inc. Common Stock",Other Business Services,15275 Ventura Boulevard # 1150,Sherman Oaks,CA,91403,Los Angeles,512-343-4520,spherion.com,,,,4-Jan,,"$100,000 - $500,015",7361,Employment Agencies,561311,34.153682,118.46587
First Trust Japan AlphaDEX Fund,Insurance,9631 Schlitz Road,Phelan,CA,92371,San Bernardino,214-808-1325,deliveringonthepromise.com/rdemarco,Robin DeMarco,,,4-Jan,,"$1,000,000 - $2,500,015",,Hospital and Medical Service Plans,,34.42507,117.5342
First Trust South Korea AlphaDEX Fund,Other Business Services,25891 The Old Rd. #179,Stevenson Ranch,CA,91381,Los Angeles,214-808-1326,jesusarteaga.com,Jesus Arteaga,,,4-Jan,,Unknown,,"Business Services, NEC",,34.39208,118.8723361
First Trust United Kingdom AlphaDex Fund,Media,3615 West Magnolia Boulevard,Burbank,CA,91505,Los Angeles,214-808-1327,lastudios.info,Helgar Pedrini,,,4-Jan,,"$1,000,000 - $2,500,015",7812,Motion Picture and Video Tape Production,512110,34.167992,118.9012229
"Foot Locker, Inc.",Professional Services,1156 Scenic Drive # 100,Modesto,CA,95350,Stanislaus,214-808-1282,athertoncpas.com,Linda Stanley,,22,,3806000,,8721,"Accounting, Auditing, and Bookkeeping Services",541211,37.648263,120.97775
Forensic Accounting Exchange Traded Concepts,Warehousing & Storage,1861 South 4th St,El Centro,CA,92243,Imperial,214-808-1283,elcentrointerstate.com,Steve Gray,Owner,,4-Jan,,"$100,000 - $500,000",4225,General Warehousing and Storage,531130,32.77698,115.55239
Flaherty & Crumrine Total Return Fund Inc Common Stock,Legal,704 North Arrowhead Avenue,San Bernardino,CA,92401,San Bernardino,214-808-1284,robertgrantlaw.com,Robert Grant,Owner,,4-Jan,,"$100,000 - $500,000",8111,Legal Services,541110,34.11189,117.2913
