,LOAN IDENTIFIER,CURRENT DQ STATUS,ORIGINATION CHANNEL,SELLER NAME,ORIGINAL INTEREST RATE,ORIGINAL UPB,ORIGINAL LOAN TERM,ORIGINATION DATE,FIRST PAYMENT DATE,ORIGINAL LOAN-TO-VALUE (LTV),ORIGINAL COMBINED LOAN-TO-VALUE (CLTV),NUMBER OF BORROWERS,ORIGINAL DEBT TO INCOME RATIO,BORROWER CREDIT SCORE AT ORIGINATION,FIRST TIME HOME BUYER INDICATOR,LOAN PURPOSE,PROPERTY TYPE,NUMBER OF UNITS,OCCUPANCY TYPE,PROPERTY STATE,ZIP CODE SHORT,PRIMARY MORTGAGE INSURANCE PERCENT,PRODUCT TYPE,CO-BORROWER CREDIT SCORE AT ORIGINATION,MORTGAGE INSURANCE TYPE,RELOCATION MORTGAGE INDICATOR
3469179,305389203290,0,R,OTHER,3.375,82000,180,01/2015,03/2015,56,56,1,27.0,787.0,N,R,PU,1,P,AZ,853,,FRM,,,N
6420832,480309463191,0,R,OTHER,4.375,219000,360,03/2015,04/2015,70,70,1,36.0,671.0,N,R,SF,1,I,GA,303,,FRM,,,N
12293129,824763438815,0,R,OTHER,2.875,267000,180,01/2015,03/2015,69,76,2,29.0,795.0,N,R,SF,1,P,PA,180,,FRM,736.0,,N
87211,105397395320,0,C,OTHER,3.25,73000,180,12/2014,03/2015,46,46,2,37.0,744.0,N,C,SF,1,P,WI,544,,FRM,741.0,,N
13525042,896792553307,0,C,OTHER,4.375,98000,360,02/2015,04/2015,97,99,1,42.0,671.0,Y,P,PU,1,P,NC,282,18.0,FRM,,1.0,N
10362442,710494437889,0,R,OTHER,4.25,246000,360,12/2014,02/2015,70,70,1,34.0,798.0,N,P,CO,1,I,MA,21,,FRM,,,N
4859017,387656467258,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.625,425000,360,10/2014,12/2014,90,90,2,27.0,808.0,N,R,SF,1,P,CA,945,25.0,FRM,792.0,1.0,N
13921366,919885656583,0,B,OTHER,3.75,408000,360,01/2015,03/2015,80,80,1,39.0,788.0,N,P,SF,1,P,CA,917,,FRM,,,N
7096694,520210059686,0,B,OTHER,3.875,283000,360,01/2015,03/2015,51,51,1,18.0,817.0,N,R,SF,1,P,CA,951,,FRM,,,N
9160259,640323103373,0,R,OTHER,3.75,130000,360,03/2015,05/2015,47,47,2,40.0,774.0,N,C,SF,1,P,UT,847,,FRM,796.0,,N
10108430,695639323025,X,R,OTHER,3.75,417000,360,02/2015,04/2015,70,90,2,36.0,782.0,Y,P,CO,1,P,CA,900,,FRM,732.0,,N
5476647,424280956146,0,R,OTHER,3.0,244000,180,01/2015,03/2015,65,67,2,18.0,797.0,N,C,CO,1,P,PA,190,,FRM,792.0,,N
11158638,757820471917,0,R,OTHER,4.375,174000,360,01/2015,03/2015,80,80,1,26.0,809.0,N,P,SF,1,I,MI,494,,FRM,,,N
12097917,813368091552,0,R,OTHER,4.25,75000,360,12/2014,02/2015,72,72,1,37.0,659.0,N,P,PU,1,P,SC,294,,FRM,,,N
14977394,982338121063,0,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.99,296000,360,12/2014,02/2015,80,80,1,43.0,802.0,N,R,SF,1,P,ME,40,,FRM,,,N
9475044,658562818633,0,R,OTHER,3.99,220000,300,02/2015,04/2015,79,88,2,37.0,803.0,N,R,SF,1,P,NH,30,,FRM,784.0,,N
14987432,982952099900,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.5,180000,180,10/2014,12/2014,71,71,1,42.0,792.0,N,C,PU,1,P,MO,641,,FRM,,,N
1308260,177678047765,0,C,"WELLS FARGO BANK, N.A.",4.75,162000,360,10/2014,12/2014,90,90,1,36.0,796.0,Y,P,SF,1,P,FL,333,25.0,FRM,,2.0,N
9687171,671104449230,0,C,IMPAC MORTGAGE CORP.,4.25,130000,360,01/2015,03/2015,37,37,2,43.0,812.0,N,C,SF,1,P,CA,953,,FRM,823.0,,N
8515593,602788153895,1,C,OTHER,4.125,53000,360,12/2014,02/2015,88,88,1,27.0,813.0,Y,P,SF,1,P,NC,272,25.0,FRM,,1.0,N
14750630,968989251615,0,B,"FLAGSTAR BANK, FSB",3.7539999999999996,447000,360,02/2015,05/2015,80,80,1,42.0,722.0,N,R,SF,1,P,CA,926,,FRM,,,N
4587115,371551296722,0,B,OTHER,3.75,347000,360,02/2015,04/2015,95,95,2,28.0,752.0,Y,P,SF,1,P,CA,956,30.0,FRM,753.0,1.0,N
4887264,389432705823,0,B,OTHER,4.125,104000,360,01/2015,03/2015,39,39,2,41.0,758.0,N,R,SF,1,P,IL,605,,FRM,775.0,,N
14741540,968459272801,0,R,OTHER,3.125,62000,180,12/2014,03/2015,54,54,1,12.0,666.0,N,C,SF,1,P,NY,130,,FRM,,,N
13920299,919828656832,0,C,"STEARNS LENDING, LLC",4.25,351000,360,02/2015,04/2015,90,90,2,45.0,668.0,N,P,SF,1,S,ID,836,25.0,FRM,711.0,1.0,N
11656102,787071284377,1,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.75,347000,360,03/2015,05/2015,80,80,2,25.0,778.0,N,P,PU,1,P,CO,813,,FRM,778.0,,N
1926883,214313679005,0,R,OTHER,3.75,128000,240,01/2015,03/2015,67,67,1,30.0,817.0,N,R,SF,1,P,FL,337,,FRM,,,N
13662653,904992697032,0,R,"WELLS FARGO BANK, N.A.",3.875,54000,180,12/2014,02/2015,85,85,1,38.0,763.0,N,R,SF,1,P,FL,321,6.0,FRM,,1.0,N
4711704,378784459238,0,R,OTHER,4.0,417000,360,01/2015,04/2015,72,86,2,31.0,786.0,N,R,PU,1,P,CA,917,,FRM,785.0,,N
2447808,245435274035,0,C,"WELLS FARGO BANK, N.A.",4.125,350000,360,11/2014,01/2015,80,80,2,31.0,759.0,N,P,SF,1,P,MA,18,,FRM,804.0,,N
3308698,296157622444,0,R,OTHER,4.625,411000,360,01/2015,03/2015,73,73,2,36.0,732.0,N,R,SF,1,I,WA,981,,FRM,727.0,,N
9828047,679256711623,0,R,"WELLS FARGO BANK, N.A.",3.875,214000,360,11/2014,01/2015,59,59,2,39.0,770.0,Y,P,CO,1,P,MD,209,,FRM,791.0,,N
14583693,959067448407,0,B,OTHER,4.25,295000,360,12/2014,02/2015,95,95,1,37.0,783.0,Y,P,CO,1,P,VA,222,30.0,FRM,,2.0,N
11801415,795502958870,0,B,OTHER,3.125,300000,120,01/2015,03/2015,77,77,2,39.0,793.0,N,R,PU,1,P,AZ,852,,FRM,799.0,,N
11184771,759388673508,0,R,"LOANDEPOT.COM, LLC",4.625,216000,360,01/2015,03/2015,95,95,1,41.0,728.0,N,R,SF,1,P,IL,600,30.0,FRM,,1.0,N
11342555,768788401813,0,R,QUICKEN LOANS INC.,4.375,75000,216,02/2015,04/2015,50,50,2,32.0,806.0,N,C,PU,1,P,TX,782,,FRM,812.0,,N
7551151,546806106572,0,R,"WELLS FARGO BANK, N.A.",4.125,285000,360,12/2014,02/2015,95,95,1,36.0,802.0,N,P,PU,1,P,NV,890,30.0,FRM,,1.0,N
5408028,420306725941,0,R,OTHER,3.99,112000,360,03/2015,05/2015,90,90,1,28.0,729.0,Y,P,SF,1,P,KS,660,25.0,FRM,,1.0,N
4415972,361656505743,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.0,243000,300,02/2015,04/2015,58,58,1,25.0,684.0,N,C,PU,1,P,TX,774,,FRM,,,N
1565127,192895889473,0,C,"WELLS FARGO BANK, N.A.",4.625,259000,360,12/2014,01/2015,85,85,2,39.0,678.0,N,P,PU,1,P,KS,672,12.0,FRM,764.0,1.0,N
5492536,425231174295,0,R,OTHER,4.25,97000,360,12/2014,02/2015,90,90,1,20.0,786.0,Y,P,SF,1,P,KY,410,25.0,FRM,,2.0,N
5768671,441490809799,0,R,"WELLS FARGO BANK, N.A.",4.25,134000,360,01/2015,03/2015,50,50,1,31.0,761.0,N,C,SF,1,P,NC,288,,FRM,,,N
11055927,751650224692,0,C,OTHER,4.125,222000,360,10/2014,12/2014,97,97,2,39.0,742.0,Y,P,SF,1,P,WA,982,18.0,FRM,693.0,1.0,N
11544868,780628068552,0,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.875,230000,360,01/2015,03/2015,90,90,2,40.0,797.0,N,P,SF,1,P,KY,401,25.0,FRM,780.0,2.0,N
3284618,294713112262,0,R,OTHER,3.75,393000,360,01/2015,03/2015,60,60,2,45.0,697.0,N,R,SF,1,P,CA,923,,FRM,731.0,,N
1071553,163514881489,0,R,OTHER,3.125,400000,180,01/2015,03/2015,80,80,2,29.0,808.0,N,C,SF,1,P,DE,197,,FRM,806.0,,N
7290764,531625402216,0,B,OTHER,3.75,200000,360,03/2015,05/2015,14,14,2,19.0,783.0,N,C,SF,1,P,CA,920,,FRM,804.0,,N
5742762,440045968109,0,R,DITECH FINANCIAL LLC,4.375,116000,240,02/2015,04/2015,80,80,1,44.0,746.0,N,C,PU,1,P,FL,330,,FRM,,,N
8278853,588753959199,0,R,OTHER,4.375,113000,360,12/2014,02/2015,90,90,1,43.0,730.0,Y,P,CO,1,P,IL,600,25.0,FRM,,1.0,N
4443675,363144963775,0,C,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,280000,360,01/2015,03/2015,80,80,2,47.0,702.0,N,P,PU,1,S,NM,871,,FRM,720.0,,N
4911615,390849606899,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.0,259000,360,12/2014,02/2015,35,74,2,47.0,812.0,Y,P,CO,1,P,CA,902,,FRM,807.0,,N
15275103,999989599012,0,C,"FLAGSTAR BANK, FSB",4.25,288000,360,01/2015,03/2015,95,95,2,32.0,722.0,N,P,SF,1,P,MT,594,30.0,FRM,747.0,2.0,N
4238332,350821073637,0,R,OTHER,4.125,117000,360,12/2014,02/2015,90,90,1,28.0,814.0,N,P,SF,1,S,CO,808,25.0,FRM,,1.0,N
8523810,603326024456,0,R,OTHER,3.0,205000,180,02/2015,04/2015,71,71,2,21.0,807.0,N,C,SF,1,P,NC,282,,FRM,804.0,,N
9993741,689023495310,0,R,OTHER,3.125,218000,180,02/2015,04/2015,88,88,1,24.0,804.0,N,R,SF,1,P,CT,63,12.0,FRM,,1.0,N
2592477,253969960166,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,74000,120,12/2014,02/2015,66,66,2,24.0,747.0,N,C,SF,1,P,TX,754,,FRM,749.0,,N
920257,154687371033,0,C,"WELLS FARGO BANK, N.A.",4.25,128000,360,12/2014,02/2015,95,95,1,38.0,713.0,Y,P,PU,1,P,FL,334,30.0,FRM,,1.0,N
2446597,245365178739,0,R,DITECH FINANCIAL LLC,3.875,168000,180,01/2015,03/2015,78,78,1,43.0,776.0,N,R,SF,1,P,CT,61,,FRM,,,N
5736850,439667208837,0,R,OTHER,4.625,145000,360,12/2014,02/2015,75,95,1,40.0,738.0,N,R,PU,1,P,UT,846,,FRM,,,N
5486704,424904596565,0,B,OTHER,4.875,250000,360,01/2015,03/2015,77,77,1,42.0,668.0,N,P,SF,1,P,IN,471,,FRM,,,N
10311689,707606565649,0,R,OTHER,4.5,145000,360,01/2015,02/2015,85,85,2,22.0,796.0,N,C,SF,1,P,ME,41,12.0,FRM,771.0,2.0,N
13036505,868225510881,0,R,OTHER,4.125,235000,360,12/2014,02/2015,95,95,2,34.0,786.0,N,P,CO,1,P,MI,481,30.0,FRM,794.0,1.0,N
11394159,771824010840,0,R,QUICKEN LOANS INC.,3.75,144000,180,02/2015,04/2015,80,80,2,43.0,692.0,N,C,SF,1,P,PA,156,,FRM,756.0,,N
4259863,352084318413,0,C,"WELLS FARGO BANK, N.A.",4.625,233000,360,12/2014,02/2015,80,80,1,33.0,771.0,Y,P,PU,1,P,FL,333,,FRM,,,N
10591306,724132240169,0,C,PENNYMAC CORP.,3.0,356000,120,02/2015,04/2015,80,80,1,16.0,814.0,N,C,PU,1,P,NC,274,,FRM,,,N
13908178,919192222594,0,C,OTHER,3.0,417000,180,01/2015,04/2015,54,68,2,8.0,791.0,N,C,SF,1,P,WI,530,,FRM,793.0,,N
7436172,540055736036,0,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.5,83000,360,12/2014,02/2015,76,87,1,45.0,684.0,N,R,SF,1,P,MI,483,,FRM,,,N
13131039,873751826807,0,R,OTHER,3.0,52000,180,12/2014,02/2015,95,95,1,26.0,711.0,N,P,SF,1,P,ID,833,30.0,FRM,,1.0,N
1323243,178528334222,0,R,QUICKEN LOANS INC.,4.55,371000,360,12/2014,02/2015,85,85,2,43.0,714.0,N,R,PU,1,P,CA,936,12.0,FRM,760.0,2.0,N
11579728,782646684373,0,R,QUICKEN LOANS INC.,5.25,215000,360,11/2014,01/2015,93,93,2,39.0,694.0,N,R,SF,1,P,TN,381,30.0,FRM,693.0,2.0,N
5560846,429201143929,0,R,OTHER,3.125,171000,180,02/2015,04/2015,56,56,2,29.0,782.0,N,C,SF,1,P,WY,825,,FRM,788.0,,N
13451346,892470550563,0,R,OTHER,3.5,156000,180,12/2014,02/2015,67,67,2,22.0,740.0,N,R,SF,1,P,MN,551,,FRM,788.0,,N
6341814,475635704068,0,R,OTHER,4.75,53000,360,02/2015,04/2015,75,75,1,34.0,787.0,N,P,SF,2,I,AR,727,,FRM,,,N
12755620,852127903817,0,R,OTHER,3.5,310000,240,02/2015,05/2015,73,73,2,23.0,809.0,N,C,PU,1,P,IL,605,,FRM,757.0,,N
15131404,991552522570,0,C,OTHER,3.0,174000,180,03/2015,05/2015,67,67,2,35.0,783.0,N,C,SF,1,P,MO,634,,FRM,721.0,,N
11012962,749049496663,0,R,OTHER,4.0,400000,360,01/2015,03/2015,80,90,1,44.0,783.0,Y,P,PU,1,P,UT,840,,FRM,,,N
4953961,393414021569,0,R,OTHER,3.5,145000,180,12/2014,02/2015,60,60,2,45.0,806.0,N,P,PU,1,P,AZ,853,,FRM,806.0,,N
1654402,198145087219,0,R,OTHER,4.25,177000,360,03/2015,05/2015,95,95,1,36.0,757.0,Y,P,PU,1,P,TN,372,30.0,FRM,,2.0,N
2602735,254613885102,0,C,PENNYMAC CORP.,3.5,55000,120,11/2014,01/2015,31,31,1,40.0,802.0,N,C,SF,1,P,FL,322,,FRM,,,N
6375814,477558023811,0,R,OTHER,3.125,315000,180,03/2015,05/2015,85,85,2,20.0,798.0,N,P,PU,1,P,TX,750,6.0,FRM,813.0,1.0,N
1690944,200252116829,0,R,OTHER,3.875,330000,360,01/2015,03/2015,72,72,2,41.0,780.0,N,R,PU,1,P,LA,710,,FRM,777.0,,N
9596735,665754568771,0,R,OTHER,3.625,240000,360,01/2015,03/2015,26,26,2,36.0,791.0,N,R,SF,1,S,CA,928,,FRM,758.0,,N
2859169,269799084484,0,R,OTHER,3.25,141000,120,01/2015,03/2015,84,84,2,41.0,756.0,N,C,SF,1,P,IN,461,6.0,FRM,759.0,1.0,N
10631252,726399523210,0,B,"FLAGSTAR BANK, FSB",3.7110000000000003,417000,360,01/2015,03/2015,78,78,2,44.0,746.0,Y,P,SF,1,P,CA,917,,FRM,742.0,,N
11605175,784128960601,0,R,OTHER,4.0,280000,240,02/2015,04/2015,79,79,2,29.0,801.0,N,R,SF,1,P,CA,930,,FRM,801.0,,N
14724959,967424667341,0,R,OTHER,4.25,350000,360,12/2014,02/2015,56,56,1,29.0,662.0,N,C,SF,1,P,CA,945,,FRM,,,N
14896218,977510773961,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.5,169000,360,02/2015,04/2015,95,95,2,26.0,710.0,Y,P,CO,1,P,CA,914,30.0,FRM,673.0,1.0,N
5176044,406360244561,0,R,OTHER,4.375,242000,360,01/2015,03/2015,85,85,1,34.0,769.0,N,R,SF,1,P,MA,23,12.0,FRM,,2.0,N
11311478,766914749004,0,C,OTHER,5.0,249000,360,10/2014,12/2014,95,95,1,26.0,671.0,N,P,SF,1,P,MA,18,,FRM,,,N
7439166,540220871423,0,C,OTHER,4.875,180000,360,02/2015,04/2015,95,95,1,42.0,687.0,N,P,SF,1,P,FL,322,30.0,FRM,,1.0,N
2592073,253949240192,0,R,QUICKEN LOANS INC.,4.125,388000,360,02/2015,04/2015,80,80,2,33.0,719.0,N,R,PU,1,P,FL,335,,FRM,726.0,,N
5654511,434838269156,0,B,OTHER,4.0,405000,360,01/2015,04/2015,75,75,1,45.0,742.0,N,C,SF,1,P,CA,928,,FRM,,,N
5689165,436860762258,0,C,"WELLS FARGO BANK, N.A.",3.75,417000,360,11/2014,01/2015,89,89,2,40.0,788.0,N,P,PU,1,P,IN,460,25.0,FRM,726.0,1.0,N
4161549,346248804786,0,R,OTHER,3.0,193000,180,02/2015,04/2015,76,76,2,29.0,790.0,N,R,SF,1,P,ID,837,,FRM,721.0,,N
6657067,494069597321,0,C,"WELLS FARGO BANK, N.A.",4.5,58000,360,11/2014,01/2015,80,80,1,29.0,740.0,Y,P,SF,1,P,MO,652,,FRM,,,N
7357335,535326048505,0,R,"WELLS FARGO BANK, N.A.",3.125,128000,120,12/2014,02/2015,37,37,1,14.0,787.0,N,R,SF,1,P,CT,60,,FRM,,,N
12044649,810290810404,0,R,"NATIONSTAR MORTGAGE, LLC",3.75,264000,360,03/2015,05/2015,38,38,2,14.0,800.0,N,R,SF,1,P,CA,928,,FRM,794.0,,N
9239539,644779256344,0,C,DITECH FINANCIAL LLC,4.0,248000,360,01/2015,03/2015,85,85,1,24.0,711.0,N,R,PU,1,P,UT,840,12.0,FRM,,1.0,N
10554556,722001841080,0,C,"WELLS FARGO BANK, N.A.",3.875,250000,240,11/2014,01/2015,61,61,2,45.0,796.0,N,P,PU,1,P,PA,160,,FRM,804.0,,N
338446,120471968031,0,R,OTHER,4.0,308000,360,02/2015,04/2015,80,80,1,34.0,772.0,N,C,SF,1,P,GA,303,,FRM,,,N
834587,149571284668,0,R,OTHER,4.75,198000,360,01/2015,03/2015,95,95,1,39.0,736.0,Y,P,PU,1,P,FL,331,30.0,FRM,,1.0,N
7518680,544805617860,0,B,OTHER,4.125,176000,360,02/2015,04/2015,80,80,1,37.0,778.0,Y,P,SF,1,P,CA,959,,FRM,,,N
14571495,958359933552,0,R,OTHER,4.55,76000,360,01/2015,03/2015,95,95,2,26.0,802.0,Y,P,SF,1,P,PA,180,30.0,FRM,784.0,2.0,N
9094393,636297148401,0,R,OTHER,4.0,167000,360,01/2015,03/2015,77,77,1,38.0,804.0,N,P,SF,1,P,CO,814,,FRM,,,N
14156969,933791588347,0,R,OTHER,3.875,89000,360,01/2015,03/2015,90,90,1,28.0,798.0,Y,P,SF,1,P,IL,627,25.0,FRM,,1.0,N
5295799,413641690374,0,R,OTHER,2.5,417000,120,01/2015,03/2015,55,55,1,27.0,729.0,N,C,PU,1,P,WA,980,,FRM,,,N
13905754,919073260719,0,B,"CITIMORTGAGE, INC.",4.25,151000,360,12/2014,02/2015,90,90,2,19.0,746.0,Y,P,CP,1,P,NY,106,25.0,FRM,779.0,1.0,N
2366187,240600552356,X,C,DITECH FINANCIAL LLC,4.5,204000,360,12/2014,02/2015,95,95,2,31.0,777.0,N,P,SF,1,P,OR,970,30.0,FRM,784.0,2.0,N
1565193,192898379901,0,R,OTHER,3.875,253000,360,12/2014,02/2015,95,95,2,33.0,734.0,Y,P,PU,1,P,FL,322,30.0,FRM,737.0,1.0,N
6474556,483428294812,0,C,OTHER,3.625,124000,360,03/2015,05/2015,80,80,1,27.0,764.0,N,P,SF,1,P,IA,522,,FRM,,,N
2509072,248999403690,0,R,OTHER,3.99,252000,360,02/2015,04/2015,77,77,1,32.0,716.0,N,R,SF,1,P,CO,800,,FRM,,,N
11012567,749022691010,1,R,OTHER,4.375,100000,360,01/2015,03/2015,80,80,1,39.0,644.0,N,R,SF,1,P,LA,712,,FRM,,,N
14719781,967056236977,0,R,OTHER,3.0,189000,180,01/2015,03/2015,78,78,2,40.0,715.0,N,R,SF,1,P,WI,531,,FRM,750.0,,N
7412971,538602367526,0,R,OTHER,4.25,360000,360,12/2014,02/2015,95,95,2,37.0,805.0,N,P,SF,1,P,NJ,74,30.0,FRM,811.0,2.0,N
4306235,354891178084,0,R,OTHER,4.125,417000,360,12/2014,02/2015,78,78,2,29.0,720.0,N,R,PU,1,P,VA,221,,FRM,723.0,,N
6297525,472935679342,0,R,OTHER,4.75,181000,360,02/2015,04/2015,63,63,2,44.0,667.0,N,R,PU,1,P,NV,891,,FRM,694.0,,N
4244270,351220597413,0,C,"WELLS FARGO BANK, N.A.",3.75,626000,360,02/2015,04/2015,36,41,2,18.0,761.0,N,C,SF,1,P,VA,222,,FRM,753.0,,N
10702000,730565395228,0,C,"FLAGSTAR BANK, FSB",4.0,417000,360,01/2015,04/2015,74,74,1,41.0,815.0,N,P,SF,1,S,TN,378,,FRM,,,N
5509796,426228670437,0,R,OTHER,3.75,272000,360,02/2015,04/2015,77,77,2,38.0,765.0,N,R,SF,1,P,MD,219,,FRM,777.0,,N
10593369,724269720565,0,C,"WELLS FARGO BANK, N.A.",4.25,171000,360,01/2015,03/2015,90,90,1,41.0,786.0,Y,P,CO,1,P,PA,194,25.0,FRM,,2.0,N
1441676,185516235671,0,C,"WELLS FARGO BANK, N.A.",3.5,120000,180,11/2014,01/2015,80,80,1,38.0,755.0,N,C,SF,1,P,FL,325,,FRM,,,N
465931,128064389234,0,R,OTHER,3.75,129000,360,01/2015,03/2015,95,95,1,45.0,745.0,N,R,SF,1,P,MN,559,30.0,FRM,,1.0,N
12486108,836156508917,0,C,OTHER,4.0,112000,360,07/2013,09/2013,49,49,1,27.0,758.0,N,C,PU,1,P,AZ,853,,FRM,,,N
2795809,266050849378,0,R,OTHER,3.75,90000,360,03/2015,05/2015,69,69,1,44.0,754.0,N,C,SF,1,P,VT,54,,FRM,,,N
14307537,942531519296,0,R,"WELLS FARGO BANK, N.A.",4.375,184000,360,12/2014,02/2015,69,80,2,30.0,671.0,N,C,SF,1,P,CA,958,,FRM,683.0,,N
2474052,246935508680,0,R,OTHER,4.125,218000,360,01/2015,03/2015,79,79,2,39.0,771.0,N,R,SF,1,P,CA,937,,FRM,758.0,,N
5736779,439661345081,0,R,OTHER,3.99,129000,360,12/2014,02/2015,93,93,1,41.0,766.0,Y,P,SF,1,P,NJ,77,30.0,FRM,,1.0,N
12783407,853673025264,0,R,QUICKEN LOANS INC.,3.625,187000,180,12/2014,02/2015,66,69,1,36.0,775.0,N,C,SF,1,P,VA,233,,FRM,,,N
6756799,499918075991,0,R,"FLAGSTAR BANK, FSB",3.955,138000,240,01/2015,03/2015,86,86,1,28.0,781.0,N,R,CO,1,P,MI,488,12.0,FRM,,2.0,N
1719597,201926351926,0,B,OTHER,3.75,246000,360,02/2015,04/2015,88,88,1,33.0,786.0,N,R,SF,1,P,IL,600,25.0,FRM,,1.0,N
14273908,940495911125,0,R,OTHER,4.25,117000,180,01/2015,03/2015,60,60,1,42.0,695.0,N,C,SF,4,I,OH,441,,FRM,,,N
2261682,234525032852,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.375,35000,120,09/2014,11/2014,32,32,1,46.0,649.0,N,C,SF,1,P,GA,300,,FRM,,,N
476253,128668700013,0,R,OTHER,3.875,58000,360,02/2015,04/2015,53,53,2,38.0,802.0,N,P,SF,1,I,OR,977,,FRM,746.0,,N
12542081,839411040596,0,C,PENNYMAC CORP.,5.0,225000,360,12/2014,02/2015,80,80,2,42.0,718.0,N,C,SF,1,P,OH,437,,FRM,707.0,,N
1257241,174655118713,0,C,DITECH FINANCIAL LLC,4.25,66000,360,11/2014,01/2015,28,28,1,40.0,818.0,N,R,SF,1,P,NJ,80,,FRM,,,N
175660,110761280457,0,R,OTHER,5.0,79000,360,09/2014,11/2014,75,75,2,11.0,786.0,N,P,CO,1,I,FL,331,,FRM,770.0,,N
3472848,305604798704,0,R,OTHER,4.5,90000,360,12/2014,02/2015,80,80,2,19.0,790.0,N,P,PU,1,I,MO,658,,FRM,797.0,,N
1134543,167371819742,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.5,240000,180,01/2015,03/2015,55,55,1,24.0,782.0,N,C,PU,1,P,MI,481,,FRM,,,N
2188059,230013360204,0,R,QUICKEN LOANS INC.,4.25,215000,360,02/2015,04/2015,73,73,2,31.0,784.0,N,C,SF,1,P,CO,816,,FRM,751.0,,N
11256070,763515419206,0,R,OTHER,3.875,417000,360,01/2015,03/2015,46,95,1,36.0,780.0,Y,P,SF,1,P,TX,752,,FRM,,,N
10003517,689610220553,0,R,OTHER,4.0,210000,360,02/2015,04/2015,74,74,1,39.0,762.0,N,C,SF,1,P,CA,922,,FRM,,,N
13420789,890645944845,0,R,QUICKEN LOANS INC.,3.99,198000,360,02/2015,04/2015,56,56,2,42.0,743.0,N,C,PU,1,P,CO,802,,FRM,728.0,,N
6294270,472721137067,0,R,OTHER,3.55,417000,360,03/2015,05/2015,60,76,2,13.0,784.0,N,R,PU,1,P,OH,441,,FRM,784.0,,N
14911513,978409856304,0,R,SUNTRUST MORTGAGE INC.,3.875,406000,360,12/2014,02/2015,80,80,2,19.0,797.0,Y,P,SF,1,P,DC,200,,FRM,734.0,,N
5167393,405846754802,0,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.0,393000,360,02/2015,04/2015,76,76,2,21.0,781.0,N,C,SF,1,P,UT,844,,FRM,788.0,,N
10421225,714022940199,0,R,OTHER,4.625,188000,360,01/2015,03/2015,95,95,1,20.0,664.0,Y,P,PU,1,P,FL,322,30.0,FRM,,1.0,N
2755805,263709874048,0,R,OTHER,3.0,120000,180,03/2015,05/2015,65,65,2,41.0,815.0,N,R,SF,1,P,PA,195,,FRM,795.0,,N
2779715,265109742862,0,R,"WELLS FARGO BANK, N.A.",4.875,159000,360,12/2014,02/2015,95,95,1,44.0,702.0,N,P,SF,1,P,ID,838,30.0,FRM,,2.0,N
318484,119293075008,0,R,OTHER,3.75,288000,360,02/2015,04/2015,80,80,2,43.0,778.0,N,C,SF,1,P,ND,582,,FRM,747.0,,N
1176906,169908436371,0,R,OTHER,3.99,141000,300,03/2015,05/2015,95,95,2,41.0,706.0,N,R,SF,1,P,MI,480,30.0,FRM,740.0,1.0,N
7502463,543865832057,0,R,OTHER,3.25,214000,180,02/2015,04/2015,63,63,1,30.0,802.0,N,R,SF,1,P,GA,318,,FRM,,,N
4525507,367893869096,0,B,OTHER,3.875,119000,360,12/2014,02/2015,95,95,1,31.0,812.0,Y,P,SF,1,P,LA,708,30.0,FRM,,1.0,N
14448776,951063073829,0,R,OTHER,4.25,99000,360,12/2014,02/2015,80,80,1,41.0,709.0,Y,P,PU,1,P,NC,271,,FRM,,,N
12970718,864335897770,0,R,OTHER,4.25,278000,360,03/2015,05/2015,75,75,2,50.0,714.0,N,C,SF,1,I,CA,957,,FRM,727.0,,N
9885844,682730951700,0,R,OTHER,4.25,81000,360,12/2014,02/2015,90,90,1,37.0,694.0,N,R,CO,1,P,IL,617,25.0,FRM,,1.0,N
395384,123819884706,0,C,"WELLS FARGO BANK, N.A.",4.5,303000,360,01/2015,03/2015,90,90,2,44.0,674.0,N,P,PU,1,P,FL,334,25.0,FRM,747.0,1.0,N
13993239,924248526723,0,C,"WELLS FARGO BANK, N.A.",4.125,281000,360,12/2014,02/2015,75,75,2,43.0,712.0,Y,P,SF,1,P,FL,331,,FRM,692.0,,N
