Contract Identifier,Instrument Identifier,Channel of Origination,Date of Origination,Country of Origination,Asset Class,Loan Purpose,Product Type,Amortisation Type,Original Maturity Date,Current Maturity Date,Loan Currency,Origination Amount,Principal Balance,Accrued Interest Balance (On book),Total Balance,Original Interest Rate,Original Interest Rate Type,Description of Original Interest Rate Type,Original Interest Rate Reference,Current Interest Rate,Current Interest Rate Type,Current Interest Rate Reference,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Last Payment Amount,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due
A00019743,LP19680,Broker,42183,USA,CRE,Mortage,Loan,Linear,53133,54958,USD,184190.4762,165771.4286,31.31238095,165802.741,0.04,fixed,,,,fixed,,42184,54958,,,0.03,0.005,0.0075,43672,511.6402116,511.6402116,41.45068524,43707,43707,monthly,monthly,3069.84127,9946.285714,0.04,0.005,0.01,non-performing,213,6
A00019744,LP19681,Branch,42184,USA,Resi,Mortage,Loan,Linear,53134,54959,USD,189761.9048,185966.6667,32.25952381,185998.9262,0.04,fixed,,,,fixed,,42185,54959,,,0.03,0.005,0.0075,43672,527.1164021,527.1164021,46.49973155,43707,43707,monthly,monthly,1581.349206,5579,0.04,0.005,0.01,,20,3
A00019745,LP19682,Web,42114,USA,Resi,Mortage,Loan,Linear,53064,54889,USD,195333.3333,185566.6667,33.20666667,185599.8733,0.04,fixed,,,,fixed,,42115,54889,,,0.03,0.005,0.0075,43669,542.5925926,542.5925926,46.39996833,43707,43707,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,,90,3
A00019746,LP19683,Broker,42115,USA,Resi,Mortage,Loan,Linear,53065,54890,USD,200000,190000,500,190500,0.035,fixed,,,,fixed,,42116,54890,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.625,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
A00019747,LP19684,Branch,42116,USA,Resi,Mortage,Loan,Balloon,53066,54891,USD,150000,142500,405,142905,0.04,fixed,,,,fixed,,42117,54891,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.72625,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
A00019748,LP19685,Branch,42117,USA,CRE,Mortage,Loan,Linear,53067,55987,USD,100000,95000,578,95578,0.04,fixed,,,,fixed,,42118,55987,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,23.8945,43707,43707,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,97,3
A00019749,LP19686,Web,42118,USA,Resi,Mortage,Loan,Linear,53068,53073,USD,85000,76500,425,76925,0.04,fixed,,,,fixed,,42119,53073,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,19.23125,43707,43707,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,93,3
A00019750,LP19687,Broker,42119,USA,Resi,Mortage,Loan,Linear,53069,53074,USD,200000,196000,34,196034,0.04,fixed,,,,fixed,,42120,53074,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,49.0085,43707,43707,monthly,monthly,3333.333333,11760,0.04,0.005,0.01,non-performing,213,6
A00019751,LP19688,Branch,42120,USA,Resi,Mortage,Loan,Linear,53070,53075,USD,150000,142500,750,143250,0.04,fixed,,,,fixed,,42121,53075,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.8125,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,,20,3
A00019752,LP19689,Web,42121,USA,Resi,Mortage,Loan,Linear,53071,53076,USD,136000,122400,680,123080,0.04,fixed,,,,fixed,,42122,53076,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,30.77,43707,43707,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,,90,3
A00019753,LP19690,Broker,42122,USA,Resi,Mortage,Loan,Linear,53072,53077,USD,132714.2857,130060,331.7857143,130391.7857,0.04,mixed,5 years fixed then variable,,,fixed,,42123,53077,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,32.59794643,43707,43707,monthly,monthly,1105.952381,3901.8,0.04,0.005,0.01,non-performing,91,3
A00019754,LP19691,Branch,42123,USA,Resi,Mortage,Loan,Linear,53073,53078,USD,129428.5714,122957.1429,349.4571429,123306.6,0.04,variable,,LIBOR,3,fixed,LIBOR,42124,53078,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,30.82665,43707,43707,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,95,3
A00019755,LP19692,Branch,42124,USA,Resi,Mortage,Loan,Linear,53074,55264,USD,126142.8571,119835.7143,729.1057143,120564.82,0.04,fixed,,,,fixed,,42125,55264,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,30.141205,43707,43707,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,97,3
A00019756,LP19693,Web,42125,USA,Resi,Mortage,Loan,Linear,53075,54900,USD,122857.1429,122881.7143,614.2857143,123496,0.04,fixed,,,,fixed,,42126,54900,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,30.874,43707,43707,monthly,monthly,1023.809524,3686.451429,0.04,0.005,0.01,non-performing,93,3
A00019757,LP19694,Broker,42126,USA,Resi,Mortage,Loan,Linear,53076,54901,USD,119571.4286,113592.8571,322.8428571,113915.7,0.04,mixed,5 years fixed then variable,,,fixed,,42127,54901,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,28.478925,43707,43707,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,,20,3
A00019758,LP19695,Branch,42127,USA,Resi,Mortage,Loan,Linear,53077,54902,USD,116285.7143,104657.1429,672.1314286,105329.2743,0.04,fixed,,,,fixed,,42128,54902,,,0.03,0.005,0.0075,43675,323.015873,323.015873,26.33231857,43707,43707,monthly,monthly,969.047619,3139.714286,0.04,0.005,0.01,,90,3
A00019759,LP19696,Web,42128,USA,Resi,Mortage,Loan,Linear,53078,54903,USD,200000,196000,1000,197000,0.05,fixed,,,,fixed,,42129,54903,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,49.25,43707,43707,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,91,3
A00019760,LP19697,Broker,42129,USA,Resi,Mortage,Loan,Linear,53079,54904,USD,150000,142500,25.5,142525.5,0.04145402299,fixed,,,,fixed,,42130,54904,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.631375,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
A00019761,LP19698,Branch,42130,USA,Resi,Mortage,Loan,Linear,53080,56000,USD,100000,95000,17,95017,0.04155858361,fixed,,,,fixed,,42131,56000,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,23.75425,43707,43707,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,97,3
A00019762,LP19699,Branch,42131,USA,Resi,Mortage,Loan,Linear,53081,53086,USD,85000,80750,14.45,80764.45,0.04166314423,fixed,,,,fixed,,42132,53086,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,20.1911125,43707,43707,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,93,3
A00019763,LP19700,Web,42132,USA,Resi,Mortage,Loan,Linear,53082,53087,USD,200000,190000,500,190500,0.04176770486,fixed,,,,fixed,,42133,53087,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.625,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,,20,3
A00019764,LP19701,Broker,42133,USA,CRE,Mortage,Loan,Linear,53083,53088,USD,150000,135000,405,135405,0.04187226548,mixed,5 years fixed then variable,,,fixed,,42134,53088,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,33.85125,43707,43707,monthly,monthly,1250,4050,0.04,0.005,0.01,,90,3
A00019765,LP19702,Branch,42134,USA,Resi,Mortage,Loan,Linear,53084,53089,USD,136000,133280,786.08,134066.08,0.0419768261,fixed,,,,fixed,,42135,53089,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,33.51652,43707,43707,monthly,monthly,1133.333333,3998.4,0.04,0.005,0.01,non-performing,91,3
A00019766,LP19703,Web,42135,USA,Resi,Mortage,Loan,Linear,53085,53090,USD,132714.2857,126078.5714,663.5714286,126742.1429,0.04208138673,fixed,,,,fixed,,42136,53090,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,31.68553571,43707,43707,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,95,3
A00019767,LP19704,Broker,42136,USA,Resi,Mortage,Loan,Balloon,53086,53091,USD,129428.5714,116485.7143,22.00285714,116507.7171,0.04218594735,fixed,,,,fixed,,42137,53091,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,29.12692929,43707,43707,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,97,3
A00019768,LP19705,Branch,42137,USA,Resi,Mortage,Loan,Linear,53087,55277,USD,126142.8571,123620,630.7142857,124250.7143,0.04229050797,mixed,5 years fixed then variable,,,fixed,,42138,55277,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,31.06267857,43707,43707,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,93,3
A00019769,LP19706,Branch,42138,USA,CRE,Mortage,Loan,Linear,53088,54913,USD,122857.1429,116714.2857,614.2857143,117328.5714,0.04239506859,fixed,,,,fixed,,42139,54913,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,29.33214286,43707,43707,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,,20,3
A00019770,LP19707,Web,42139,USA,Resi,Mortage,Loan,Linear,53089,54914,USD,119571.4286,113592.8571,298.9285714,113891.7857,0.04249962922,fixed,,,,fixed,,42140,54914,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,28.47294643,43707,43707,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,,90,3
A00019771,LP19708,Broker,42140,USA,Resi,Mortage,Loan,Linear,53090,54915,USD,116285.7143,116308.9714,313.9714286,116622.9429,0.04260418984,fixed,,,,fixed,,42141,54915,,,0.03,0.005,0.0075,43669,323.015873,323.015873,29.15573571,43707,43707,monthly,monthly,969.047619,3489.269143,0.04,0.005,0.01,non-performing,91,3
A00019772,LP19709,Branch,42141,USA,Resi,Mortage,Loan,Linear,53091,54916,USD,150000,142500,867,143367,0.04270875046,fixed,,,,fixed,,42142,54916,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.84175,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
A00019773,LP19710,Web,42142,USA,Resi,Mortage,Loan,Linear,53092,54917,USD,100000,90000,500,90500,0.04281331109,fixed,,,,fixed,,42143,54917,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,22.625,43707,43707,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,97,3
A00019774,LP19711,Broker,42143,USA,Resi,Mortage,Loan,Linear,53093,56013,USD,85000,83300,229.5,83529.5,0.04291787171,fixed,,,,fixed,,42144,56013,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,20.882375,43707,43707,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,93,3
A00019775,LP19712,Branch,42144,USA,Resi,Mortage,Loan,Linear,53094,53099,USD,200000,190000,1156,191156,0.04302243233,fixed,,,,fixed,,42145,53099,,,0.03,0.005,0.0075,43672,689.6551724,555.5555556,47.789,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,,90,3
A00019776,LP19713,Branch,42145,USA,Resi,Mortage,Loan,Linear,53095,53100,USD,150000,142500,750,143250,0.04312699296,fixed,,,,fixed,,42146,53100,,,0.03,0.005,0.0075,43672,0,416.6666667,35.8125,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,92,3
A00019777,LP19714,Web,42146,USA,CRE,Mortage,Loan,Linear,53096,53101,USD,136000,129200,23.12,129223.12,0.04323155358,fixed,,,,fixed,,42147,53101,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.30578,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,,20,3
A00019778,LP19715,Broker,42147,USA,Resi,Mortage,Loan,Linear,53097,53102,USD,156333.3333,148516.6667,26.57666667,148543.2433,0.0433361142,fixed,,,,fixed,,42148,53102,,,0.03,0.005,0.0075,43672,434.2592593,434.2592593,37.13581083,43707,43707,monthly,monthly,1302.777778,4455.5,0.04,0.005,0.01,,90,3
A00019779,LP19716,Branch,42148,USA,Resi,Mortage,Loan,Linear,53098,53103,USD,161904.7619,145714.2857,27.52380952,145741.8095,0.04344067482,fixed,,,,fixed,,42149,53103,,,0.03,0.005,0.0075,43672,449.7354497,449.7354497,36.43545238,43707,43707,monthly,monthly,1349.206349,4371.428571,0.04,0.005,0.01,non-performing,91,3
A00019780,LP19717,Web,42149,USA,Resi,Mortage,Loan,Linear,53099,53104,USD,167476.1905,164126.6667,418.6904762,164545.3571,0.04354523545,fixed,,,,fixed,,42150,53104,,,0.03,0.005,0.0075,43672,465.2116402,465.2116402,41.13633929,43707,43707,monthly,monthly,1395.634921,4923.8,0.04,0.005,0.01,non-performing,95,3
A00019781,LP19718,Broker,42150,USA,Resi,Mortage,Loan,Linear,53100,55290,USD,173047.619,164395.2381,467.2285714,164862.4667,0.04364979607,fixed,,,,fixed,,42151,55290,,,0.03,0.005,0.0075,43672,480.6878307,480.6878307,41.21561667,43707,43707,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,97,3
A00019782,LP19719,Branch,42151,USA,Resi,Mortage,Loan,Linear,53101,54926,USD,178619.0476,160757.1429,1032.418095,161789.561,0.04375435669,mixed,5 years fixed then variable,,,fixed,,42152,54926,,,0.03,0.005,0.0075,43672,496.1640212,496.1640212,40.44739024,43707,43707,monthly,monthly,1488.492063,4822.714286,0.04,0.005,0.01,non-performing,93,3
A00019783,LP19720,Branch,42152,USA,Resi,Mortage,Loan,Linear,53102,54927,USD,184190.4762,180506.6667,920.952381,181427.619,0.04385891732,variable,,LIBOR,3,fixed,LIBOR,42153,54927,,,0.03,0.005,0.0075,43672,511.6402116,511.6402116,45.35690476,43707,43707,monthly,monthly,1534.920635,5415.2,0.04,0.005,0.01,,20,3
A00019784,LP19721,Web,42153,USA,Resi,Mortage,Loan,Linear,53103,54928,USD,189761.9048,180273.8095,32.25952381,180306.069,0.04396347794,fixed,,,,fixed,,42154,54928,,,0.03,0.005,0.0075,43672,527.1164021,527.1164021,45.07651726,43707,43707,monthly,monthly,1581.349206,5408.214286,0.04,0.005,0.01,,90,3
A00019785,LP19722,Broker,42154,USA,CRE,Mortage,Loan,Linear,53104,54929,USD,195333.3333,185566.6667,976.6666667,186543.3333,0.04406803856,fixed,,,,fixed,,42155,54929,,,0.03,0.005,0.0075,43672,542.5925926,542.5925926,46.63583333,43707,43707,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,91,3
A00019786,LP19723,Branch,42155,USA,Resi,Mortage,Loan,Linear,53105,54930,USD,200000,200040,1000,201040,0.04417259918,mixed,5 years fixed then variable,,,fixed,,42156,54930,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,50.26,43707,43707,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,95,3
A00019787,LP19724,Web,42156,USA,Resi,Mortage,Loan,Balloon,53106,56026,USD,150000,142500,375,142875,0.04427715981,fixed,,,,fixed,,42157,56026,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.71875,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3
A00019788,LP19725,Broker,42157,USA,Resi,Mortage,Loan,Linear,53107,53112,USD,100000,90000,270,90270,0.04438172043,fixed,,,,fixed,,42158,53112,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,22.5675,43707,43707,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,93,3
A00019789,LP19726,Branch,42158,USA,Resi,Mortage,Loan,Linear,53108,53113,USD,85000,83300,491.3,83791.3,0.04448628105,fixed,,,,fixed,,42159,53113,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,20.947825,43707,43707,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,,20,3
A00019790,LP19727,Branch,42159,USA,Resi,Mortage,Loan,Linear,53109,53114,USD,200000,190000,1000,191000,0.04459084168,fixed,,,,fixed,,42160,53114,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.75,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,,90,3
A00019791,LP19728,Web,42160,USA,Resi,Mortage,Loan,Linear,53110,53115,USD,150000,142500,405,142905,0.0446954023,fixed,,,,fixed,,42161,53115,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.72625,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
A00019792,LP19729,Broker,42161,USA,Resi,Mortage,Loan,Linear,53111,53116,USD,136000,129200,786.08,129986.08,0.04479996292,fixed,,,,fixed,,42162,53116,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.49652,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,95,3
A00019793,LP19730,Branch,42162,USA,CRE,Mortage,Loan,Linear,53112,53117,USD,132714.2857,126078.5714,663.5714286,126742.1429,0.04490452354,mixed,5 years fixed then variable,,,fixed,,42163,53117,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,31.68553571,43707,43707,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,97,3
A00019794,LP19731,Web,42163,USA,Resi,Mortage,Loan,Linear,53113,55303,USD,129428.5714,116485.7143,22.00285714,116507.7171,0.04,fixed,,,,fixed,,42164,55303,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,29.12692929,43707,43707,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,93,3
A00019795,LP19732,Broker,42164,USA,Resi,Mortage,Loan,Linear,53114,54939,USD,126142.8571,123620,21.44428571,123641.4443,0.035,fixed,,,,fixed,,42165,54939,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,30.91036107,43707,43707,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,,20,3
A00019796,LP19733,Branch,42165,USA,Resi,Mortage,Loan,Linear,53115,54940,USD,122857.1429,116714.2857,20.88571429,116735.1714,0.04,fixed,,,,fixed,,42166,54940,,,0.03,0.005,0.0075,43669,341.2698413,341.2698413,29.18379286,43707,43707,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,,90,3
A00019797,LP19734,Branch,42166,USA,Resi,Mortage,Loan,Linear,53116,54941,USD,119571.4286,107614.2857,298.9285714,107913.2143,0.04,mixed,5 years fixed then variable,,,fixed,,42167,54941,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,26.97830357,43707,43707,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,91,3
A00019798,LP19735,Web,42167,USA,Resi,Mortage,Loan,Linear,53117,54942,USD,116285.7143,113960,313.9714286,114273.9714,0.04,fixed,,,,fixed,,42168,54942,,,0.03,0.005,0.0075,43672,323.015873,323.015873,28.56849286,43707,43707,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,non-performing,95,3
A00019799,LP19736,Broker,42168,USA,Resi,Mortage,Loan,Linear,53118,54943,USD,200000,190000,1156,191156,0.0375,fixed,,,,fixed,,42169,54943,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.789,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3
A00019800,LP19737,Branch,42169,USA,Resi,Mortage,Loan,Linear,53119,56039,USD,150000,142500,750,143250,0.04,fixed,,,,fixed,,42170,56039,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.8125,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3
A00019801,LP19738,Web,42170,USA,CRE,Mortage,Loan,Linear,53120,53125,USD,100000,100020,17,100037,0.04,fixed,,,,fixed,,42171,53125,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,25.00925,43707,43707,monthly,monthly,833.3333333,3000.6,0.04,0.005,0.01,,90,3
A00019802,LP19739,Broker,42171,USA,Resi,Mortage,Loan,Linear,53121,53126,USD,85000,80750,425,81175,0.04,fixed,,,,fixed,,42172,53126,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,20.29375,43707,43707,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,92,3
A00019803,LP19740,Branch,42172,USA,Resi,Mortage,Loan,Linear,53122,53127,USD,200000,180000,1000,181000,0.04,fixed,,,,fixed,,42173,53127,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,45.25,43707,43707,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,91,3
A00019804,LP19741,Branch,42173,USA,Resi,Mortage,Loan,Linear,53123,53128,USD,150000,147000,375,147375,0.04,fixed,,,,fixed,,42174,53128,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,36.84375,43707,43707,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,95,3
A00019805,LP19742,Web,42174,USA,Resi,Mortage,Loan,Linear,53124,53129,USD,136000,129200,367.2,129567.2,0.04,fixed,,,,fixed,,42175,53129,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.3918,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,97,3
A00019806,LP19743,Broker,42175,USA,Resi,Mortage,Loan,Linear,53125,53130,USD,132714.2857,126078.5714,767.0885714,126845.66,0.0375,fixed,,,,fixed,,42176,53130,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,31.711415,43707,43707,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,93,3
A00019807,LP19744,Branch,42176,USA,Resi,Mortage,Loan,Balloon,53126,55316,USD,129428.5714,122957.1429,647.1428571,123604.2857,0.04,fixed,,,,fixed,,42177,55316,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,30.90107143,43707,43707,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,,90,3
A00019808,LP19745,Web,42177,USA,Resi,Mortage,Loan,Linear,53127,54952,USD,126142.8571,119835.7143,340.5857143,120176.3,0.04,fixed,,,,fixed,,42178,54952,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,30.044075,43707,43707,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,92,3
A00019809,LP19746,Broker,42178,USA,CRE,Mortage,Loan,Linear,53128,54953,USD,122857.1429,110571.4286,710.1142857,111281.5429,0.04,fixed,,,,fixed,,42179,54953,,,0.03,0.005,0.0075,43668,341.2698413,341.2698413,27.82038571,43707,43707,monthly,monthly,2047.619048,6634.285714,0.04,0.005,0.01,non-performing,180,6
A00019810,LP19747,Branch,42179,USA,Resi,Mortage,Loan,Linear,53129,54954,USD,119571.4286,117180,597.8571429,117777.8571,0.035,fixed,,,,fixed,,42180,54954,,,0.03,0.005,0.0075,43677,332.1428571,332.1428571,29.44446429,43707,43707,monthly,monthly,1992.857143,7030.8,0.04,0.005,0.01,non-performing,170,6
A00019811,LP19748,Branch,42180,USA,Resi,Mortage,Loan,Linear,53130,54955,USD,116285.7143,110471.4286,19.76857143,110491.1971,0.04,mixed,5 years fixed then variable,,,fixed,,42181,54955,,,0.03,0.005,0.0075,43678,323.015873,323.015873,27.62279929,43707,43707,monthly,monthly,1938.095238,6628.285714,0.04,0.005,0.01,non-performing,213,6
A00019812,LP19749,Web,42181,USA,Resi,Mortage,Loan,Linear,53131,54956,USD,150000,135000,25.5,135025.5,0.04,variable,,LIBOR,3,fixed,LIBOR,42182,54956,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,33.756375,43707,43707,monthly,monthly,1250,4050,0.04,0.005,0.01,,20,3
A00019813,LP19750,Broker,42182,USA,Resi,Mortage,Loan,Linear,53132,56052,USD,100000,98000,17,98017,0.04,fixed,,,,fixed,,42183,56052,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,24.50425,43707,43707,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,,90,3
A00019814,LP19751,Branch,42183,USA,Resi,Mortage,Loan,Linear,53133,53138,USD,85000,80750,212.5,80962.5,0.04,fixed,,,,fixed,,42184,53138,,,0.03,0.005,0.0075,43672,0,236.1111111,20.240625,43707,43707,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,91,3
A00019815,LP19752,Web,42184,USA,Resi,Mortage,Loan,Linear,53134,53139,USD,200000,190000,540,190540,0.04,mixed,5 years fixed then variable,,,fixed,,42185,53139,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.635,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,95,3
A00019816,LP19753,Broker,42051,USA,Resi,Mortage,Loan,Linear,53001,53006,USD,150000,150030,867,150897,0.04,fixed,,,,fixed,,42052,53006,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,37.72425,43707,43707,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,97,3
A00019817,LP19754,Branch,42052,USA,CRE,Mortage,Loan,Linear,53002,53007,USD,136000,129200,680,129880,0.04,fixed,,,,fixed,,42053,53007,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.47,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,93,3
A00019818,LP19755,Branch,42053,USA,Resi,Mortage,Loan,Linear,53003,53008,USD,156333.3333,140700,26.57666667,140726.5767,0.04,fixed,,,,fixed,,42054,53008,,,0.03,0.005,0.0075,43672,434.2592593,434.2592593,35.18164417,43707,43707,monthly,monthly,2605.555556,8442,0.04,0.005,0.01,non-performing,213,6
A00019819,LP19756,Web,42155,USA,Resi,Mortage,Loan,Linear,53105,53110,USD,161904.7619,158666.6667,809.5238095,159476.1905,0.04,fixed,,,,fixed,,42156,53110,,,0.03,0.005,0.0075,43672,449.7354497,449.7354497,39.86904762,43707,43707,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,,20,3
A00019820,LP19757,Broker,42156,USA,Resi,Mortage,Loan,Linear,53106,55296,USD,167476.1905,159102.381,837.3809524,159939.7619,0.04,fixed,,,,fixed,,42157,55296,,,0.03,0.005,0.0075,43672,465.2116402,465.2116402,39.98494048,43707,43707,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,,90,3
A00019821,LP19758,Branch,42157,USA,Resi,Mortage,Loan,Linear,53107,54932,USD,173047.619,164395.2381,432.6190476,164827.8571,0.04,fixed,,,,fixed,,42158,54932,,,0.03,0.005,0.0075,43672,480.6878307,480.6878307,41.20696429,43707,43707,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,91,3
A00019822,LP19759,Web,42158,USA,Resi,Mortage,Loan,Linear,53108,54933,USD,178619.0476,169688.0952,482.2714286,170170.3667,0.04,mixed,5 years fixed then variable,,,fixed,,42159,54933,,,0.03,0.005,0.0075,43672,496.1640212,496.1640212,42.54259167,43707,43707,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,95,3
