Principal Balance,UPB,Loan ID,Origination Channel,MARP Status,Origination Date,MARP Entry,Last Payment Amount,Origination Country,Asset Class,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Accrued Interest Balance (On book),Original Interest Rate,Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate,Current Rate Type,Current Rate Ref,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due,Covenant Waiver,MARP Applicable
116714.2857,113613.1843,ZLP27493,Web,Not in MARP,9/14/2013,6/6/2014,0,Ireland,Resi,Mortage,Loan,Linear,4/25/2045,4/30/2045,EUR,116285.7143,20.88571429,0.04,fixed,,,,fixed,,5/4/2015,4/30/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,29.18379286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,360,9,0,1
107614.2857,113613.1843,ZLP27494,Broker,Not in MARP,9/15/2013,6/7/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,4/26/2045,5/1/2045,EUR,132714.2857,20.32714286,0.04,fixed,,,,fixed,,5/5/2015,5/1/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,26.90865321,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,90,3,1,0
113960,113613.1843,ZLP27495,Branch,Not in MARP,9/16/2013,6/8/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,4/27/2045,5/2/2045,EUR,129428.5714,19.76857143,0.04,fixed,,,,fixed,,5/6/2015,5/2/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,28.49494214,8/30/2019,8/30/2019,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,non-performing,91,3,0,0
190000,113613.1843,ZLP27496,Branch,Not in MARP,9/17/2013,6/9/2014,555.5555556,Ireland,CRE,Mortage,Loan,Linear,4/28/2045,5/3/2045,EUR,126142.8571,500,0.04,fixed,,,,fixed,,5/7/2015,5/3/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.625,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,95,3,0,0
142500,113613.1843,ZLP27497,Web,Not in MARP,9/18/2013,6/10/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/29/2045,4/28/2051,EUR,122857.1429,405,0.04,fixed,,,,fixed,,5/8/2015,4/28/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3,0,0
100020,113613.1843,ZLP27498,Broker,Not in MARP,9/19/2013,6/11/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,4/30/2045,4/29/2050,EUR,119571.4286,578,0.04,mixed,5 years fixed then variable,,,fixed,,5/9/2015,4/29/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,25.1495,8/30/2019,8/30/2019,monthly,monthly,833.3333333,3000.6,0.04,0.005,0.01,non-performing,93,3,0,0
80750,113891.7857,ZLP27499,Branch,Not in MARP,9/20/2013,6/12/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,5/1/2045,4/30/2050,EUR,116285.7143,425,0.04,fixed,,,,fixed,,5/10/2015,4/30/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.29375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,90,3,0,1
180000,113891.7857,ZLP27500,Web,Not in MARP,9/21/2013,6/13/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/2/2045,5/1/2050,EUR,119571.4286,34,0.04,fixed,,,,fixed,,5/11/2015,5/1/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,45.0085,8/30/2019,8/30/2019,monthly,monthly,3333.333333,10800,0.04,0.005,0.01,non-performing,92,3,1,0
147000,113891.7857,ZLP27501,Broker,Not in MARP,9/22/2013,6/14/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/3/2045,5/2/2050,EUR,116285.7143,750,0.04,fixed,,,,fixed,,5/12/2015,5/2/2050,,,0.03,0.005,0.0075,7/23/2019,416.6666667,36.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8820,0.04,0.005,0.01,non-performing,180,6,0,0
129200,113891.7857,ZLP27502,Branch,Not in MARP,9/23/2013,6/15/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,5/4/2045,5/3/2050,EUR,200000,680,0.04,mixed,5 years fixed then variable,,,fixed,,5/13/2015,5/3/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,2266.666667,7752,0.04,0.005,0.01,non-performing,90,3,0,0
126078.5714,113915.7,ZLP27503,Branch,Not in MARP,9/24/2013,6/16/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,5/5/2045,5/3/2053,EUR,200000,331.7857143,0.04,fixed,,,,fixed,,5/14/2015,5/3/2053,,,0.03,0.005,0.0075,7/26/2019,368.6507937,31.60258929,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,91,3,0,0
122957.1429,113915.7,ZLP27504,Web,ARA,9/25/2013,6/17/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,5/6/2045,5/11/2045,EUR,150000,349.4571429,0.05,fixed,,,,fixed,,5/15/2015,5/11/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,30.82665,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,95,3,0,0
119835.7143,113915.7,ZLP27505,Broker,Exited MARP,9/26/2013,6/18/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,5/7/2045,5/12/2045,EUR,200000,729.1057143,0.04145402299,fixed,,,,fixed,,5/16/2015,5/12/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,30.141205,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,97,3,0,1
110571.4286,113915.7,ZLP27506,Branch,Not in MARP,9/27/2013,6/19/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,5/8/2045,5/13/2045,EUR,175000,614.2857143,0.04155858361,fixed,,,,fixed,,5/17/2015,5/13/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,27.79642857,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3317.142857,0.04,0.005,0.01,non-performing,93,3,1,0
117180,113915.7,ZLP27507,Web,ARA,9/28/2013,6/20/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,5/9/2045,5/14/2045,EUR,170000,322.8428571,0.04166314423,fixed,,,,fixed,,5/18/2015,5/14/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,29.37571071,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3515.4,0.04,0.005,0.01,non-performing,270,6,0,0
110471.4286,113915.7,ZLP27508,Broker,ARA,9/29/2013,6/21/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,5/10/2045,5/15/2045,EUR,165000,672.1314286,0.04176770486,fixed,,,,fixed,,5/19/2015,5/15/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,27.78589,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,90,3,0,0
135000,113979.7686,ZLP27509,Branch,ARA,9/30/2013,6/22/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/11/2045,5/16/2045,EUR,160000,750,0.04187226548,fixed,,,,fixed,,5/20/2015,5/16/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,33.9375,8/30/2019,8/30/2019,monthly,monthly,2500,8100,0.04,0.005,0.01,non-performing,91,3,0,0
98000,113979.7686,ZLP27510,Branch,Not in MARP,10/1/2013,6/23/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,5/12/2045,5/11/2051,EUR,155000,17,0.0419768261,fixed,,,,fixed,,5/21/2015,5/11/2051,,,0.03,0.005,0.0075,7/26/2019,277.7777778,24.50425,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,95,3,0,0
80750,113979.7686,ZLP27511,Web,Not in MARP,10/2/2013,6/24/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,5/13/2045,5/12/2050,EUR,150000,14.45,0.04208138673,fixed,,,,fixed,,5/22/2015,5/12/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,97,3,0,0
190000,113979.7686,ZLP27512,Broker,Not in MARP,10/3/2013,6/25/2014,555.5555556,Ireland,CRE,Mortage,Loan,Linear,5/14/2045,5/13/2050,EUR,145000,34,0.04218594735,fixed,,,,fixed,,5/23/2015,5/13/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3,0,0
150030,114190.7143,ZLP27513,Branch,Not in MARP,10/4/2013,6/26/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/15/2045,5/14/2050,EUR,140000,375,0.04229050797,fixed,,,,fixed,,5/24/2015,5/14/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,37.60125,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,75,6,0,0
129200,114190.7143,ZLP27514,Web,Not in MARP,10/5/2013,6/27/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,5/16/2045,5/15/2050,EUR,135000,367.2,0.04239506859,fixed,,,,fixed,,5/25/2015,5/15/2050,,,0.03,0.005,0.0075,7/22/2019,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3,0,0
140700,114190.7143,ZLP27515,Broker,Not in MARP,10/6/2013,6/28/2014,434.2592593,Ireland,Resi,Mortage,Loan,Linear,5/17/2045,5/16/2050,EUR,130000,903.6066667,0.04249962922,fixed,,,,fixed,,5/26/2015,5/16/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,35.40090167,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4221,0.04,0.005,0.01,non-performing,91,3,0,0
158666.6667,114190.7143,ZLP27516,Branch,Not in MARP,10/7/2013,6/29/2014,449.7354497,Ireland,Resi,Mortage,Loan,Linear,5/18/2045,5/16/2053,EUR,125000,809.5238095,0.04260418984,mixed,5 years fixed then variable,,,fixed,,5/27/2015,5/16/2053,,,0.03,0.005,0.0075,7/26/2019,449.7354497,39.86904762,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,non-performing,95,3,0,0
159102.381,114190.7143,ZLP27517,Branch,Not in MARP,10/8/2013,6/30/2014,465.2116402,Ireland,CRE,Mortage,Loan,Linear,5/19/2045,5/24/2045,EUR,200000,28.47095238,0.04270875046,variable,,LIBOR,3,fixed,LIBOR,5/28/2015,5/24/2045,,,0.03,0.005,0.0075,7/26/2019,465.2116402,39.78271298,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,97,3,0,0
164395.2381,114190.7143,ZLP27518,Web,Not in MARP,10/9/2013,7/1/2014,480.6878307,Ireland,Resi,Mortage,Loan,Linear,5/20/2045,5/25/2045,EUR,200000,865.2380952,0.04281331109,fixed,,,,fixed,,5/29/2015,5/25/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,41.31511905,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3,0,0
169688.0952,114190.7143,ZLP27519,Broker,Not in MARP,10/10/2013,7/2/2014,496.1640212,Ireland,Resi,Mortage,Loan,Linear,5/21/2045,5/26/2045,EUR,150000,893.0952381,0.04291787171,fixed,,,,fixed,,5/30/2015,5/26/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,42.64529762,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,170,6,0,0
174980.9524,114190.7143,ZLP27520,Branch,Not in MARP,10/11/2013,7/3/2014,511.6402116,Ireland,Resi,Mortage,Loan,Linear,5/22/2045,5/27/2045,EUR,200000,460.4761905,0.04302243233,mixed,5 years fixed then variable,,,fixed,,5/31/2015,5/27/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,43.86035714,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,non-performing,90,3,0,0
170785.7143,114190.7143,ZLP27521,Web,Not in MARP,10/12/2013,7/4/2014,527.1164021,Ireland,Resi,Mortage,Loan,Linear,5/23/2045,5/28/2045,EUR,175000,512.3571429,0.04312699296,fixed,,,,fixed,,6/1/2015,5/28/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,42.82451786,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,91,3,0,1
191426.6667,114190.7143,ZLP27522,Broker,Not in MARP,10/13/2013,7/5/2014,0,Ireland,Resi,Mortage,Loan,Linear,5/24/2045,5/29/2045,EUR,170000,1129.026667,0.04323155358,fixed,,,,fixed,,6/2/2015,5/29/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,48.13892333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,non-performing,95,3,1,0
190000,114190.7143,ZLP27523,Branch,Not in MARP,10/14/2013,7/6/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/25/2045,5/24/2051,EUR,165000,1000,0.0433361142,fixed,,,,fixed,,6/3/2015,5/24/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3,0,0
135000,114190.7143,ZLP27524,Branch,ARA,10/15/2013,7/7/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/26/2045,5/25/2050,EUR,160000,405,0.04344067482,fixed,,,,fixed,,6/4/2015,5/25/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,33.85125,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,93,3,0,0
98000,114190.7143,ZLP27525,Web,Exited MARP,10/16/2013,7/8/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,5/27/2045,5/26/2050,EUR,155000,578,0.04354523545,fixed,,,,fixed,,6/5/2015,5/26/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,24.6445,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,90,3,0,0
80750,114190.7143,ZLP27526,Broker,Not in MARP,10/17/2013,7/9/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,5/28/2045,5/27/2050,EUR,150000,425,0.04364979607,fixed,,,,fixed,,6/6/2015,5/27/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.29375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,92,3,0,0
190000,114250.7143,ZLP27527,Branch,ARA,10/18/2013,7/10/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/29/2045,5/28/2050,EUR,145000,34,0.04375435669,mixed,5 years fixed then variable,,,fixed,,6/7/2015,5/28/2050,,,0.03,0.005,0.0075,7/23/2019,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3,0,1
150030,114250.7143,ZLP27528,Web,ARA,10/19/2013,7/11/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/30/2045,5/29/2050,EUR,140000,25.5,0.04385891732,fixed,,,,fixed,,6/8/2015,5/29/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,95,3,1,0
129200,114273.9714,ZLP27529,Broker,ARA,10/20/2013,7/12/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,5/31/2045,5/29/2053,EUR,135000,23.12,0.04396347794,fixed,,,,fixed,,6/9/2015,5/29/2053,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.30578,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,97,3,0,0
119442.8571,114273.9714,ZLP27530,Branch,Not in MARP,10/21/2013,7/13/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,6/1/2045,6/6/2045,EUR,130000,331.7857143,0.04406803856,fixed,,,,fixed,,6/10/2015,6/6/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,29.94366071,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3583.285714,0.04,0.005,0.01,non-performing,93,3,0,0
126840,114283.98,ZLP27531,Branch,Not in MARP,10/22/2013,7/14/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,6/2/2045,6/7/2045,EUR,125000,349.4571429,0.04417259918,mixed,5 years fixed then variable,,,fixed,,6/11/2015,6/7/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,31.79736429,8/30/2019,8/30/2019,monthly,monthly,2157.142857,7610.4,0.04,0.005,0.01,non-performing,90,3,0,0
119835.7143,114283.98,ZLP27532,Web,Not in MARP,10/23/2013,7/15/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,6/3/2045,6/8/2045,EUR,200000,729.1057143,0.04427715981,fixed,,,,fixed,,6/12/2015,6/8/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,30.141205,8/30/2019,8/30/2019,monthly,monthly,2102.380952,7190.142857,0.04,0.005,0.01,non-performing,92,3,0,0
116714.2857,114283.98,ZLP27533,Broker,Not in MARP,10/24/2013,7/16/2014,341.2698413,Ireland,CRE,Mortage,Loan,Linear,6/4/2045,6/9/2045,EUR,221666.6667,614.2857143,0.04438172043,fixed,,,,fixed,,6/13/2015,6/9/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,29.33214286,8/30/2019,8/30/2019,monthly,monthly,2047.619048,7002.857143,0.04,0.005,0.01,non-performing,180,6,0,1
113592.8571,114283.98,ZLP27534,Branch,Not in MARP,10/25/2013,7/17/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,6/5/2045,6/10/2045,EUR,256666.6667,20.32714286,0.04448628105,fixed,,,,fixed,,6/14/2015,6/10/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.40329607,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,170,6,1,0
110471.4286,116507.7171,ZLP27535,Web,Not in MARP,10/26/2013,7/18/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,6/6/2045,6/11/2045,EUR,291666.6667,581.4285714,0.04459084168,fixed,,,,fixed,,6/15/2015,6/11/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,27.76321429,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,213,6,0,0
180000,116507.7171,ZLP27536,Broker,Not in MARP,10/27/2013,7/19/2014,0,Ireland,Resi,Mortage,Loan,Linear,6/7/2045,6/6/2051,EUR,326666.6667,1000,0.0446954023,fixed,,,,fixed,,6/16/2015,6/6/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,360,9,0,0
147000,116507.7171,ZLP27537,Branch,Not in MARP,10/28/2013,7/20/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,6/8/2045,6/7/2050,EUR,361666.6667,375,0.04479996292,fixed,,,,fixed,,6/17/2015,6/7/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,36.84375,8/30/2019,8/30/2019,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,90,3,0,0
95000,116507.7171,ZLP27538,Branch,Not in MARP,10/29/2013,7/21/2014,277.7777778,Ireland,CRE,Mortage,Loan,Linear,6/9/2045,6/8/2050,EUR,396666.6667,270,0.04490452354,fixed,,,,fixed,,6/18/2015,6/8/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,23.8175,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,91,3,0,0
76500,116507.7171,ZLP27539,Web,Not in MARP,10/30/2013,7/22/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,6/10/2045,6/9/2050,EUR,431666.6667,491.3,0.04,fixed,,,,fixed,,6/19/2015,6/9/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,19.247825,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,95,3,0,0
196000,116507.7171,ZLP27540,Broker,Not in MARP,10/31/2013,7/23/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,6/11/2045,6/10/2050,EUR,200000,1000,0.035,fixed,,,,fixed,,6/20/2015,6/10/2050,,,0.03,0.005,0.0075,7/29/2019,555.5555556,49.25,8/30/2019,8/30/2019,monthly,monthly,3333.333333,11760,0.04,0.005,0.01,non-performing,97,3,0,0
142500,116599.6857,ZLP27541,Branch,Not in MARP,11/1/2013,7/24/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,6/12/2045,6/11/2050,EUR,150000,405,0.04,fixed,,,,fixed,,6/21/2015,6/11/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3,0,0
129200,116599.6857,ZLP27542,Web,Not in MARP,11/2/2013,7/25/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,6/13/2045,6/11/2053,EUR,136000,786.08,0.04,fixed,,,,fixed,,6/22/2015,6/11/2053,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.49652,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,213,6,0,0
132740.8286,116622.9429,ZLP27543,Broker,Not in MARP,11/3/2013,7/26/2014,331.7857143,Ireland,Resi,Mortage,Loan,Linear,6/14/2045,6/19/2045,EUR,132714.2857,663.5714286,0.04,fixed,,,,fixed,,6/23/2015,6/19/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,33.3511,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3982.224857,0.04,0.005,0.01,non-performing,170,3,0,0
122957.1429,116622.9429,ZLP27544,Branch,ARA,11/4/2013,7/27/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,6/15/2045,6/20/2045,EUR,129428.5714,22.00285714,0.0375,fixed,,,,fixed,,6/24/2015,6/20/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,30.74478643,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,90,3,0,0
113528.5714,116735.1714,ZLP27545,Branch,Exited MARP,11/5/2013,7/28/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,6/16/2045,6/21/2045,EUR,126142.8571,21.44428571,0.04,mixed,5 years fixed then variable,,,fixed,,6/25/2015,6/21/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,28.38750393,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3405.857143,0.04,0.005,0.01,non-performing,91,3,0,0
120400,116735.1714,ZLP27546,Web,Not in MARP,11/6/2013,7/29/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,6/17/2045,6/22/2045,EUR,122857.1429,20.88571429,0.04,variable,,LIBOR,3,fixed,LIBOR,6/26/2015,6/22/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,30.10522143,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3612,0.04,0.005,0.01,non-performing,95,3,0,0
113592.8571,116735.1714,ZLP27547,Broker,ARA,11/7/2013,7/30/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,6/18/2045,6/23/2045,EUR,119571.4286,298.9285714,0.04,fixed,,,,fixed,,6/27/2015,6/23/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.47294643,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,97,3,0,0
110471.4286,116735.1714,ZLP27548,Branch,ARA,11/8/2013,7/31/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,6/19/2045,6/24/2045,EUR,116285.7143,313.9714286,0.04,fixed,,,,fixed,,6/28/2015,6/24/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,27.69635,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,93,3,0,0
142500,116735.1714,ZLP27549,Web,ARA,11/9/2013,8/1/2014,0,Ireland,Resi,Mortage,Loan,Linear,6/20/2045,6/19/2051,EUR,150000,867,0.04,mixed,5 years fixed then variable,,,fixed,,6/29/2015,6/19/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,320,6,0,1
95000,116735.1714,ZLP27550,Broker,Not in MARP,11/10/2013,8/2/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,6/21/2045,6/20/2050,EUR,100000,500,0.04,fixed,,,,fixed,,6/30/2015,6/20/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,23.875,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,90,3,1,0
76500,116735.1714,ZLP27551,Branch,Not in MARP,11/11/2013,8/3/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,4/12/2045,4/11/2050,EUR,85000,14.45,0.0375,fixed,,,,fixed,,4/21/2015,4/11/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,19.1286125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,91,3,0,0
196000,116735.1714,ZLP27552,Branch,Not in MARP,11/12/2013,8/4/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,4/13/2045,4/12/2050,EUR,200000,1000,0.04,fixed,,,,fixed,,4/22/2015,4/12/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,49.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,95,3,0,0
142500,116735.1714,ZLP27553,Web,Not in MARP,11/13/2013,8/5/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/14/2045,4/13/2050,EUR,150000,750,0.04,fixed,,,,fixed,,4/23/2015,4/13/2050,,,0.03,0.005,0.0075,7/23/2019,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3,0,0
