Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
10000,2019-01-01,Credit card refinancing,,27.6%,852xx,AZ,< 1 year,0
1000,2019-01-01,Car financing,,25.5%,801xx,CO,< 1 year,0
7500,2019-01-01,Debt consolidation,,34.48%,498xx,MI,< 1 year,0
15000,2019-01-01,Credit card refinancing,,18.99%,630xx,MO,< 1 year,0
8000,2019-01-01,Credit card refinancing,,15.53%,917xx,CA,< 1 year,0
40000,2019-01-01,Credit card refinancing,,28.93%,073xx,NJ,< 1 year,0
14000,2019-01-01,Credit card refinancing,,39.64%,079xx,NJ,< 1 year,0
2000,2019-01-01,Debt consolidation,,42.15%,296xx,SC,n/a,0
20000,2019-01-01,Other,,3.22%,777xx,TX,< 1 year,0
20000,2019-01-01,Debt consolidation,,66.29%,220xx,VA,< 1 year,0
25000,2019-01-01,Home buying,,32.49%,287xx,NC,< 1 year,0
2000,2019-01-01,Credit card refinancing,,100%,958xx,CA,< 1 year,0
2500,2019-01-01,Debt consolidation,,2.03%,532xx,WI,1 year,0
30000,2019-01-01,Debt consolidation,,59.83%,221xx,VA,n/a,0
45000,2019-01-01,Business Loan,,-1%,370xx,TN,< 1 year,0
8000,2019-01-01,Credit card refinancing,,32.53%,762xx,TX,< 1 year,0
3000,2019-01-01,Debt consolidation,,35.1%,439xx,OH,< 1 year,0
32000,2019-01-01,Debt consolidation,,23.71%,727xx,AR,< 1 year,0
40000,2019-01-01,Debt consolidation,,29.39%,113xx,NY,< 1 year,0
20000,2019-01-01,Credit card refinancing,,48.6%,080xx,NJ,< 1 year,0
11000,2019-01-01,Credit card refinancing,,26.96%,281xx,NC,< 1 year,0
15000,2019-01-01,Debt consolidation,,0.68%,178xx,PA,< 1 year,0
10000,2019-01-01,Credit card refinancing,,100%,871xx,NM,< 1 year,0
4000,2019-01-01,Debt consolidation,,11.8%,112xx,NY,< 1 year,0
10000,2019-01-01,Debt consolidation,,23.34%,926xx,CA,< 1 year,0
3500,2019-01-01,Other,,0%,482xx,MI,< 1 year,0
3000,2019-01-01,Other,,10.72%,613xx,IL,< 1 year,0
30000,2019-01-01,Major purchase,,9.13%,472xx,IN,n/a,0
10000,2019-01-01,Other,,0%,352xx,AL,< 1 year,0
22000,2019-01-01,Credit card refinancing,,15.37%,014xx,MA,< 1 year,0
32000,2019-01-01,Debt consolidation,,16.48%,220xx,VA,< 1 year,0
22000,2019-01-01,Debt consolidation,,17.39%,232xx,VA,< 1 year,0
15500,2019-01-01,Debt consolidation,,24.93%,841xx,UT,< 1 year,0
2000,2019-01-01,Medical expenses,,31.53%,641xx,MO,< 1 year,0
15000,2019-01-01,Debt consolidation,,15.15%,960xx,CA,< 1 year,0
15000,2019-01-01,Major purchase,,1.92%,551xx,MN,< 1 year,0
10000,2019-01-01,Other,,39.99%,347xx,FL,< 1 year,0
1000,2019-01-01,Other,,22.38%,441xx,OH,5 years,0
35000,2019-01-01,Car financing,,22.36%,797xx,TX,< 1 year,0
10000,2019-01-01,Credit card refinancing,,39.14%,913xx,CA,< 1 year,0
40000,2019-01-01,Debt consolidation,,12.95%,069xx,CT,< 1 year,0
15000,2019-01-01,Credit card refinancing,,38.58%,435xx,OH,< 1 year,0
10000,2019-01-01,Debt consolidation,,20.67%,900xx,CA,< 1 year,0
13000,2019-01-01,Debt consolidation,,41.24%,351xx,AL,< 1 year,0
7000,2019-01-01,Debt consolidation,,22.19%,152xx,PA,n/a,0
20000,2019-01-01,Debt consolidation,,13.42%,925xx,CA,< 1 year,0
35000,2019-01-01,Debt consolidation,,24.61%,816xx,CO,< 1 year,0
8000,2019-01-01,Car financing,,11.14%,683xx,NE,< 1 year,0
35000,2019-01-01,Other,,4.56%,070xx,NJ,< 1 year,0
40000,2019-01-01,Debt consolidation,,18.58%,711xx,LA,< 1 year,0
5000,2019-01-01,Debt consolidation,,32.77%,486xx,MI,< 1 year,0
31000,2019-01-01,Car financing,,100%,940xx,CA,< 1 year,0
15000,2019-01-01,Credit card refinancing,,41.61%,932xx,CA,< 1 year,0
1000,2019-01-01,Home buying,,0%,317xx,GA,< 1 year,0
20000,2019-01-01,Debt consolidation,676,29.59%,260xx,WV,< 1 year,0
5000,2019-01-01,Business Loan,,-1%,323xx,FL,< 1 year,0
2000,2019-01-01,Debt consolidation,,14.02%,790xx,TX,< 1 year,0
25500,2019-01-01,Credit card refinancing,,54.61%,481xx,MI,< 1 year,0
5000,2019-01-01,Other,,10.36%,923xx,CA,< 1 year,0
4000,2019-01-01,Debt consolidation,,21.54%,113xx,NY,< 1 year,0
7500,2019-01-01,Debt consolidation,,51.51%,925xx,CA,< 1 year,0
10000,2019-01-01,Debt consolidation,,22.9%,787xx,TX,< 1 year,0
30000,2019-01-01,Credit card refinancing,,100%,150xx,PA,< 1 year,0
2500,2019-01-01,Other,,20.55%,940xx,CA,< 1 year,0
40000,2019-01-01,Debt consolidation,,20.8%,225xx,VA,< 1 year,0
25000,2019-01-01,Major purchase,,10.91%,301xx,GA,< 1 year,0
25000,2019-01-01,Credit card refinancing,,7.42%,301xx,GA,< 1 year,0
1200,2019-01-01,Major purchase,,0%,656xx,MO,< 1 year,0
1000,2019-01-01,Debt consolidation,,2.81%,420xx,KY,< 1 year,0
15000,2019-01-01,Other,,13.35%,551xx,MN,< 1 year,0
7000,2019-01-01,Home buying,,6.94%,208xx,MD,n/a,0
14000,2019-01-01,Home improvement,,35.05%,762xx,TX,< 1 year,0
5000,2019-01-01,Debt consolidation,,10.07%,352xx,AL,1 year,0
1500,2019-01-01,Debt consolidation,,26.88%,967xx,HI,< 1 year,0
12500,2019-01-01,Credit card refinancing,,24.49%,770xx,TX,< 1 year,0
10000,2019-01-01,Major purchase,,2.02%,381xx,TN,< 1 year,0
5000,2019-01-01,Debt consolidation,,20.97%,021xx,MA,n/a,0
15000,2019-01-01,Credit card refinancing,,21.2%,114xx,NY,< 1 year,0
1500,2019-01-01,Other,,10.58%,984xx,WA,< 1 year,0
10500,2019-01-01,Home buying,,14.56%,207xx,MD,< 1 year,0
40000,2019-01-01,Credit card refinancing,,19.19%,064xx,CT,< 1 year,0
10000,2019-01-01,Credit card refinancing,,43.17%,300xx,GA,< 1 year,0
10000,2019-01-01,Debt consolidation,,12.93%,806xx,CO,< 1 year,0
30000,2019-01-01,Home buying,,14.58%,124xx,NY,< 1 year,0
27000,2019-01-01,Car financing,,14.62%,730xx,OK,< 1 year,0
5000,2019-01-01,Major purchase,,24.17%,945xx,CA,< 1 year,0
10000,2019-01-01,Debt consolidation,,8.98%,077xx,NJ,< 1 year,0
4650,2019-01-01,Other,,0%,328xx,FL,1 year,0
10000,2019-01-01,Major purchase,,2.49%,331xx,FL,< 1 year,0
10000,2019-01-01,Credit card refinancing,,20.37%,333xx,FL,< 1 year,0
15000,2019-01-01,Debt consolidation,,37.62%,065xx,CT,< 1 year,0
19000,2019-01-01,Debt consolidation,,50.52%,481xx,MI,< 1 year,0
10000,2019-01-01,Other,,12%,105xx,NY,< 1 year,0
14000,2019-01-01,Debt consolidation,,25.54%,483xx,MI,< 1 year,0
3000,2019-01-01,Major purchase,,1.78%,307xx,GA,< 1 year,0
3000,2019-01-01,Major purchase,,0.89%,925xx,CA,< 1 year,0
15000,2019-01-01,Home buying,,7.92%,297xx,SC,< 1 year,0
10000,2019-01-01,Debt consolidation,,5.5%,104xx,NY,< 1 year,0
31000,2019-01-01,Debt consolidation,,13.41%,113xx,NY,< 1 year,0
20000,2019-01-01,Debt consolidation,,59.03%,302xx,GA,< 1 year,0
15000,2019-01-01,Debt consolidation,,11.66%,207xx,MD,< 1 year,0
1000,2019-01-01,Credit card refinancing,,2.4%,761xx,TX,< 1 year,0
10000,2019-01-01,Home improvement,,3.32%,809xx,CO,< 1 year,0
10000,2019-01-01,Credit card refinancing,,18.99%,773xx,TX,< 1 year,0
6500,2019-01-01,Debt consolidation,,51.68%,190xx,PA,< 1 year,0
15000,2019-01-01,Debt consolidation,,2.31%,339xx,FL,< 1 year,0
12000,2019-01-01,Debt consolidation,,1.9%,902xx,CA,< 1 year,0
35000,2019-01-01,Debt consolidation,,37.46%,212xx,MD,< 1 year,0
5800,2019-01-01,Car financing,,8.45%,606xx,IL,< 1 year,0
8500,2019-01-01,Debt consolidation,,9.33%,708xx,LA,< 1 year,0
30000,2019-01-01,Major purchase,,15.59%,798xx,TX,< 1 year,0
25000,2019-01-01,Debt consolidation,,12.52%,841xx,UT,< 1 year,0
1000,2019-01-01,Other,,14.79%,565xx,MN,< 1 year,0
25000,2019-01-01,Debt consolidation,,51.47%,453xx,OH,< 1 year,0
4000,2019-01-01,Credit card refinancing,,11.82%,956xx,CA,< 1 year,0
2500,2019-01-01,Debt consolidation,,21.48%,770xx,TX,5 years,0
20000,2019-01-01,Major purchase,,4.56%,937xx,CA,< 1 year,0
12500,2019-01-01,Home improvement,,5.6%,370xx,TN,< 1 year,0
15000,2019-01-01,Credit card refinancing,,16.24%,604xx,IL,< 1 year,0
12000,2019-01-01,Debt consolidation,,4.67%,199xx,DE,< 1 year,0
20000,2019-01-01,Credit card refinancing,,27.39%,100xx,NY,< 1 year,0
30000,2019-01-01,Debt consolidation,,41.39%,601xx,IL,< 1 year,0
5000,2019-01-01,Other,,12.7%,967xx,HI,< 1 year,0
22000,2019-01-01,Credit card refinancing,,35.19%,403xx,KY,< 1 year,0
13000,2019-01-01,Debt consolidation,,8.73%,922xx,CA,< 1 year,0
3000,2019-01-01,Other,,2.03%,076xx,NJ,< 1 year,0
10000,2019-01-01,Other,573,100%,010xx,MA,< 1 year,0
35000,2019-01-01,Credit card refinancing,,45.09%,648xx,MO,< 1 year,0
4000,2019-01-01,Debt consolidation,,34.35%,672xx,KS,< 1 year,0
10000,2019-01-01,Credit card refinancing,,24.61%,333xx,FL,< 1 year,0
3000,2019-01-01,Other,,16.53%,981xx,WA,< 1 year,0
3500,2019-01-01,Medical expenses,,24.5%,539xx,WI,n/a,0
8500,2019-01-01,Debt consolidation,,11.6%,112xx,NY,< 1 year,0
10000,2019-01-01,Credit card refinancing,,34.09%,488xx,MI,< 1 year,0
20625,2019-01-01,Car financing,,100%,174xx,PA,3 years,0
10000,2019-01-01,Credit card refinancing,,29.59%,403xx,KY,< 1 year,0
8000,2019-01-01,Debt consolidation,,6.1%,606xx,IL,< 1 year,0
20000,2019-01-01,Debt consolidation,,9.8%,701xx,LA,< 1 year,0
10000,2019-01-01,Home buying,,100%,977xx,OR,2 years,0
1500,2019-01-01,Debt consolidation,,5.14%,953xx,CA,< 1 year,0
1200,2019-01-01,Other,,28.96%,890xx,NV,< 1 year,0
40000,2019-01-01,Debt consolidation,,21.91%,751xx,TX,< 1 year,0
5000,2019-01-01,Debt consolidation,,16.42%,411xx,KY,< 1 year,0
5000,2019-01-01,Business,,5.48%,712xx,LA,< 1 year,0
10000,2019-01-01,Debt consolidation,,17.33%,945xx,CA,< 1 year,0
15000,2019-01-01,Debt consolidation,,11.89%,750xx,TX,< 1 year,0
25000,2019-01-01,Home buying,,39.52%,442xx,OH,< 1 year,0
1000,2019-01-01,Other,,0%,945xx,CA,< 1 year,0
1000,2019-01-01,Other,,0.66%,724xx,AR,n/a,0
4500,2019-01-01,Credit card refinancing,,14.48%,188xx,PA,< 1 year,0
3000,2019-01-01,Debt consolidation,,22.44%,757xx,TX,< 1 year,0
3500,2019-01-01,Debt consolidation,,55.26%,173xx,PA,< 1 year,0
6500,2019-01-01,Other,,11.73%,483xx,MI,< 1 year,0
35000,2019-01-01,Debt consolidation,,34.16%,605xx,IL,< 1 year,0
4000,2019-01-01,Debt consolidation,,4.99%,028xx,RI,< 1 year,0
5000,2019-01-01,Debt consolidation,,15.48%,547xx,WI,< 1 year,0
6000,2019-01-01,Debt consolidation,,17.79%,112xx,NY,< 1 year,0
29500,2019-01-01,Credit card refinancing,,42.49%,322xx,FL,< 1 year,0
21500,2019-01-01,Car financing,,62.85%,968xx,HI,< 1 year,0
10000,2019-01-01,Credit card refinancing,,5.4%,913xx,CA,2 years,2
17000,2019-01-01,Major purchase,,9.87%,341xx,FL,< 1 year,0
26000,2019-01-01,Home buying,,21.5%,953xx,CA,< 1 year,0
35000,2019-01-01,Debt consolidation,,48.27%,553xx,MN,4 years,0
5000,2019-01-01,Other,,58.17%,283xx,NC,< 1 year,0
20000,2019-01-01,Credit card refinancing,,19.6%,980xx,WA,< 1 year,0
5000,2019-01-01,Other,,2%,606xx,IL,< 1 year,0
10000,2019-01-01,Debt consolidation,,32.27%,770xx,TX,< 1 year,0
28000,2019-01-01,Debt consolidation,,29.36%,577xx,SD,< 1 year,0
12500,2019-01-01,Debt consolidation,,54.67%,339xx,FL,< 1 year,0
30000,2019-01-01,Debt consolidation,,29.49%,270xx,NC,< 1 year,0
18000,2019-01-01,Car financing,,0%,295xx,SC,< 1 year,0
8000,2019-01-01,Credit card refinancing,,18.87%,331xx,FL,< 1 year,0
22500,2019-01-01,Debt consolidation,,17.44%,331xx,FL,< 1 year,0
5000,2019-01-01,Debt consolidation,,6.49%,194xx,PA,< 1 year,0
10000,2019-01-01,Debt consolidation,,13.94%,752xx,TX,1 year,0
10000,2019-01-01,Debt consolidation,612,100%,367xx,AL,< 1 year,0
10000,2019-01-01,Credit card refinancing,,33.8%,388xx,MS,< 1 year,0
7000,2019-01-01,Credit card refinancing,,52.75%,294xx,SC,< 1 year,0
6000,2019-01-01,Credit card refinancing,,31.08%,146xx,NY,< 1 year,0
10000,2019-01-01,Debt consolidation,,18.67%,144xx,NY,< 1 year,0
10000,2019-01-01,Other,,0.08%,010xx,MA,5 years,0
1000,2019-01-01,Other,,100%,716xx,AR,1 year,0
20000,2019-01-01,Other,,35.09%,301xx,GA,< 1 year,0
30000,2019-01-01,Debt consolidation,,13.8%,917xx,CA,< 1 year,0
12675,2019-01-01,Car financing,,100%,761xx,TX,1 year,0
6000,2019-01-01,Credit card refinancing,,5.11%,686xx,NE,< 1 year,0
11725,2019-01-01,Car financing,,100%,070xx,NJ,< 1 year,0
11000,2019-01-01,Debt consolidation,,17.16%,631xx,MO,< 1 year,0
4000,2019-01-01,Debt consolidation,,17.65%,891xx,NV,< 1 year,0
25000,2019-01-01,Debt consolidation,,21.04%,600xx,IL,< 1 year,0
10000,2019-01-01,Credit card refinancing,,25.35%,628xx,IL,< 1 year,0
12100,2019-01-01,Debt consolidation,,7.81%,070xx,NJ,< 1 year,0
1000,2019-01-01,Other,,0%,321xx,FL,< 1 year,0
15000,2019-01-01,Debt consolidation,,27.81%,624xx,IL,< 1 year,0
18000,2019-01-01,Debt consolidation,,39.96%,925xx,CA,< 1 year,0
5000,2019-01-01,Debt consolidation,,21.73%,606xx,IL,< 1 year,0
30000,2019-01-01,Other,,37.83%,610xx,IL,< 1 year,0
23500,2019-01-01,Home buying,,25.89%,850xx,AZ,< 1 year,0
22500,2019-01-01,Debt consolidation,,24.12%,314xx,GA,< 1 year,0
2500,2019-01-01,Credit card refinancing,,6.81%,954xx,CA,< 1 year,0
8500,2019-01-01,Other,,15.26%,080xx,NJ,< 1 year,0
10000,2019-01-01,Credit card refinancing,,21.57%,346xx,FL,< 1 year,0
21000,2019-01-01,Debt consolidation,,42.9%,240xx,VA,< 1 year,0
22000,2019-01-01,Credit card refinancing,,23.9%,450xx,OH,< 1 year,0
2000,2019-01-01,Moving and relocation,,0.61%,951xx,CA,< 1 year,0
10000,2019-01-01,Debt consolidation,,34.66%,761xx,TX,< 1 year,0
2000,2019-01-01,Other,,36.58%,937xx,CA,< 1 year,0
7500,2019-01-01,Debt consolidation,,15.64%,293xx,SC,< 1 year,0
25000,2019-01-01,Business,,11.55%,820xx,WY,< 1 year,0
2500,2019-01-01,Other,605,27.53%,383xx,TN,< 1 year,0
1000,2019-01-01,Debt consolidation,,7.65%,917xx,CA,< 1 year,0
19000,2019-01-01,Credit card refinancing,,36.76%,432xx,OH,< 1 year,0
10000,2019-01-01,Credit card refinancing,,33.26%,730xx,OK,n/a,0
10000,2019-01-01,Other,,24.45%,958xx,CA,< 1 year,0
10000,2019-01-01,Other,,8.14%,114xx,NY,< 1 year,0
2000,2019-01-01,Debt consolidation,,9.33%,135xx,NY,< 1 year,0
20500,2019-01-01,Debt consolidation,,35.6%,775xx,TX,n/a,0
2500,2019-01-01,Car financing,,0%,922xx,CA,< 1 year,0
5000,2019-01-01,Home buying,,2.4%,451xx,OH,< 1 year,0
40000,2019-01-01,Debt consolidation,,57.47%,342xx,FL,n/a,0
10000,2019-01-01,Credit card refinancing,,24.31%,933xx,CA,< 1 year,0
20500,2019-01-01,Credit card refinancing,,27.18%,774xx,TX,< 1 year,0
10000,2019-01-01,Major purchase,,2.4%,731xx,OK,< 1 year,0
10000,2019-01-01,Credit card refinancing,,47.24%,141xx,NY,< 1 year,0
3000,2019-01-01,Debt consolidation,567,0.91%,805xx,CO,< 1 year,0
10000,2019-01-01,Credit card refinancing,,20.43%,273xx,NC,< 1 year,0
10000,2019-01-01,Home buying,,14.02%,626xx,IL,< 1 year,0
3000,2019-01-01,Debt consolidation,,68.98%,724xx,AR,< 1 year,0
1500,2019-01-01,Car financing,,0%,958xx,CA,< 1 year,0
15000,2019-01-01,Credit card refinancing,,25.24%,604xx,IL,< 1 year,0
10000,2019-01-01,Medical expenses,,6.65%,469xx,IN,< 1 year,0
2000,2019-01-01,Credit card refinancing,,26.53%,175xx,PA,< 1 year,0
7500,2019-01-01,Other,,8.18%,928xx,CA,< 1 year,0
15000,2019-01-01,Major purchase,,9.99%,070xx,NJ,< 1 year,0
40000,2019-01-01,Debt consolidation,,25.11%,945xx,CA,< 1 year,0
30000,2019-01-01,Other,,38.15%,296xx,SC,< 1 year,0
4800,2019-01-01,Home improvement,,2.74%,923xx,CA,< 1 year,0
5000,2019-01-01,Debt consolidation,,3.31%,132xx,NY,< 1 year,0
40000,2019-01-01,Debt consolidation,,46%,700xx,LA,< 1 year,0
12500,2019-01-01,Debt consolidation,,16.95%,117xx,NY,< 1 year,0
20000,2019-01-01,Debt consolidation,,20.68%,933xx,CA,< 1 year,0
10000,2019-01-01,Credit card refinancing,,848.78%,494xx,MI,< 1 year,0
18000,2019-01-01,Debt consolidation,,10.13%,281xx,NC,< 1 year,0
9000,2019-01-01,Credit card refinancing,,34.57%,365xx,AL,< 1 year,0
5000,2019-01-01,Debt consolidation,,6.72%,820xx,WY,< 1 year,0
15000,2019-01-01,Debt consolidation,,18.13%,212xx,MD,< 1 year,0
12500,2019-01-01,Credit card refinancing,,21.12%,774xx,TX,< 1 year,0
10000,2019-01-01,Home improvement,,10.51%,228xx,VA,< 1 year,0
1000,2019-01-01,Other,,100%,565xx,MN,< 1 year,0
4500,2019-01-01,Other,,20.23%,448xx,OH,< 1 year,0
10000,2019-01-01,Credit card refinancing,,11.07%,851xx,AR,< 1 year,0
4000,2019-01-01,Debt consolidation,,18.33%,843xx,UT,< 1 year,0
30000,2019-01-01,Debt consolidation,,29.09%,928xx,CA,< 1 year,0
6000,2019-01-01,Other,,64.86%,917xx,CA,< 1 year,0
10000,2019-01-01,Debt consolidation,,29.72%,674xx,KS,1 year,0
10000,2019-01-01,Debt consolidation,,39.26%,605xx,IL,< 1 year,0
14000,2019-01-01,Home buying,,10.13%,958xx,CA,2 years,0
40000,2019-01-01,Debt consolidation,,14.04%,101xx,NY,< 1 year,0
20000,2019-01-01,Credit card refinancing,,27.39%,100xx,NY,< 1 year,0
3000,2019-01-01,Debt consolidation,,2.52%,291xx,SC,2 years,0
1000,2019-01-01,Other,,47.68%,908xx,CA,< 1 year,0
6000,2019-01-01,Home buying,,16.43%,201xx,VA,< 1 year,0
40000,2019-01-01,Debt consolidation,,14.74%,209xx,MD,< 1 year,0
10000,2019-01-01,Debt consolidation,,14.4%,956xx,CA,< 1 year,0
6500,2019-01-01,Debt consolidation,,45.18%,212xx,MD,n/a,0
15000,2019-01-01,Home buying,,100%,730xx,OK,< 1 year,0
10000,2019-01-01,Medical expenses,,37.28%,761xx,TX,< 1 year,0
20000,2019-01-01,Debt consolidation,,95.72%,314xx,GA,< 1 year,0
25000,2019-01-01,Home buying,,11.85%,463xx,IN,< 1 year,0
7000,2019-01-01,Credit card refinancing,,24%,451xx,OH,< 1 year,0
10000,2019-01-01,Debt consolidation,,9.78%,352xx,AL,< 1 year,0
16500,2019-01-01,Credit card refinancing,,34.09%,030xx,NH,< 1 year,0
30000,2019-01-01,Debt consolidation,,22.45%,730xx,OK,< 1 year,0
10000,2019-01-01,Credit card refinancing,,35.51%,077xx,NJ,< 1 year,0
1000,2019-01-01,Other,,28.37%,373xx,TN,< 1 year,0
25000,2019-01-01,Debt consolidation,,34.66%,922xx,CA,< 1 year,0
2500,2019-01-01,Other,,2.6%,797xx,TX,< 1 year,0
38075,2019-01-01,Credit card refinancing,,100%,456xx,OH,< 1 year,0
3500,2019-01-01,Home improvement,,11.49%,368xx,AL,< 1 year,0
5000,2019-01-01,Credit card refinancing,,4.48%,171xx,PA,< 1 year,0
15000,2019-01-01,Debt consolidation,,68.64%,297xx,SC,< 1 year,0
8000,2019-01-01,Credit card refinancing,,36.16%,707xx,LA,< 1 year,0
8000,2019-01-01,Medical expenses,,27.99%,080xx,NJ,< 1 year,0
10000,2019-01-01,Home buying,,23.56%,117xx,NY,< 1 year,0
1000,2019-01-01,Other,571,0%,653xx,MO,< 1 year,0
10000,2019-01-01,Debt consolidation,,33.26%,730xx,OK,< 1 year,0
25000,2019-01-01,Other,,7.91%,780xx,TX,< 1 year,0
1000,2019-01-01,Other,,100%,212xx,MD,< 1 year,0
9500,2019-01-01,Credit card refinancing,,12.91%,208xx,MD,< 1 year,0
19500,2019-01-01,Home buying,,16.67%,374xx,TN,< 1 year,0
20000,2019-01-01,Debt consolidation,,22.08%,952xx,CA,< 1 year,0
12500,2019-01-01,Debt consolidation,,23.82%,302xx,GA,< 1 year,0
5000,2019-01-01,Debt consolidation,,36.67%,894xx,NV,< 1 year,0
5500,2019-01-01,Other,,0%,322xx,FL,< 1 year,0
10000,2019-01-01,Debt consolidation,,17.25%,765xx,TX,< 1 year,0
3000,2019-01-01,Other,573,5.97%,765xx,TX,< 1 year,0
10000,2019-01-01,Credit card refinancing,,22.07%,480xx,MI,< 1 year,0
25000,2019-01-01,Debt consolidation,,100%,113xx,NY,< 1 year,0
7000,2019-01-01,Credit card refinancing,,6.09%,466xx,IN,< 1 year,0
1500,2019-01-01,Other,,8.05%,273xx,NC,< 1 year,0
3000,2019-01-01,Other,,1.63%,935xx,CA,< 1 year,0
5000,2019-01-01,Debt consolidation,,2.09%,201xx,VA,< 1 year,0
1000,2019-01-01,Debt consolidation,,15.2%,018xx,MA,< 1 year,0
5000,2019-01-01,Debt consolidation,,37.72%,752xx,TX,< 1 year,0
12500,2019-01-01,Debt consolidation,,41.81%,379xx,TN,< 1 year,0
10000,2019-01-01,Credit card refinancing,,35.49%,606xx,IL,< 1 year,0
40000,2019-01-01,Debt consolidation,,13.12%,450xx,OH,< 1 year,0
6000,2019-01-01,Debt consolidation,,44.34%,934xx,CA,< 1 year,0
40000,2019-01-01,Debt consolidation,,15.91%,981xx,WA,9 years,0
40000,2019-01-01,Debt consolidation,,34.15%,891xx,NV,< 1 year,0
10000,2019-01-01,Home buying,,42.44%,701xx,LA,< 1 year,0
10000,2019-01-01,Debt consolidation,,14.57%,945xx,CA,< 1 year,0
5000,2019-01-01,Credit card refinancing,,8.1%,592xx,MT,< 1 year,0
10000,2019-01-01,Other,,0.92%,190xx,PA,< 1 year,0
18500,2019-01-01,Debt consolidation,,95.72%,314xx,GA,< 1 year,0
2000,2019-01-01,Debt consolidation,,37.98%,328xx,FL,< 1 year,0
35000,2019-01-01,Debt consolidation,,100%,800xx,CO,< 1 year,0
1000,2019-01-01,Other,,100%,740xx,OK,< 1 year,0
8000,2019-01-01,Debt consolidation,,50.54%,483xx,MI,< 1 year,0
22000,2019-01-01,Debt consolidation,,40.16%,780xx,TX,< 1 year,0
1000,2019-01-01,Other,573,0%,321xx,FL,< 1 year,0
1000,2019-01-01,Debt consolidation,655,55.2%,776xx,TX,< 1 year,0
8000,2019-01-01,Debt consolidation,,33.48%,530xx,WI,< 1 year,0
32000,2019-01-01,Debt consolidation,,18.57%,846xx,UT,< 1 year,0
5000,2019-01-01,Debt consolidation,,4.09%,900xx,CA,< 1 year,0
40000,2019-01-01,Debt consolidation,,16.87%,371xx,TN,< 1 year,0
20000,2019-01-01,Other,,3.24%,921xx,CA,< 1 year,0
5000,2019-01-01,Debt consolidation,,0.05%,430xx,OH,< 1 year,0
10500,2019-01-01,Debt consolidation,,44.11%,267xx,WV,< 1 year,0
30000,2019-01-01,Debt consolidation,,38.4%,324xx,FL,< 1 year,0
15000,2019-01-01,Debt consolidation,,11.63%,957xx,CA,< 1 year,0
35000,2019-01-01,Credit card refinancing,,34.88%,606xx,IL,< 1 year,0
10000,2019-01-01,Debt consolidation,,16.11%,387xx,MS,< 1 year,0
1000,2019-01-01,Debt consolidation,,35.45%,430xx,OH,< 1 year,0
10000,2019-01-01,Other,,9.02%,953xx,CA,< 1 year,0
25000,2019-01-01,Home buying,,100%,104xx,NY,< 1 year,0
10000,2019-01-01,Debt consolidation,,33.98%,985xx,WA,< 1 year,0
2500,2019-01-01,Credit card refinancing,,6.91%,376xx,TN,< 1 year,0
3000,2019-01-01,Debt consolidation,,16.14%,604xx,IL,< 1 year,0
5000,2019-01-01,Debt consolidation,,7.19%,462xx,IN,< 1 year,0
35000,2019-01-01,Debt consolidation,,54.68%,832xx,ID,< 1 year,0
1500,2019-01-01,Debt consolidation,,13.32%,212xx,MD,< 1 year,0
20000,2019-01-01,Credit card refinancing,,10.42%,430xx,OH,< 1 year,0
8000,2019-01-01,Credit card refinancing,,28.24%,774xx,TX,< 1 year,0
3000,2019-01-01,Other,,18.77%,171xx,PA,< 1 year,0
18000,2019-01-01,Debt consolidation,,38.58%,806xx,CO,< 1 year,0
20000,2019-01-01,Credit card refinancing,,100%,606xx,IL,< 1 year,0
3000,2019-01-01,Credit card refinancing,,25.69%,310xx,GA,< 1 year,0
30000,2019-01-01,Home buying,,28.14%,303xx,GA,< 1 year,0
40000,2019-01-01,Debt consolidation,,17.48%,982xx,WA,< 1 year,0
15000,2019-01-01,Debt consolidation,,23.81%,535xx,WI,< 1 year,0
5000,2019-01-01,Debt consolidation,,18.77%,200xx,DC,< 1 year,0
20000,2019-01-01,Credit card refinancing,,6.55%,021xx,MA,< 1 year,0
26000,2019-01-01,Car financing,,5.41%,150xx,PA,< 1 year,0
20000,2019-01-01,Debt consolidation,,9.7%,101xx,NY,< 1 year,0
6000,2019-01-01,Debt consolidation,,6%,292xx,SC,< 1 year,0
40000,2019-01-01,Home improvement,,5.79%,207xx,MD,< 1 year,0
15000,2019-01-01,Debt consolidation,,26.95%,326xx,FL,< 1 year,0
