LOAN_IDENTIFIER,ORIGINATION_CHANNEL ,SELLER_NAME ,ORIGINAL_INTEREST_RATE ,ORIGINAL_UPB,ORIGINAL_LOAN_TERM ,ORIGINATION_DATE,FIRST_PAYMENT_DATE ,ORIGINAL_LOAN-TO-VALUE_(LTV) ,ORIGINAL_COMBINED_LOAN-TO-VALUE_(CLTV) ,NUMBER_OF_BORROWERS ,ORIGINAL_DEBT_TO_INCOME_RATIO,BORROWER_CREDIT_SCORE_AT_ORIGINATION ,FIRST_TIME_HOME_BUYER_INDICATOR ,LOAN_PURPOSE ,PROPERTY_TYPE,NUMBER_OF_UNITS,OCCUPANCY_TYPE,PROPERTY_STATE ,ZIP_CODE_SHORT,PRIMARY_MORTGAGE_INSURANCE_PERCENT ,PRODUCT_TYPE,CO-BORROWER_CREDIT_SCORE_AT_ORIGINATION ,MORTGAGE_INSURANCE_TYPE,RELOCATION_MORTGAGE_INDICATOR
101849103302,C,U.S. BANK N.A.,4.125,22000,360,12/2016,02/2017,95,95,1,20,700,N,R,CO,1,P,IL,604,16,FRM,,1,N
101849891713,C,"WELLS FARGO BANK, N.A.",4.375,238000,360,05/2017,07/2017,90,90,1,43,771,Y,P,SF,1,P,NV,891,25,FRM,,1,N
101850754079,R,OTHER,4.625,104000,360,05/2017,07/2017,75,75,2,26,767,N,P,SF,2,I,MO,630,,FRM,802,,N
101853769590,B,OTHER,4.25,316000,360,04/2017,06/2017,80,80,2,39,769,N,P,PU,1,P,FL,349,,FRM,787,,N
101855245565,R,OTHER,3.99,159000,360,04/2017,06/2017,95,95,1,36,766,Y,P,SF,1,P,WI,531,25,FRM,,1,N
101856702481,R,"NATIONSTAR MORTGAGE, LLC",4.5,310000,360,05/2017,07/2017,78,78,2,30,765,N,C,PU,1,P,CA,926,,FRM,762,,N
101860083115,C,OTHER,4.125,168000,360,05/2017,07/2017,90,90,1,24,820,N,P,PU,1,P,OK,740,25,FRM,,1,N
101860232480,C,OTHER,4.75,89000,360,05/2017,07/2017,97,97,1,36,753,N,P,SF,1,P,OK,731,35,FRM,,1,N
101861622292,R,U.S. BANK N.A.,3.75,123000,120,05/2017,07/2017,55,55,2,13,714,N,R,SF,1,P,NV,890,,FRM,714,,N
101865146380,R,QUICKEN LOANS INC.,3.99,75000,180,04/2017,06/2017,91,91,1,38,754,N,R,SF,1,P,IL,617,25,FRM,,1,N
101879136325,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.625,102000,360,05/2017,07/2017,44,44,1,14,739,N,R,SF,1,I,AZ,852,,FRM,,,N
101884690733,C,OTHER,4.25,58000,360,05/2017,07/2017,51,51,1,34,786,N,C,CO,1,P,GA,300,,FRM,,,N
101887413116,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.875,115000,120,03/2017,05/2017,30,33,2,37,801,N,R,SF,1,P,MD,216,,FRM,815,,N
101887713135,R,OTHER,4.5,249000,360,04/2017,06/2017,92,92,2,37,685,N,R,PU,1,P,MD,210,30,FRM,690,1,N
101888509938,B,OTHER,4.25,360000,360,04/2017,06/2017,56,56,2,41,730,N,C,SF,1,P,CA,946,,FRM,743,,N
101889590658,R,OTHER,4.5,424000,360,03/2017,04/2017,79,90,2,41,786,N,P,SF,1,P,AZ,850,,FRM,760,,N
101890772624,C,"AMERIHOME MORTGAGE COMPANY, LLC",3.25,254000,180,05/2017,06/2017,80,80,2,30,796,N,R,SF,1,P,NH,30,,FRM,815,,N
101897542072,R,OTHER,4.625,236000,360,04/2017,06/2017,80,80,1,43,679,N,P,PU,1,P,OH,440,,FRM,,,N
101898684750,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.5,79000,240,03/2017,05/2017,61,61,1,49,819,N,R,SF,1,P,CA,933,,FRM,,,N
101903196455,B,"CALIBER HOME LOANS, INC.",3.25,217000,180,04/2017,06/2017,80,80,2,34,806,N,P,SF,1,P,TX,787,,FRM,720,,N
101903721434,B,OTHER,4.25,144000,360,05/2017,07/2017,80,80,1,25,788,N,P,SF,1,P,OK,730,,FRM,,,N
101909995554,R,QUICKEN LOANS INC.,4.99,174000,360,04/2017,06/2017,73,73,2,32,697,N,C,SF,1,P,CA,925,,FRM,687,,N
101911957317,R,"NATIONSTAR MORTGAGE, LLC",5.5,196000,360,04/2017,06/2017,78,78,1,40,680,N,C,PU,1,P,TX,751,,FRM,,,N
101912013922,C,"WELLS FARGO BANK, N.A.",3.99,314000,360,05/2017,07/2017,95,95,2,37,727,Y,P,SF,1,P,CO,802,30,FRM,726,1,N
101916544085,R,QUICKEN LOANS INC.,3.25,246000,180,05/2017,07/2017,75,75,2,26,715,N,R,PU,1,P,CA,956,,FRM,741,,N
101922898830,C,U.S. BANK N.A.,4.375,265000,360,04/2017,06/2017,79,79,1,22,739,N,R,SF,1,P,MO,640,,FRM,,,N
101933530047,R,OTHER,4.125,215000,360,05/2017,07/2017,34,34,1,18,736,N,C,SF,1,P,WA,981,,FRM,,,N
101938029410,C,"WELLS FARGO BANK, N.A.",4.375,184000,360,04/2017,06/2017,95,99,2,23,706,Y,P,SF,1,P,NC,272,30,FRM,701,1,N
101938353693,R,OTHER,4.625,289000,360,06/2017,08/2017,80,80,1,44,663,N,P,PU,1,P,NV,891,,FRM,,,N
101938614887,R,QUICKEN LOANS INC.,4.125,235000,360,04/2017,06/2017,90,90,1,44,756,N,P,PU,1,P,WA,989,25,FRM,,1,N
101946504191,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.75,285000,360,02/2017,05/2017,52,52,1,45,720,N,C,SF,1,P,CA,906,,FRM,,,N
101949054469,R,OTHER,4.25,200000,360,03/2017,05/2017,44,44,1,46,655,N,P,PU,1,P,CA,920,,FRM,,,N
101950644770,R,OTHER,4.25,254000,360,05/2017,07/2017,92,92,1,35,767,Y,P,SF,1,P,MD,210,25,FRM,,1,N
101953293061,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.75,304000,240,03/2017,05/2017,80,80,2,20,786,N,P,PU,1,P,TX,770,,FRM,807,,N
101954284839,R,OTHER,4.125,159000,360,06/2017,08/2017,80,80,2,33,780,N,P,PU,1,P,AZ,852,,FRM,792,,N
101955502853,C,"WELLS FARGO BANK, N.A.",3.5,141000,180,04/2017,06/2017,80,80,2,42,712,Y,P,PU,1,P,TX,773,,FRM,714,,N
101960943921,R,"MOVEMENT MORTGAGE, LLC",4.5,93000,360,05/2017,07/2017,84,84,2,44,746,Y,P,SF,1,P,RI,29,12,FRM,798,2,N
101962404431,R,OTHER,4.125,266000,360,04/2017,06/2017,59,59,2,44,721,N,P,SF,1,P,CA,953,,FRM,763,,N
101962828171,C,OTHER,4.5,191000,360,04/2017,06/2017,95,95,1,28,706,N,P,PU,1,P,LA,705,30,FRM,,1,N
101964086378,C,U.S. BANK N.A.,4.75,180000,360,05/2017,07/2017,95,103,2,43,673,Y,P,PU,1,P,FL,338,16,FRM,778,1,N
101975789585,C,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4.49,81000,360,05/2017,07/2017,95,95,1,15,761,Y,P,SF,1,P,MS,395,30,FRM,,1,N
101976312366,R,OTHER,4.625,147000,360,05/2017,07/2017,97,97,2,27,656,Y,P,SF,1,P,WI,535,35,FRM,652,1,N
101977615358,R,QUICKEN LOANS INC.,3.75,129000,180,05/2017,07/2017,67,67,2,30,763,N,R,PU,1,P,TX,761,,FRM,741,,N
101977878256,R,OTHER,4.5,424000,360,05/2017,07/2017,71,84,1,40,702,N,P,SF,1,P,IL,606,,FRM,,,N
101981605462,R,"WELLS FARGO BANK, N.A.",4.375,272000,360,04/2017,06/2017,80,80,2,44,795,N,P,SF,1,P,NJ,82,,FRM,807,,N
101982018321,R,QUICKEN LOANS INC.,4.5,411000,360,04/2017,06/2017,80,80,1,26,782,N,R,PU,1,P,MI,488,,FRM,,,N
101983675083,R,OTHER,3.5,70000,180,06/2017,08/2017,67,67,1,34,808,N,P,MH,1,P,NC,287,,FRM,,,N
101986420338,R,OTHER,4.625,323000,360,05/2017,07/2017,95,95,1,38,664,N,P,SF,1,P,VA,233,30,FRM,,1,N
101987023517,B,OTHER,4.25,225000,360,03/2017,05/2017,75,75,2,31,754,N,P,PU,1,S,AZ,863,,FRM,754,,N
101992628032,R,OTHER,4.375,170000,360,05/2017,07/2017,46,46,1,41,678,N,P,PU,1,P,TN,372,,FRM,,,N
101995244851,R,OTHER,4,203000,360,06/2017,08/2017,82,82,1,32,809,N,P,SF,1,P,WI,537,12,FRM,,1,N
101997632273,R,OTHER,4.125,130000,360,05/2017,08/2017,56,56,2,29,700,N,C,SF,1,P,WI,531,,FRM,775,,N
101998799122,C,PENNYMAC CORP.,4.375,95000,360,04/2017,06/2017,15,15,2,35,823,N,C,PU,1,P,MD,207,,FRM,823,,N
102003722529,C,SUNTRUST BANK,3.5,80000,180,05/2017,07/2017,94,94,1,28,777,Y,P,PU,1,P,SC,290,25,FRM,,1,N
102009300913,B,"CALIBER HOME LOANS, INC.",3.25,262000,180,03/2017,05/2017,80,80,1,43,739,Y,P,CO,1,P,TX,750,,FRM,,,N
102009306295,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.625,424000,360,03/2017,05/2017,59,59,2,50,662,Y,P,PU,1,P,NV,890,,FRM,666,,N
102009360868,R,OTHER,3.99,79000,360,05/2017,07/2017,80,80,1,38,783,N,P,SF,1,S,AL,358,,FRM,,,N
102010988218,C,"WELLS FARGO BANK, N.A.",4,237000,360,04/2017,06/2017,95,95,2,28,727,N,P,PU,1,P,OH,441,30,FRM,807,1,N
102011507832,R,OTHER,4.75,210000,360,04/2017,06/2017,53,53,2,39,805,N,P,SF,2,I,CA,956,,FRM,786,,N
102011951478,C,"CALIBER HOME LOANS, INC.",4.375,196000,360,05/2017,07/2017,80,80,1,47,648,Y,P,PU,1,P,NE,680,,FRM,,,N
102014301045,B,OTHER,5.125,220000,360,04/2017,06/2017,63,63,1,29,632,N,C,SF,1,P,CA,958,,FRM,,,N
102015556401,R,"LOANDEPOT.COM, LLC",3.375,172000,180,05/2017,07/2017,68,68,1,15,801,N,P,SF,1,P,CA,933,,FRM,,,N
102015748437,C,OTHER,4.5,298000,240,03/2017,05/2017,80,80,1,22,679,N,R,SF,1,P,TX,786,,FRM,,,N
102016383113,R,"WELLS FARGO BANK, N.A.",3.75,401000,360,03/2017,05/2017,80,80,2,36,800,N,P,PU,1,P,CO,801,,FRM,791,,Y
102017268125,C,"WELLS FARGO BANK, N.A.",4,135000,360,12/2016,02/2017,88,88,1,26,810,N,R,PU,1,P,MO,630,25,FRM,,1,N
102020488125,R,OTHER,4.5,164000,360,05/2017,07/2017,80,80,1,34,727,Y,P,SF,1,P,NJ,78,,FRM,,,N
102020688810,C,"WELLS FARGO BANK, N.A.",3.875,312000,360,01/2017,03/2017,73,73,2,44,689,N,R,CO,1,P,FL,337,,FRM,724,,N
102027168349,C,PMTT4,4.625,160000,360,04/2017,06/2017,73,73,1,39,706,N,C,SF,1,P,WA,988,,FRM,,,N
102032162086,R,OTHER,4.125,300000,360,03/2017,05/2017,33,33,1,22,780,N,R,PU,1,P,CA,951,,FRM,,,N
102032907686,R,"NATIONSTAR MORTGAGE, LLC",5.25,92000,360,05/2017,07/2017,97,97,1,38,660,Y,P,SF,1,P,WI,539,25,FRM,,1,N
102034128665,R,"WELLS FARGO BANK, N.A.",4.5,248000,360,04/2017,06/2017,90,90,2,30,809,Y,P,PU,1,P,CA,937,25,FRM,716,1,N
102037210174,B,"FLAGSTAR BANK, FSB",4.159,162000,360,02/2017,04/2017,95,95,2,29,800,N,P,SF,1,P,NY,140,30,FRM,792,1,N
102039617427,R,OTHER,4,200000,360,04/2017,06/2017,80,80,2,26,796,N,P,SF,1,P,MN,551,,FRM,801,,N
102049184057,R,"WELLS FARGO BANK, N.A.",4,176000,360,05/2017,07/2017,66,66,1,37,746,Y,P,PU,1,P,SD,571,,FRM,,,N
102051609828,R,"LOANDEPOT.COM, LLC",4.875,244000,360,03/2017,05/2017,80,80,1,44,664,N,C,SF,1,P,CA,925,,FRM,,,N
102053411844,R,OTHER,4.25,172000,360,03/2017,05/2017,80,80,1,41,763,N,P,PU,1,P,FL,339,,FRM,,,N
102053724601,C,"WELLS FARGO BANK, N.A.",4.25,209000,360,02/2017,04/2017,95,95,1,17,805,Y,P,PU,1,P,TN,380,30,FRM,,1,N
102060467868,C,SUNTRUST BANK,4,196000,180,03/2017,05/2017,80,80,2,45,803,N,P,PU,1,I,PA,170,,FRM,811,,N
102061223334,R,"MOVEMENT MORTGAGE, LLC",4.5,357000,360,04/2017,06/2017,85,85,2,24,789,N,R,PU,1,P,MD,217,12,FRM,708,1,N
102066134302,C,SUNTRUST BANK,3.5,352000,180,05/2017,07/2017,80,80,2,22,793,N,C,SF,1,P,IL,605,,FRM,796,,N
102067586677,B,U.S. BANK N.A.,4.25,424000,360,04/2017,06/2017,80,80,2,23,781,N,P,PU,1,P,TN,370,,FRM,794,,N
102069995763,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,412000,360,05/2017,07/2017,80,80,1,41,771,N,P,PU,1,P,WA,980,,FRM,,,N
102070217239,R,OTHER,4.25,72000,360,03/2017,05/2017,57,57,1,37,700,N,R,SF,1,P,OK,731,,FRM,,,N
102071050625,R,OTHER,4.25,355000,360,03/2017,05/2017,97,97,1,36,737,Y,P,SF,1,P,PA,191,25,FRM,,1,N
102072261411,R,OTHER,4.125,100000,180,03/2017,05/2017,66,66,2,33,762,N,C,SF,1,P,WA,993,,FRM,749,,N
102074740864,R,OTHER,4.75,186000,360,05/2017,07/2017,70,70,2,25,744,N,P,SF,1,I,CA,953,,FRM,784,,N
102075830269,R,OTHER,4.25,387000,360,03/2017,05/2017,95,95,1,34,728,N,P,PU,1,P,GA,300,30,FRM,,1,N
102076028415,C,FRANKLIN AMERICAN MORTGAGE COMPANY,3.25,204000,180,03/2017,05/2017,80,80,1,43,809,N,P,SF,1,P,PA,159,,FRM,,,N
102077632050,R,OTHER,4.5,161000,360,03/2017,05/2017,75,75,1,17,768,N,P,PU,1,I,VA,231,,FRM,,,N
102078723240,R,OTHER,4.625,134000,360,06/2017,08/2017,75,75,1,42,634,N,R,SF,1,I,OH,440,,FRM,,,N
102079227457,C,PENNYMAC CORP.,4.5,188000,360,04/2017,06/2017,75,75,1,46,763,Y,P,SF,1,P,OR,974,,FRM,,,N
102079515730,R,OTHER,4.625,80000,360,04/2017,06/2017,50,50,1,34,718,N,R,CO,1,P,IN,463,,FRM,,,N
102083096859,R,QUICKEN LOANS INC.,4.5,176000,180,04/2017,06/2017,78,78,2,40,685,N,C,PU,1,P,TX,762,,FRM,669,,N
102084352378,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.5,179000,360,01/2017,03/2017,70,70,2,48,744,N,P,CO,1,P,OR,972,,FRM,747,,N
102086842319,B,FRANKLIN AMERICAN MORTGAGE COMPANY,4.25,192000,360,05/2017,07/2017,80,80,2,43,727,N,P,SF,1,P,PA,170,,FRM,798,,N
102102499306,R,"WELLS FARGO BANK, N.A.",4.25,183000,360,04/2017,06/2017,80,80,2,40,771,Y,P,PU,1,P,VA,221,,FRM,804,,N
102106076567,C,OTHER,4.375,224000,360,04/2017,06/2017,80,80,2,32,743,N,C,PU,1,P,MN,553,,FRM,743,,N
102106859356,C,OTHER,3.875,228000,360,06/2017,08/2017,92,92,2,29,753,N,P,SF,1,P,IA,500,25,FRM,756,1,N
102107305410,R,QUICKEN LOANS INC.,4.625,80000,96,04/2017,06/2017,36,36,1,22,799,N,C,SF,1,P,FL,349,,FRM,,,N
102113955039,C,U.S. BANK N.A.,4.75,143000,360,04/2017,06/2017,97,101,2,30,680,Y,P,PU,1,P,IL,605,18,FRM,640,1,N
102116027567,C,OTHER,3.25,256000,180,04/2017,06/2017,42,42,1,34,754,N,R,SF,1,P,CA,945,,FRM,,,N
102116640993,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.25,288000,180,06/2017,08/2017,60,60,2,40,745,N,C,PU,1,P,VA,220,,FRM,758,,N
102119156439,R,OTHER,3.375,60000,180,05/2017,07/2017,32,32,1,38,728,N,P,CO,1,P,MI,495,,FRM,,,N
102121462850,R,"WELLS FARGO BANK, N.A.",4.5,158000,360,04/2017,06/2017,80,80,1,45,764,N,C,PU,1,P,FL,347,,FRM,,,N
102122090492,R,OTHER,4.625,101000,240,04/2017,06/2017,90,90,2,21,721,Y,P,PU,1,P,IL,604,12,FRM,722,2,N
102122279761,R,OTHER,5,80000,360,03/2017,05/2017,80,80,2,31,806,N,C,SF,1,P,IL,610,,FRM,711,,N
102123841299,C,"FLAGSTAR BANK, FSB",4.875,109000,360,03/2017,05/2017,75,75,1,40,675,N,P,CO,1,I,WA,980,,FRM,,,N
102126427443,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.375,130000,120,05/2017,07/2017,62,62,1,41,731,N,R,PU,1,S,FL,336,,FRM,,,N
102130802455,R,"LOANDEPOT.COM, LLC",4.625,220000,360,03/2017,05/2017,80,80,2,48,677,N,P,SF,1,S,NH,32,,FRM,760,,N
102132257178,R,OTHER,4.25,147000,360,03/2017,05/2017,74,74,2,45,758,Y,P,SF,1,P,NH,34,,FRM,804,,N
